id,begin,end,utterance_id,word_id,pronunciation_id,workflow_id
156,0.0,0.36,373,1,1,2
157,0.36,1.02,373,199862,208653,2
158,1.02,1.2899375,373,1,1,2
159,0.0,0.11,14,1,1,2
160,0.11,0.35,14,199862,208653,2
161,0.35,0.42,14,125032,130479,2
162,0.42,0.8309375,14,1,1,2
163,0.0,0.34,1190,1,1,2
164,0.34,0.63,1190,4236,4515,2
165,0.63,1.2099375,1190,1,1,2
166,0.0,0.54,39,1,1,2
167,0.54,0.571,39,198058,206808,2
168,0.0,0.67,1245,1,1,2
169,0.67,0.7,1245,122227,127568,2
170,0.7,0.79,1245,199862,208653,2
171,0.79,1.42,1245,1,1,2
172,1.42,1.45,1245,199862,208653,2
173,1.45,1.612,1245,1,1,2
174,0.0,0.13,152,1,1,2
175,0.13,0.16,152,198058,206808,2
176,0.16,0.3609375,152,199862,208653,2
177,0.0,0.79,429,1,1,2
178,0.79,0.88,429,199862,208653,2
179,0.88,1.44,429,1,1,2
180,1.44,1.53,429,199862,208653,2
181,1.53,1.6039375,429,1,1,2
182,0.0,0.22,13,1,1,2
183,0.22,0.54,13,199862,208653,2
184,0.54,1.84,13,1,1,2
185,1.84,2.11,13,199862,208653,2
186,2.11,2.747,13,1,1,2
187,0.0,0.27,261,1,1,2
188,0.27,0.301,261,198058,206808,2
189,0.0,0.18,520,1,1,2
190,0.18,0.29,520,198246,207001,2
191,0.29,0.9,520,1,1,2
192,0.9,0.9429375,520,199862,208653,2
193,0.0,0.52,1331,1,1,2
194,0.52,0.59,1331,193480,201874,2
195,0.59,0.72,1331,1,1,2
196,0.0,0.34,457,1,1,2
197,0.34,0.38,457,185045,193093,2
198,0.38,0.668,457,1,1,2
199,0.0,0.37,535,1,1,2
200,0.37,0.68,535,199862,208653,2
201,0.68,1.0,535,199862,208653,2
202,1.0,1.1009375,535,1,1,2
203,0.0,0.32,244,1,1,2
204,0.32,0.6539375,244,199862,208653,2
205,0.0,3.42,537,1,1,2
206,3.42,4.53,537,199862,208653,2
207,4.53,7.539,537,1,1,2
208,0.0,0.52,409,199862,208653,2
209,0.52,1.0099375,409,1,1,2
210,0.0,0.03,479,199862,208653,2
211,0.03,0.31,479,1,1,2
212,0.31,0.34,479,122227,127568,2
213,0.34,0.894,479,199862,208653,2
214,0.0,0.35,410,1,1,2
215,0.35,0.81,410,199862,208653,2
216,0.81,0.9,410,1,1,2
217,0.9,1.41,410,199862,208653,2
218,1.41,1.5699375,410,1,1,2
219,0.0,0.1,494,1,1,2
220,0.1,0.2929375,494,199862,208653,2
221,0.0,0.31,568,1,1,2
222,0.31,1.33,568,199862,208653,2
223,1.33,1.4429375,568,1,1,2
224,0.0,0.19,579,1,1,2
225,0.19,0.65,579,8070,8549,2
226,0.65,0.738,579,1,1,2
227,0.0,1.08,444,1,1,2
228,1.08,1.2,444,199862,208653,2
229,1.2,1.87,444,1,1,2
230,1.87,1.95,444,197715,206459,2
231,1.95,2.17,444,1,1,2
232,0.0,0.08,607,199862,208653,2
233,0.08,0.411,607,1,1,2
234,0.0,0.22,594,1,1,2
235,0.22,0.26,594,74972,78591,2
236,0.26,0.47,594,1,1,2
237,0.47,0.6129375,594,199862,208653,2
238,0.0,0.36,469,1,1,2
239,0.36,0.45,469,197715,206459,2
240,0.45,0.8199375,469,1,1,2
241,0.0,0.23,741,1,1,2
242,0.23,0.3,741,199862,208653,2
243,0.3,0.377,741,1,1,2
244,0.0,0.1,646,1,1,2
245,0.1,0.95,646,199862,208653,2
246,0.95,2.73,646,1,1,2
247,2.73,2.9659375,646,5414,5767,2
248,0.0,0.92,482,1,1,2
249,0.92,1.04,482,125032,130479,2
250,1.04,1.23,482,1,1,2
251,0.0,0.08,704,1,1,2
252,0.08,0.41,704,199862,208653,2
253,0.41,0.5059375,704,1,1,2
254,0.0,0.18,806,199862,208653,2
255,0.18,0.5349375,806,1,1,2
256,0.0,0.58,810,1,1,2
257,0.58,0.72,810,199862,208653,2
258,0.72,1.0379375,810,1,1,2
259,0.0,0.72,51,1,1,2
260,0.72,0.87,51,199862,208653,2
261,0.87,1.65,51,1,1,2
262,1.65,1.95,51,148001,154810,2
263,1.95,2.5009375,51,1,1,2
264,0.0,0.13,801,1,1,2
265,0.13,0.375,801,199862,208653,2
266,0.0,0.28,876,1,1,2
267,0.28,0.62,876,199862,208653,2
268,0.62,0.7549375,876,1,1,2
269,0.0,0.11,689,34957,36409,2
270,0.11,0.79,689,1,1,2
271,0.79,0.87,689,199862,208653,2
272,0.87,1.2,689,1,1,2
273,1.2,1.57,689,199862,208653,2
274,1.57,2.5419375,689,1,1,2
275,0.0,0.13,1054,1,1,2
276,0.13,0.68,1054,199862,208653,2
277,0.68,0.9259375,1054,1,1,2
278,0.0,0.81,747,1,1,2
279,0.81,0.9,747,125022,130469,2
280,0.9,0.989,747,1,1,2
281,0.0,1.12,1073,1,1,2
282,1.12,1.15,1073,199862,208653,2
283,1.15,3.4089375,1073,1,1,2
284,0.0,0.21,92,1,1,2
285,0.21,1.28,92,199862,208653,2
286,1.28,1.6619375,92,1,1,2
287,0.0,0.31,796,1,1,2
288,0.31,0.34,796,199862,208653,2
289,0.34,0.4,796,153084,160060,2
290,0.4,1.0399375,796,1,1,2
291,0.0,0.23,979,1,1,2
292,0.23,0.62,979,199862,208653,2
293,0.62,0.95,979,199862,208653,2
294,0.95,2.67,979,1,1,2
295,2.67,3.54,979,199862,208653,2
296,3.54,3.8369375,979,1,1,2
297,0.0,0.59,108,1,1,2
298,0.59,0.84,108,144953,151316,2
299,0.84,0.96,108,199862,208653,2
300,0.96,1.458,108,1,1,2
301,0.0,0.53,835,1,1,2
302,0.53,0.56,835,199862,208653,2
303,0.56,1.77,835,26056,27206,2
304,1.77,1.908,835,1,1,2
305,0.0,0.1,992,1,1,2
306,0.1,0.51,992,199862,208653,2
307,0.51,0.566,992,1,1,2
308,0.0,0.58,1111,1,1,2
309,0.58,0.61,1111,199862,208653,2
310,0.61,1.23,1111,1,1,2
311,1.23,1.57,1111,88314,92562,2
312,1.57,1.9,1111,1,1,2
313,1.9,2.01,1111,199862,208653,2
314,2.01,2.54,1111,199862,208653,2
315,2.54,2.7659375,1111,1,1,2
316,0.0,0.76,944,1,1,2
317,0.76,0.83,944,199862,208653,2
318,0.83,0.875,944,199862,208653,2
319,0.0,0.11,11,1,1,2
320,0.11,0.21,11,199862,208653,2
321,0.21,0.27,11,1,1,2
322,0.27,0.65,11,125022,130469,2
323,0.65,0.8659375,11,1,1,2
324,0.0,1.44,1131,1,1,2
325,1.44,1.53,1131,199862,208653,2
326,1.53,1.65,1131,1,1,2
327,1.65,2.06,1131,194782,203431,2
328,2.06,4.77,1131,1,1,2
329,4.77,4.83,1131,199862,208653,2
330,4.83,6.53,1131,1,1,2
331,6.53,6.62,1131,199862,208653,2
332,6.62,7.5359375,1131,1,1,2
333,0.0,0.59,1044,1,1,2
334,0.59,0.84,1044,199862,208653,2
335,0.84,1.47,1044,1,1,2
336,1.47,1.5,1044,198058,206808,2
337,1.5,2.48,1044,1,1,2
338,2.48,2.805,1044,199862,208653,2
339,0.0,0.4,115,1,1,2
340,0.4,0.51,115,199862,208653,2
341,0.51,0.5889375,115,1,1,2
342,0.0,0.1,107,1,1,2
343,0.1,0.624,107,199862,208653,2
344,0.0,0.48,1167,1,1,2
345,0.48,0.67,1167,175884,183644,2
346,0.67,0.9439375,1167,1,1,2
347,0.0,0.38,1322,1,1,2
348,0.38,0.41,1322,199862,208653,2
349,0.41,0.774,1322,1,1,2
350,0.0,0.19,1194,1,1,2
351,0.19,0.36,1194,199862,208653,2
352,0.36,0.442,1194,1,1,2
353,0.0,0.92,117,1,1,2
354,0.92,0.96,117,199862,208653,2
355,0.96,1.22,117,1,1,2
356,1.22,1.62,117,199862,208653,2
357,1.62,1.7579375,117,1,1,2
358,0.0,0.22,1330,1,1,2
359,0.22,0.33,1330,199862,208653,2
360,0.33,0.465,1330,1,1,2
361,0.0,0.36,1223,1,1,2
362,0.36,0.66,1223,199862,208653,2
363,0.66,0.7539375,1223,1,1,2
364,0.0,0.43,1175,1,1,2
365,0.43,0.92,1175,199862,208653,2
366,0.92,1.094,1175,1,1,2
367,0.0,2.22,15,1,1,2
368,2.22,2.25,15,199862,208653,2
369,2.25,2.8,15,1,1,2
370,2.8,3.39,15,199862,208653,2
371,3.39,3.8049375,15,1,1,2
372,0.0,0.36,1177,1,1,2
373,0.36,0.3949375,1177,199862,208653,2
374,0.0,0.14,1239,1,1,2
375,0.14,0.46,1239,198058,206808,2
376,0.46,0.63,1239,1,1,2
377,0.63,0.76,1239,199862,208653,2
378,0.76,1.61,1239,1,1,2
379,1.61,1.862,1239,199862,208653,2
380,0.0,0.69,1196,1,1,2
381,0.69,0.96,1196,163805,171111,2
382,0.96,1.458,1196,1,1,2
383,0.0,0.62,321,1,1,2
384,0.62,0.7,321,199862,208653,2
385,0.7,1.073,321,1,1,2
386,0.0,0.03,1253,199862,208653,2
387,0.03,0.28,1253,1,1,2
388,0.28,0.31,1253,198058,206808,2
389,0.31,0.59,1253,199862,208653,2
390,0.59,0.7269375,1253,1,1,2
391,0.0,0.3,1211,1,1,2
392,0.3,0.8979375,1211,199862,208653,2
393,0.0,0.32,394,1,1,2
394,0.32,0.56,394,23289,24345,2
395,0.56,0.7889375,394,199862,208653,2
396,0.0,0.16,127,1,1,2
397,0.16,0.649,127,199862,208653,2
398,0.0,0.38,1217,1,1,2
399,0.38,0.44,1217,24372,25457,2
400,0.44,1.3099375,1217,1,1,2
401,0.0,0.57,1281,1,1,2
402,0.57,0.6,1281,199862,208653,2
403,0.6,0.68,1281,1,1,2
404,0.68,0.72,1281,144953,151315,2
405,0.72,0.77,1281,199862,208653,2
406,0.77,1.74,1281,1,1,2
407,1.74,1.86,1281,199862,208653,2
408,1.86,3.1749375,1281,1,1,2
409,0.0,0.57,1219,1,1,2
410,0.57,0.8,1219,24372,25457,2
411,0.8,0.9519375,1219,1,1,2
412,0.0,0.24,42,1,1,2
413,0.24,0.69,42,199862,208653,2
414,0.69,1.2479375,42,1,1,2
415,0.0,0.1,450,1,1,2
416,0.1,0.5,450,175884,183644,2
417,0.5,0.5969375,450,1,1,2
418,0.0,0.1,1305,1,1,2
419,0.1,0.259,1305,199862,208653,2
420,0.0,0.25,487,25895,27038,2
421,0.25,1.0199375,487,1,1,2
422,0.0,0.78,1289,1,1,2
423,0.78,0.81,1289,199862,208653,2
424,0.81,1.01,1289,1,1,2
425,1.01,1.8,1289,199862,208653,2
426,1.8,2.334,1289,1,1,2
427,0.0,0.11,1349,1,1,2
428,0.11,0.38,1349,199862,208653,2
429,0.38,0.442,1349,1,1,2
430,0.0,0.5,519,1,1,2
431,0.5,0.81,519,160055,167263,2
432,0.81,0.94,519,199862,208653,2
433,0.0,0.32,1358,1,1,2
434,0.32,0.35,1358,65229,68518,2
435,0.35,1.2889375,1358,1,1,2
436,0.0,0.96,1357,1,1,2
437,0.96,0.9989375,1357,101994,106721,2
438,0.0,0.02,532,183015,191013,2
439,0.02,0.23,532,1,1,2
440,0.23,0.26,532,143053,149338,2
441,0.26,0.27,532,52623,55063,2
442,0.27,0.29,532,24669,25759,2
443,0.29,0.37,532,8,10,2
444,0.37,0.788,532,1,1,2
445,0.0,0.12,17,1,1,2
446,0.12,0.52,17,199862,208653,2
447,0.52,0.85,17,1,1,2
448,0.85,0.88,17,199862,208653,2
449,0.88,1.39,17,1,1,2
450,1.39,1.42,17,199862,208653,2
451,1.42,2.384,17,1,1,2
452,0.0,0.54,627,1,1,2
453,0.54,0.557,627,84689,88644,2
454,0.0,0.06,142,199862,208653,2
455,0.06,0.3,142,1,1,2
456,0.3,0.33,142,198058,206808,2
457,0.33,0.546,142,199862,208653,2
458,0.0,0.25,177,1,1,2
459,0.25,0.58,177,65465,68764,2
460,0.58,0.8129375,177,1,1,2
461,0.0,0.23,738,1,1,2
462,0.23,1.12,738,5839,6211,2
463,1.12,1.273,738,199862,208653,2
464,0.0,0.29,16,1,1,2
465,0.29,0.5449375,16,199862,208653,2
466,0.0,0.48,18,1,1,2
467,0.48,0.51,18,199862,208653,2
468,0.51,1.6749375,18,1,1,2
469,0.0,1.14,751,1,1,2
470,1.14,1.61,751,129756,135384,2
471,1.61,1.68,751,199862,208653,2
472,1.68,2.22,751,1,1,2
473,0.0,0.58,178,1,1,2
474,0.58,0.63,178,125032,130479,2
475,0.63,0.76,178,199862,208653,2
476,0.76,0.8859375,178,1,1,2
477,0.0,1.55,812,1,1,2
478,1.55,1.68,812,199891,208679,2
479,1.68,2.16,812,1,1,2
480,0.0,0.35,196,1,1,2
481,0.35,0.5,196,24372,25457,2
482,0.5,0.785,196,1,1,2
483,0.0,0.9,181,1,1,2
484,0.9,0.961,181,58325,61227,2
485,0.0,0.15,856,1,1,2
486,0.15,0.25,856,199862,208653,2
487,0.25,0.552,856,1,1,2
488,0.0,0.36,256,1,1,2
489,0.36,0.87,256,69488,72931,2
490,0.87,1.0939375,256,1,1,2
491,0.0,0.38,861,1,1,2
492,0.38,0.4359375,861,122958,128311,2
493,0.0,0.31,235,1,1,2
494,0.31,0.519,235,199862,208653,2
495,0.0,0.71,315,1,1,2
496,0.71,0.95,315,199862,208653,2
497,0.95,1.34,315,1,1,2
498,1.34,1.37,315,199862,208653,2
499,1.37,1.57,315,1,1,2
500,1.57,2.09,315,2194,2381,2
501,2.09,2.6399375,315,1,1,2
502,0.0,0.16,27,1,1,2
503,0.16,0.363,27,199862,208653,2
504,0.0,0.53,954,1,1,2
505,0.53,0.56,954,199862,208653,2
506,0.56,0.602,954,199862,208653,2
507,0.0,0.16,351,1,1,2
508,0.16,0.37,351,197005,205729,2
509,0.37,0.547,351,1,1,2
510,0.0,0.15,344,1,1,2
511,0.15,0.49,344,199862,208653,2
512,0.49,0.7019375,344,1,1,2
513,0.0,0.32,369,1,1,2
514,0.32,0.52,369,199862,208653,2
515,0.52,0.8129375,369,1,1,2
516,0.0,0.39,989,1,1,2
517,0.39,0.57,989,199894,208682,2
518,0.57,1.0389375,989,1,1,2
519,0.0,0.38,423,1,1,2
520,0.38,1.21,423,1223,1316,2
521,1.21,1.3709375,423,1,1,2
522,0.0,0.19,346,1,1,2
523,0.19,0.3,346,199862,208653,2
524,0.3,0.45,346,160055,167263,2
525,0.45,0.79,346,1,1,2
526,0.79,0.88,346,199862,208653,2
527,0.88,1.0899375,346,1,1,2
528,0.0,0.25,1023,1,1,2
529,0.25,0.28,1023,197750,206494,2
530,0.28,0.6259375,1023,199862,208653,2
531,0.0,1.0,458,1,1,2
532,1.0,1.03,458,199862,208653,2
533,1.03,2.06,458,1,1,2
534,2.06,2.23,458,199862,208653,2
535,2.23,4.24,458,1,1,2
536,4.24,4.4,458,199862,208653,2
537,4.4,6.56,458,1,1,2
538,6.56,6.64,458,125032,130479,2
539,6.64,8.97,458,1,1,2
540,8.97,9.62,458,199862,208653,2
541,9.62,15.951,458,1,1,2
542,0.0,0.04,1060,1,1,2
543,0.04,0.25,1060,85055,89031,2
544,0.25,0.5649375,1060,1,1,2
545,0.0,0.11,356,1,1,2
546,0.11,0.41,356,199862,208653,2
547,0.41,0.77,356,1,1,2
548,0.77,0.93,356,199862,208653,2
549,0.93,2.389,356,1,1,2
550,0.0,0.52,1100,1,1,2
551,0.52,0.55,1100,197750,206494,2
552,0.55,1.1489375,1100,1,1,2
553,0.0,0.67,512,1,1,2
554,0.67,0.78,512,24372,25457,2
555,0.78,1.039,512,1,1,2
556,0.0,0.5969375,378,199862,208653,2
557,0.0,0.24,415,1,1,2
558,0.24,0.598,415,199862,208653,2
559,0.0,0.24,521,1,1,2
560,0.24,0.493,521,199862,208653,2
561,0.0,0.23,548,1,1,2
562,0.23,0.6,548,199862,208653,2
563,0.6,0.6749375,548,1,1,2
564,0.0,0.19,562,1,1,2
565,0.19,0.727,562,199862,208653,2
566,0.0,0.11,577,1,1,2
567,0.11,0.4939375,577,199862,208653,2
568,0.0,0.3669375,698,199862,208653,2
569,0.0,0.16,709,1,1,2
570,0.16,0.45,709,199862,208653,2
571,0.45,0.5709375,709,1,1,2
572,0.0,0.38,712,199862,208653,2
573,0.38,0.519,712,1,1,2
574,0.0,0.85,726,1,1,2
575,0.85,0.94,726,175884,183644,2
576,0.94,1.37,726,1,1,2
577,1.37,1.63,726,199862,208653,2
578,1.63,1.705,726,1,1,2
579,0.0,0.31,748,1,1,2
580,0.31,0.69,748,196728,205444,2
581,0.69,0.925,748,199862,208653,2
582,0.0,0.15,749,1,1,2
583,0.15,0.5,749,199862,208653,2
584,0.5,0.5489375,749,1,1,2
585,0.0,0.28,759,1,1,2
586,0.28,0.5219375,759,199862,208653,2
587,0.0,0.24,804,1,1,2
588,0.24,0.753,804,199862,208653,2
589,0.0,0.16,82,1,1,2
590,0.16,0.49,82,199862,208653,2
591,0.49,0.572,82,1,1,2
592,0.0,0.1,827,1,1,2
593,0.1,0.39,827,199862,208653,2
594,0.0,0.3,838,1,1,2
595,0.3,1.0119375,838,199862,208653,2
596,0.0,0.65,858,1,1,2
597,0.65,0.7,858,199862,208653,2
598,0.7,0.73,858,199862,208653,2
599,0.73,1.9439375,858,1,1,2
600,0.0,0.1,873,1,1,2
601,0.1,0.394,873,199862,208653,2
602,0.0,0.2,1126,1,1,2
603,0.2,1.312,1126,199862,208653,2
604,0.0,0.95,53,1,1,2
605,0.95,1.42,53,199862,208653,2
606,1.42,1.9919375,53,1,1,2
607,0.0,0.19,899,1,1,2
608,0.19,0.36,899,199862,208653,2
609,0.36,0.42,899,199862,208653,2
610,0.42,0.571,899,1,1,2
611,0.0,0.84,572,1,1,2
612,0.84,1.094,572,199862,208653,2
613,0.0,0.29,907,199862,208653,2
614,0.29,0.5199375,907,1,1,2
615,0.0,0.53,119,1,1,2
616,0.53,0.6,119,199862,208653,2
617,0.6,1.65,119,1,1,2
618,1.65,1.68,119,199862,208653,2
619,1.68,1.8369375,119,1,1,2
620,0.0,0.19,940,1,1,2
621,0.19,0.5,940,198058,206808,2
622,0.5,0.68,940,199862,208653,2
623,0.68,0.7529375,940,1,1,2
624,0.0,0.4,580,1,1,2
625,0.4,0.71,580,199862,208653,2
626,0.71,4.9689375,580,1,1,2
627,0.0,0.27,1225,1,1,2
628,0.27,0.85,1225,199862,208653,2
629,0.85,1.96,1225,1,1,2
630,1.96,2.09,1225,199862,208653,2
631,2.09,2.301,1225,1,1,2
632,0.0,0.51,949,1,1,2
633,0.51,0.753,949,199862,208653,2
634,0.0,0.54,581,1,1,2
635,0.54,0.61,581,101994,106721,2
636,0.61,0.982,581,1,1,2
637,0.0,0.42,1277,1,1,2
638,0.42,0.58,1277,199862,208653,2
639,0.58,0.728,1277,1,1,2
640,0.0,0.51,592,1,1,2
641,0.51,0.69,592,175884,183644,2
642,0.69,0.911,592,1,1,2
643,0.0,0.56,1324,1,1,2
644,0.56,0.61,1324,197750,206494,2
645,0.61,0.7809375,1324,1,1,2
646,0.0,0.27,955,1,1,2
647,0.27,0.3889375,955,199862,208653,2
648,0.0,0.1,155,1,1,2
649,0.1,0.48,155,199862,208653,2
650,0.48,0.98,155,1,1,2
651,0.98,1.1,155,125032,130479,2
652,1.1,1.1719375,155,1,1,2
653,0.0,0.21,637,1,1,2
654,0.21,1.22,637,199862,208653,2
655,1.22,2.877,637,1,1,2
656,0.0,0.11,97,1,1,2
657,0.11,0.45,97,199862,208653,2
658,0.45,0.571,97,1,1,2
659,0.0,0.31,169,1,1,2
660,0.31,0.4,169,182874,190869,2
661,0.4,0.706,169,1,1,2
662,0.0,0.47,101,1,1,2
663,0.47,0.57,101,199862,208653,2
664,0.57,2.15,101,1,1,2
665,2.15,2.18,101,197750,206494,2
666,2.18,3.3669375,101,1,1,2
667,0.0,0.15,645,1,1,2
668,0.15,0.56,645,199862,208653,2
669,0.56,0.673,645,1,1,2
670,0.0,1.26,1189,1,1,2
671,1.26,1.49,1189,199862,208653,2
672,1.49,2.0199375,1189,1,1,2
673,0.0,1.16,191,1,1,2
674,1.16,1.2159375,191,14210,15018,2
675,0.0,0.36,673,1,1,2
676,0.36,0.4979375,673,199862,208653,2
677,0.0,0.27,20,1,1,2
678,0.27,0.4,20,199862,208653,2
679,0.4,0.87,20,1,1,2
680,0.87,1.17,20,199862,208653,2
681,1.17,1.2809375,20,1,1,2
682,0.0,0.17,1213,1,1,2
683,0.17,0.75,1213,199862,208653,2
684,0.75,3.12,1213,1,1,2
685,0.0,0.6,68,1,1,2
686,0.6,1.04,68,199862,208653,2
687,1.04,1.41,68,9342,9874,2
688,1.41,3.338,68,1,1,2
689,0.0,0.14,232,1,1,2
690,0.14,0.594,232,199862,208653,2
691,0.0,1.02,176,1,1,2
692,1.02,2.27,176,199862,208653,2
693,2.27,2.49,176,1,1,2
694,0.0,0.69,250,1,1,2
695,0.69,0.7249375,250,197750,206494,2
696,0.0,1.27,21,199862,208653,2
697,1.27,6.09,21,1,1,2
698,0.0,0.92,687,1,1,2
699,0.92,0.954,687,198058,206808,2
700,0.0,0.21,218,199862,208653,2
701,0.21,1.17,218,1,1,2
702,1.17,1.29,218,199862,208653,2
703,1.29,3.8519375,218,1,1,2
704,0.0,0.11,255,1,1,2
705,0.11,0.25,255,149474,156363,2
706,0.25,0.8589375,255,1,1,2
707,0.0,0.22,697,1,1,2
708,0.22,0.9819375,697,199862,208653,2
709,0.0,2.3,276,1,1,2
710,2.3,2.46,276,199862,208653,2
711,2.46,3.09,276,1,1,2
712,0.0,0.4719375,281,199862,208653,2
713,0.0,0.38,851,1,1,2
714,0.38,0.5,851,199862,208653,2
715,0.5,1.92,851,1,1,2
