id,begin,end,phone_goodness,phone_id,word_interval_id,utterance_id,workflow_id
55,1.13,1.324,-70.32833862304688,2,47,1204,2
56,0.0,0.49,-86.41539001464844,2,48,375,2
57,0.49,0.5,-81.9491195678711,70,49,375,2
58,0.5,0.5969375,-87.34727478027344,5,49,375,2
59,0.0,0.28,-81.8292465209961,2,50,1234,2
60,0.28,0.92,-68.90089416503906,3,51,1234,2
61,0.92,1.069,-71.7037582397461,2,52,1234,2
62,0.0,0.07,-98.59130096435547,2,53,1364,2
63,0.07,0.31,-80.87508392333984,3,54,1364,2
64,0.31,0.5629375,-78.95368194580078,3,55,1364,2
65,0.0,0.26,-96.14746856689453,2,56,416,2
66,0.26,0.27,-102.45158386230469,70,57,416,2
67,0.27,0.37,-97.468017578125,5,57,416,2
68,0.37,0.416,-87.32868194580078,2,58,416,2
69,0.0,0.42,-95.50575256347656,2,59,1295,2
70,0.42,0.43,-97.56739807128906,70,60,1295,2
71,0.43,0.45,-102.89308166503906,27,60,1295,2
72,0.45,0.46,-86.39651489257812,58,60,1295,2
73,0.46,0.649,-87.0715103149414,2,61,1295,2
74,0.0,0.33,-90.31291961669922,2,62,139,2
75,0.33,0.34,-98.51472473144531,70,63,139,2
76,0.34,0.3629375,-86.62515258789062,8,63,139,2
77,0.0,0.59,-78.13367462158203,2,64,1317,2
78,0.59,0.93,-75.01918029785156,3,65,1317,2
79,0.93,2.3969375,-77.9595718383789,2,66,1317,2
80,0.0,0.12,-106.51610565185547,2,67,464,2
81,0.12,0.26,-103.32561492919922,25,68,464,2
82,0.26,0.28,-96.75423431396484,27,68,464,2
83,0.28,0.29,-97.01168823242188,48,68,464,2
84,0.29,0.3799375,-92.41087341308594,2,69,464,2
85,0.0,0.39,-80.99551391601562,2,70,145,2
86,0.39,0.4,-99.73185729980469,70,71,145,2
87,0.4,0.4159375,-89.322265625,8,71,145,2
88,0.0,1.08,-87.16101837158203,2,72,1368,2
89,1.08,1.09,-90.32467651367188,44,73,1368,2
90,1.09,1.16,-96.74339294433594,33,73,1368,2
91,1.16,1.17,-98.1552734375,58,73,1368,2
92,1.17,1.22,-94.4635238647461,10,73,1368,2
93,1.22,1.2269375,-83.51695251464844,48,73,1368,2
94,0.0,0.34,-88.7876968383789,2,74,496,2
95,0.34,0.35,-91.32650756835938,70,75,496,2
96,0.35,0.4669375,-86.3508529663086,5,75,496,2
97,0.0,0.58,-90.13807678222656,2,76,162,2
98,0.58,0.811,-93.12043762207031,3,77,162,2
99,0.0,0.38,-84.74881744384766,2,78,171,2
100,0.38,0.39,-77.22535705566406,70,79,171,2
101,0.39,0.41,-82.42782592773438,8,79,171,2
102,0.41,0.5509375,-92.38843536376953,2,80,171,2
103,0.0,0.63,-95.82978820800781,2,81,564,2
104,0.63,0.64,-89.03634643554688,57,82,564,2
105,0.64,0.65,-93.65792083740234,41,82,564,2
106,0.65,0.68,-89.50415802001953,60,82,564,2
107,0.68,0.71,-92.1921157836914,33,82,564,2
108,0.71,0.72,-89.5120620727539,48,82,564,2
109,0.72,0.754,-93.4994125366211,3,83,564,2
110,0.0,0.46,-94.0108871459961,2,84,226,2
111,0.46,0.47,-93.17481994628906,52,85,226,2
112,0.47,0.48,-100.26641845703125,45,85,226,2
113,0.48,0.6,-100.58163452148438,33,85,226,2
114,0.6,0.93,-85.00383758544922,3,86,226,2
115,0.93,1.168,-101.42227935791016,2,87,226,2
116,0.0,0.2,-90.44097900390625,2,88,237,2
117,0.2,0.21,-95.34030151367188,70,89,237,2
118,0.21,0.23,-87.4648208618164,8,89,237,2
119,0.23,0.4429375,-94.96111297607422,2,90,237,2
120,0.0,0.78,-85.56205749511719,2,91,658,2
121,0.78,0.79,-91.09130096435547,70,92,658,2
122,0.79,0.865,-87.62089538574219,5,92,658,2
123,0.0,2.33,-78.7607650756836,2,93,236,2
124,2.33,3.5,-65.63157653808594,3,94,236,2
125,3.5,3.94,-83.057861328125,2,95,236,2
126,3.94,3.99,-100.99690246582031,3,96,236,2
127,3.99,4.287,-75.0159912109375,2,97,236,2
128,0.0,0.07,-103.3919906616211,2,98,271,2
129,0.07,0.4619375,-84.07119750976562,3,99,271,2
130,0.0,0.41,-86.60488891601562,2,100,937,2
131,0.41,0.649,-87.15375518798828,3,101,937,2
132,0.0,0.41,-88.36847686767578,2,102,950,2
133,0.41,0.42,-79.99759674072266,70,103,950,2
134,0.42,0.52,-90.88705444335938,5,103,950,2
135,0.52,0.623,-95.37806701660156,2,104,950,2
136,0.0,0.51,-102.85055541992188,2,105,459,2
137,0.51,0.6459375,-99.92383575439453,3,106,459,2
138,0.0,1.12,-86.80671691894531,2,107,277,2
139,1.12,1.13,-92.29267120361328,58,108,277,2
140,1.13,1.15,-83.906982421875,27,108,277,2
141,1.15,1.16,-77.9084701538086,48,108,277,2
142,1.16,1.19,-93.13896942138672,60,108,277,2
143,1.19,1.2,-92.18196105957031,29,108,277,2
144,1.2,3.379,-75.27470397949219,2,109,277,2
145,0.0,0.31,-91.49449920654297,2,110,585,2
146,0.31,0.32,-95.99412536621094,70,111,585,2
147,0.32,0.3419375,-93.9681396484375,8,111,585,2
148,0.0,0.4,-95.49002075195312,2,112,997,2
149,0.4,0.5969375,-97.2375717163086,3,113,997,2
150,0.0,0.27,-74.6086654663086,2,114,29,2
151,0.27,0.58,-80.36576080322266,3,115,29,2
152,0.58,1.9,-75.72077178955078,2,116,29,2
153,1.9,2.16,-88.63337707519531,3,117,29,2
154,2.16,2.3589375,-73.57073211669922,2,118,29,2
155,0.0,0.2,-90.47157287597656,2,119,830,2
156,0.2,0.21,-90.48763275146484,70,120,830,2
157,0.21,0.23,-86.36300659179688,8,120,830,2
158,0.23,0.2759375,-92.61985778808594,2,121,830,2
159,0.0,0.53,-97.64276885986328,2,122,1067,2
160,0.53,0.54,-99.9412612915039,52,123,1067,2
161,0.54,0.55,-98.76219177246094,45,123,1067,2
162,0.55,0.65,-101.78130340576172,33,123,1067,2
163,0.65,0.68,-97.94281768798828,3,124,1067,2
164,0.68,1.038,-91.71444702148438,2,125,1067,2
165,0.0,0.46,-82.38143920898438,2,126,307,2
166,0.46,0.9,-84.37458038330078,3,127,307,2
167,0.9,1.0689375,-79.55743408203125,2,128,307,2
168,0.0,0.26,-101.6956787109375,2,129,852,2
169,0.26,0.4149375,-89.1286392211914,3,130,852,2
170,0.0,0.44,-83.33940887451172,2,131,309,2
171,0.44,1.5099375,-69.5335922241211,3,132,309,2
172,0.0,0.47,-80.20674896240234,2,133,1259,2
173,0.47,0.5,-83.71234893798828,25,134,1259,2
174,0.5,0.52,-82.37980651855469,27,134,1259,2
175,0.52,0.53,-80.42361450195312,48,134,1259,2
176,0.53,0.5939375,-72.8006362915039,2,135,1259,2
177,0.0,0.26,-92.84622192382812,2,136,974,2
178,0.26,0.27,-84.234375,70,137,974,2
179,0.27,0.29,-81.404052734375,8,137,974,2
180,0.29,0.4159375,-88.36884307861328,2,138,974,2
181,0.0,1.43,-78.40495300292969,2,139,1151,2
182,1.43,1.44,-94.40113830566406,70,140,1151,2
183,1.44,1.49,-85.18838500976562,5,140,1151,2
184,1.49,2.085,-80.22677612304688,2,141,1151,2
185,0.0,0.14,-99.04856872558594,2,142,1363,2
186,0.14,0.37,-82.7780990600586,3,143,1363,2
187,0.37,0.4739375,-91.63057708740234,2,144,1363,2
188,0.0,0.03,-112.32861328125,3,145,320,2
189,0.03,0.04,-105.5946273803711,14,146,320,2
190,0.04,0.45,-32.08663558959961,57,146,320,2
191,0.45,1.321,-84.50074005126953,2,147,320,2
192,0.0,0.84,-83.1047134399414,2,148,1184,2
193,0.84,0.85,-96.40349578857422,70,149,1184,2
194,0.85,1.26,-99.69302368164062,5,149,1184,2
195,1.26,1.4,-93.27156829833984,3,150,1184,2
196,1.4,2.52,-92.57172393798828,2,151,1184,2
197,2.52,2.84,-79.68466186523438,3,152,1184,2
198,2.84,3.4639375,-91.42176055908203,2,153,1184,2
199,0.0,0.32,-84.00361633300781,2,154,1366,2
200,0.32,0.33,-78.83045196533203,70,155,1366,2
201,0.33,0.351,-72.408203125,8,155,1366,2
202,0.0,0.36,-78.4891586303711,2,156,373,2
203,0.36,1.02,-72.78031158447266,3,157,373,2
204,1.02,1.2899375,-81.54517364501953,2,158,373,2
205,0.0,0.11,-83.92517852783203,2,159,14,2
206,0.11,0.35,-67.41931915283203,3,160,14,2
207,0.35,0.36,-85.0370101928711,52,161,14,2
208,0.36,0.37,-84.87167358398438,45,161,14,2
209,0.37,0.42,-99.3448486328125,33,161,14,2
210,0.42,0.8309375,-84.32229614257812,2,162,14,2
211,0.0,0.34,-98.81573486328125,2,163,1190,2
212,0.34,0.36,-101.2739028930664,5,164,1190,2
213,0.36,0.37,-95.70731353759766,46,164,1190,2
214,0.37,0.62,-67.79154968261719,58,164,1190,2
215,0.62,0.63,-103.55419158935547,50,164,1190,2
216,0.63,1.2099375,-80.43473052978516,2,165,1190,2
217,0.0,0.54,-90.9395523071289,2,166,39,2
218,0.54,0.55,-84.29098510742188,70,167,39,2
219,0.55,0.571,-83.39413452148438,8,167,39,2
220,0.0,0.67,-95.25687408447266,2,168,1245,2
221,0.67,0.68,-93.10540008544922,48,169,1245,2
222,0.68,0.7,-94.19813537597656,51,169,1245,2
223,0.7,0.79,-101.65760803222656,3,170,1245,2
224,0.79,1.42,-88.97535705566406,2,171,1245,2
225,1.42,1.45,-93.62564849853516,3,172,1245,2
226,1.45,1.612,-72.43539428710938,2,173,1245,2
227,0.0,0.13,-88.947998046875,2,174,152,2
228,0.13,0.14,-82.675048828125,70,175,152,2
229,0.14,0.16,-76.12264251708984,8,175,152,2
230,0.16,0.3609375,-77.8513412475586,3,176,152,2
231,0.0,0.79,-82.4625473022461,2,177,429,2
232,0.79,0.88,-93.08560180664062,3,178,429,2
233,0.88,1.44,-86.08977508544922,2,179,429,2
234,1.44,1.53,-99.6217269897461,3,180,429,2
235,1.53,1.6039375,-90.19792938232422,2,181,429,2
236,0.0,0.22,-81.25908660888672,2,182,13,2
237,0.22,0.54,-74.17155456542969,3,183,13,2
238,0.54,1.84,-79.73461151123047,2,184,13,2
239,1.84,2.11,-97.02991485595703,3,185,13,2
240,2.11,2.747,-96.68074035644531,2,186,13,2
241,0.0,0.27,-86.09748077392578,2,187,261,2
242,0.27,0.28,-77.80139923095703,70,188,261,2
243,0.28,0.301,-77.23664855957031,8,188,261,2
244,0.0,0.18,-95.14065551757812,2,189,520,2
245,0.18,0.26,-107.15523529052734,70,190,520,2
246,0.26,0.28,-87.06082916259766,27,190,520,2
247,0.28,0.29,-88.69095611572266,58,190,520,2
248,0.29,0.9,-85.0921859741211,2,191,520,2
249,0.9,0.9429375,-115.36719512939453,3,192,520,2
250,0.0,0.52,-93.41654205322266,2,193,1331,2
251,0.52,0.53,-92.64763641357422,69,194,1331,2
252,0.53,0.55,-98.96992492675781,27,194,1331,2
253,0.55,0.56,-104.01768493652344,46,194,1331,2
254,0.56,0.57,-117.68086242675781,35,194,1331,2
255,0.57,0.58,-139.35984802246094,28,194,1331,2
256,0.58,0.59,-99.81442260742188,57,194,1331,2
257,0.59,0.72,-70.14376831054688,2,195,1331,2
258,0.0,0.34,-86.8758316040039,2,196,457,2
259,0.34,0.35,-75.14922332763672,70,197,457,2
260,0.35,0.36,-84.39727020263672,66,197,457,2
261,0.36,0.37,-78.17092895507812,48,197,457,2
262,0.37,0.38,-86.99507904052734,41,197,457,2
263,0.38,0.668,-81.09456634521484,2,198,457,2
264,0.0,0.37,-76.71271514892578,2,199,535,2
265,0.37,0.68,-71.55570220947266,3,200,535,2
266,0.68,1.0,-72.88301849365234,3,201,535,2
267,1.0,1.1009375,-74.92284393310547,2,202,535,2
268,0.0,0.32,-88.65948486328125,2,203,244,2
269,0.32,0.6539375,-73.28650665283203,3,204,244,2
270,0.0,3.42,-72.02326965332031,2,205,537,2
271,3.42,4.53,-75.55892944335938,3,206,537,2
272,4.53,7.539,-75.60173034667969,2,207,537,2
273,0.0,0.52,-79.41494750976562,3,208,409,2
274,0.52,1.0099375,-82.1791763305664,2,209,409,2
275,0.0,0.03,-93.66724395751953,3,210,479,2
276,0.03,0.31,-103.91615295410156,2,211,479,2
277,0.31,0.32,-103.44654083251953,48,212,479,2
278,0.32,0.34,-103.83211517333984,51,212,479,2
279,0.34,0.894,-84.78604125976562,3,213,479,2
280,0.0,0.35,-80.35896301269531,2,214,410,2
281,0.35,0.81,-73.27191925048828,3,215,410,2
282,0.81,0.9,-98.42122650146484,2,216,410,2
283,0.9,1.41,-75.96211242675781,3,217,410,2
284,1.41,1.5699375,-73.90025329589844,2,218,410,2
285,0.0,0.1,-81.3383560180664,2,219,494,2
286,0.1,0.2929375,-72.65478515625,3,220,494,2
287,0.0,0.31,-79.40631866455078,2,221,568,2
288,0.31,1.33,-63.428916931152344,3,222,568,2
289,1.33,1.4429375,-69.44513702392578,2,223,568,2
290,0.0,0.19,-88.45764923095703,2,224,579,2
291,0.19,0.21,-87.32408142089844,5,225,579,2
292,0.21,0.22,-92.54085540771484,57,225,579,2
293,0.22,0.23,-92.53143310546875,47,225,579,2
294,0.23,0.65,-70.19187927246094,41,225,579,2
295,0.65,0.738,-80.25590515136719,2,226,579,2
296,0.0,1.08,-88.67259979248047,2,227,444,2
297,1.08,1.2,-95.88440704345703,3,228,444,2
298,1.2,1.87,-89.6239242553711,2,229,444,2
299,1.87,1.88,-86.31793975830078,70,230,444,2
300,1.88,1.95,-91.8152084350586,5,230,444,2
301,1.95,2.17,-81.38720703125,2,231,444,2
302,0.0,0.08,-85.08695983886719,3,232,607,2
303,0.08,0.411,-93.16637420654297,2,233,607,2
304,0.0,0.22,-92.73760223388672,2,234,594,2
305,0.22,0.23,-95.09878540039062,36,235,594,2
306,0.23,0.25,-88.84662628173828,27,235,594,2
307,0.25,0.26,-92.1192626953125,58,235,594,2
308,0.26,0.47,-91.56768798828125,2,236,594,2
309,0.47,0.6129375,-84.48592376708984,3,237,594,2
310,0.0,0.36,-81.13983154296875,2,238,469,2
311,0.36,0.37,-80.44879913330078,70,239,469,2
312,0.37,0.45,-84.15059661865234,5,239,469,2
313,0.45,0.8199375,-74.34910583496094,2,240,469,2
314,0.0,0.23,-85.53328704833984,2,241,741,2
315,0.23,0.3,-90.72017669677734,3,242,741,2
316,0.3,0.377,-78.1513900756836,2,243,741,2
317,0.0,0.1,-82.30448150634766,2,244,646,2
318,0.1,0.95,-66.98617553710938,3,245,646,2
319,0.95,2.73,-76.33966827392578,2,246,646,2
320,2.73,2.75,-79.05182647705078,8,247,646,2
321,2.75,2.76,-80.73413848876953,48,247,646,2
322,2.76,2.9659375,-67.3046875,24,247,646,2
323,0.0,0.92,-78.8219985961914,2,248,482,2
324,0.92,0.93,-86.8033447265625,52,249,482,2
325,0.93,0.94,-84.0431137084961,45,249,482,2
326,0.94,1.04,-89.07487487792969,33,249,482,2
327,1.04,1.23,-73.37035369873047,2,250,482,2
328,0.0,0.08,-86.40072631835938,2,251,704,2
329,0.08,0.41,-71.3651123046875,3,252,704,2
330,0.41,0.5059375,-74.66271209716797,2,253,704,2
331,0.0,0.18,-89.40228271484375,3,254,806,2
332,0.18,0.5349375,-84.55368041992188,2,255,806,2
333,0.0,0.58,-78.94541931152344,2,256,810,2
334,0.58,0.72,-90.3809814453125,3,257,810,2
335,0.72,1.0379375,-82.48876953125,2,258,810,2
336,0.0,0.72,-79.22100067138672,2,259,51,2
337,0.72,0.87,-91.98814392089844,3,260,51,2
338,0.87,1.65,-75.05789947509766,2,261,51,2
339,1.65,1.66,-96.9462890625,57,262,51,2
340,1.66,1.81,-94.50961303710938,41,262,51,2
341,1.81,1.84,-106.07112884521484,60,262,51,2
342,1.84,1.86,-91.34912109375,20,262,51,2
343,1.86,1.87,-92.22632598876953,29,262,51,2
344,1.87,1.88,-95.38903045654297,47,262,51,2
345,1.88,1.91,-83.70055389404297,10,262,51,2
346,1.91,1.92,-78.83610534667969,48,262,51,2
347,1.92,1.95,-84.6115951538086,60,262,51,2
348,1.95,2.5009375,-93.01564025878906,2,263,51,2
349,0.0,0.13,-79.70476531982422,2,264,801,2
350,0.13,0.375,-75.74577331542969,3,265,801,2
351,0.0,0.28,-81.18062591552734,2,266,876,2
352,0.28,0.62,-73.09967041015625,3,267,876,2
353,0.62,0.7549375,-67.02011108398438,2,268,876,2
354,0.0,0.08,-95.228271484375,45,269,689,2
355,0.08,0.1,-95.79702758789062,5,269,689,2
356,0.1,0.11,-93.98828125,47,269,689,2
357,0.11,0.79,-85.19293212890625,2,270,689,2
358,0.79,0.87,-89.22943115234375,3,271,689,2
359,0.87,1.2,-87.94774627685547,2,272,689,2
360,1.2,1.57,-79.2099609375,3,273,689,2
361,1.57,2.5419375,-84.95792388916016,2,274,689,2
362,0.0,0.13,-85.85041809082031,2,275,1054,2
363,0.13,0.68,-51.65299606323242,3,276,1054,2
364,0.68,0.9259375,-73.7391128540039,2,277,1054,2
365,0.0,0.81,-87.02322387695312,2,278,747,2
366,0.81,0.83,-92.0219497680664,51,279,747,2
367,0.83,0.84,-78.71244812011719,45,279,747,2
368,0.84,0.9,-89.47750854492188,33,279,747,2
369,0.9,0.989,-84.70377349853516,2,280,747,2
370,0.0,1.12,-81.98503875732422,2,281,1073,2
371,1.12,1.15,-88.9533920288086,3,282,1073,2
372,1.15,3.4089375,-85.85076141357422,2,283,1073,2
373,0.0,0.21,-79.81930541992188,2,284,92,2
374,0.21,1.28,-59.4183349609375,3,285,92,2
375,1.28,1.6619375,-75.8047103881836,2,286,92,2
376,0.0,0.31,-79.94900512695312,2,287,796,2
377,0.31,0.34,-91.71370697021484,3,288,796,2
378,0.34,0.35,-93.10505676269531,58,289,796,2
379,0.35,0.37,-84.95365905761719,8,289,796,2
380,0.37,0.38,-87.89628601074219,46,289,796,2
381,0.38,0.39,-94.32400512695312,29,289,796,2
382,0.39,0.4,-93.46339416503906,41,289,796,2
383,0.4,1.0399375,-86.46720886230469,2,290,796,2
384,0.0,0.23,-74.81048583984375,2,291,979,2
385,0.23,0.62,-68.91193389892578,3,292,979,2
386,0.62,0.95,-77.6561508178711,3,293,979,2
387,0.95,2.67,-77.55517578125,2,294,979,2
388,2.67,3.54,-71.62297821044922,3,295,979,2
389,3.54,3.8369375,-80.24520111083984,2,296,979,2
390,0.0,0.59,-89.6943588256836,2,297,108,2
391,0.59,0.6,-94.2115707397461,57,298,108,2
392,0.6,0.65,-109.6083755493164,39,298,108,2
393,0.65,0.66,-104.34718322753906,46,298,108,2
394,0.66,0.84,-87.6156005859375,41,298,108,2
395,0.84,0.96,-96.85404205322266,3,299,108,2
396,0.96,1.458,-82.38656616210938,2,300,108,2
397,0.0,0.53,-76.09124755859375,2,301,835,2
398,0.53,0.56,-96.69927978515625,3,302,835,2
399,0.56,0.57,-93.76063537597656,45,303,835,2
400,0.57,0.8,-96.4941177368164,33,303,835,2
401,0.8,1.75,-71.91725158691406,48,303,835,2
402,1.75,1.76,-95.84235382080078,38,303,835,2
403,1.76,1.77,-94.59970092773438,49,303,835,2
404,1.77,1.908,-84.78824615478516,2,304,835,2
405,0.0,0.1,-90.46231079101562,2,305,992,2
406,0.1,0.51,-77.69477081298828,3,306,992,2
407,0.51,0.566,-70.15026092529297,2,307,992,2
408,0.0,0.58,-81.05247497558594,2,308,1111,2
409,0.58,0.61,-99.24364471435547,3,309,1111,2
410,0.61,1.23,-85.83637237548828,2,310,1111,2
411,1.23,1.32,-96.75371551513672,39,311,1111,2
412,1.32,1.33,-89.42018127441406,48,311,1111,2
413,1.33,1.4,-98.85494232177734,60,311,1111,2
414,1.4,1.41,-96.63013458251953,29,311,1111,2
415,1.41,1.51,-95.48975372314453,10,311,1111,2
416,1.51,1.52,-110.82127380371094,58,311,1111,2
417,1.52,1.55,-98.02972412109375,60,311,1111,2
418,1.55,1.56,-93.88499450683594,38,311,1111,2
419,1.56,1.57,-97.03670501708984,49,311,1111,2
420,1.57,1.9,-106.26982879638672,2,312,1111,2
421,1.9,2.01,-97.0765609741211,3,313,1111,2
422,2.01,2.54,-80.84367370605469,3,314,1111,2
423,2.54,2.7659375,-84.78790283203125,2,315,1111,2
424,0.0,0.76,-89.71009826660156,2,316,944,2
425,0.76,0.83,-95.95545196533203,3,317,944,2
426,0.83,0.875,-92.7577133178711,3,318,944,2
427,0.0,0.11,-90.98361206054688,2,319,11,2
428,0.11,0.21,-90.47273254394531,3,320,11,2
429,0.21,0.27,-73.84209442138672,2,321,11,2
430,0.27,0.29,-90.91583251953125,51,322,11,2
431,0.29,0.41,-98.42855834960938,45,322,11,2
432,0.41,0.65,-101.60565185546875,33,322,11,2
433,0.65,0.8659375,-85.11898803710938,2,323,11,2
434,0.0,1.44,-79.30711364746094,2,324,1131,2
435,1.44,1.53,-93.02527618408203,3,325,1131,2
436,1.53,1.65,-106.30288696289062,2,326,1131,2
437,1.65,1.66,-89.13490295410156,37,327,1131,2
438,1.66,2.04,-39.88329315185547,69,327,1131,2
439,2.04,2.06,-100.92717742919922,20,327,1131,2
440,2.06,4.77,-87.59893798828125,2,328,1131,2
441,4.77,4.83,-95.80741119384766,3,329,1131,2
442,4.83,6.53,-92.85887908935547,2,330,1131,2
443,6.53,6.62,-81.6969223022461,3,331,1131,2
444,6.62,7.5359375,-83.70845031738281,2,332,1131,2
445,0.0,0.59,-95.0481185913086,2,333,1044,2
446,0.59,0.84,-76.32991027832031,3,334,1044,2
447,0.84,1.47,-98.76410675048828,2,335,1044,2
448,1.47,1.48,-87.03253173828125,70,336,1044,2
449,1.48,1.5,-80.1441650390625,8,336,1044,2
450,1.5,2.48,-91.63440704345703,2,337,1044,2
451,2.48,2.805,-87.965576171875,3,338,1044,2
452,0.0,0.4,-80.772705078125,2,339,115,2
453,0.4,0.51,-84.12924194335938,3,340,115,2
454,0.51,0.5889375,-70.96039581298828,2,341,115,2
455,0.0,0.1,-92.23947143554688,2,342,107,2
456,0.1,0.624,-75.42366027832031,3,343,107,2
457,0.0,0.48,-83.5080337524414,2,344,1167,2
458,0.48,0.64,-88.5195083618164,25,345,1167,2
459,0.64,0.66,-78.38770294189453,27,345,1167,2
460,0.66,0.67,-74.26265716552734,48,345,1167,2
461,0.67,0.9439375,-83.3028335571289,2,346,1167,2
462,0.0,0.38,-93.45460510253906,2,347,1322,2
463,0.38,0.41,-89.8502197265625,3,348,1322,2
464,0.41,0.774,-69.08639526367188,2,349,1322,2
465,0.0,0.19,-89.82852172851562,2,350,1194,2
466,0.19,0.36,-83.81263732910156,3,351,1194,2
467,0.36,0.442,-79.063720703125,2,352,1194,2
468,0.0,0.92,-93.16826629638672,2,353,117,2
469,0.92,0.96,-90.00978088378906,3,354,117,2
470,0.96,1.22,-93.45098114013672,2,355,117,2
471,1.22,1.62,-74.59595489501953,3,356,117,2
472,1.62,1.7579375,-86.359619140625,2,357,117,2
473,0.0,0.22,-83.39533996582031,2,358,1330,2
474,0.22,0.33,-88.7799072265625,3,359,1330,2
475,0.33,0.465,-80.93087005615234,2,360,1330,2
476,0.0,0.36,-94.12388610839844,2,361,1223,2
477,0.36,0.66,-76.06035614013672,3,362,1223,2
478,0.66,0.7539375,-74.693603515625,2,363,1223,2
479,0.0,0.43,-89.22307586669922,2,364,1175,2
480,0.43,0.92,-73.20960235595703,3,365,1175,2
481,0.92,1.094,-76.36249542236328,2,366,1175,2
482,0.0,2.22,-83.854248046875,2,367,15,2
483,2.22,2.25,-96.8253402709961,3,368,15,2
484,2.25,2.8,-78.03429412841797,2,369,15,2
485,2.8,3.39,-77.54308319091797,3,370,15,2
486,3.39,3.8049375,-70.24591064453125,2,371,15,2
487,0.0,0.36,-95.12621307373047,2,372,1177,2
488,0.36,0.3949375,-92.20780181884766,3,373,1177,2
489,0.0,0.14,-96.62054443359375,2,374,1239,2
490,0.14,0.44,-109.50167846679688,70,375,1239,2
491,0.44,0.46,-88.6673812866211,8,375,1239,2
492,0.46,0.63,-96.85675048828125,2,376,1239,2
493,0.63,0.76,-102.40446472167969,3,377,1239,2
494,0.76,1.61,-101.06904602050781,2,378,1239,2
495,1.61,1.862,-96.36044311523438,3,379,1239,2
496,0.0,0.69,-86.3150863647461,2,380,1196,2
497,0.69,0.94,-68.38861083984375,58,381,1196,2
498,0.94,0.96,-90.53466796875,51,381,1196,2
499,0.96,1.458,-78.60417175292969,2,382,1196,2
500,0.0,0.62,-82.35710906982422,2,383,321,2
501,0.62,0.7,-88.90235900878906,3,384,321,2
502,0.7,1.073,-71.66730499267578,2,385,321,2
503,0.0,0.03,-108.2846908569336,3,386,1253,2
504,0.03,0.28,-93.5990219116211,2,387,1253,2
505,0.28,0.29,-87.53241729736328,70,388,1253,2
