utt_id,interaction_id,speaker,speaker_age_mode,prev_speaker,interlocutor_age_bucket,age_match,gender,age_bucket,condition
test_113_3,test_113,MONISHA,Younger,MAYA,Older,different,female,Younger,monolingual_HI
test_113_4,test_113,MAYA,Older,MONISHA,Younger,different,female,Older,code_switched
test_114_0,test_114,SAHIL,Younger,,,different,male,Younger,code_switched
test_114_1,test_114,MONISHA,Younger,SAHIL,Younger,same,female,Younger,code_switched
test_115_0,test_115,MAYA,Older,,,different,female,Older,code_switched
test_115_1,test_115,SAHIL,Younger,MAYA,Older,different,male,Younger,code_switched
test_115_2,test_115,INDRAVARDHAN,Older,SAHIL,Younger,different,male,Older,code_switched
test_116_0,test_116,MAYA,Older,,,different,female,Older,monolingual_HI
test_116_1,test_116,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,code_switched
test_116_2,test_116,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
test_118_0,test_118,MAYA,Older,,,different,female,Older,code_switched
test_118_1,test_118,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,monolingual_HI
test_118_2,test_118,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
test_119_0,test_119,MONISHA,Younger,,,different,female,Younger,code_switched
test_119_1,test_119,ROSESH,Younger,MONISHA,Younger,same,male,Younger,monolingual_HI
test_119_2,test_119,MONISHA,Younger,ROSESH,Younger,same,female,Younger,code_switched
test_12_0,test_12,INDRAVARDHAN,Older,,,different,male,Older,code_switched
test_12_1,test_12,SAHIL,Younger,INDRAVARDHAN,Older,different,male,Younger,monolingual_EN
test_12_2,test_12,ROSESH,Younger,SAHIL,Younger,same,male,Younger,code_switched
test_12_3,test_12,INDRAVARDHAN,Older,ROSESH,Younger,different,male,Older,monolingual_HI
test_12_4,test_12,ROSESH,Younger,INDRAVARDHAN,Older,different,male,Younger,monolingual_HI
test_12_5,test_12,INDRAVARDHAN,Older,ROSESH,Younger,different,male,Older,code_switched
test_121_0,test_121,MAYA,Older,,,different,female,Older,code_switched
test_121_1,test_121,MONISHA,Younger,MAYA,Older,different,female,Younger,code_switched
test_121_2,test_121,ROSESH,Younger,MONISHA,Younger,same,male,Younger,code_switched
test_121_3,test_121,MONISHA,Younger,ROSESH,Younger,same,female,Younger,monolingual_HI
test_121_5,test_121,SAHIL,Younger,MONISHA,Younger,same,male,Younger,code_switched
test_122_2,test_122,MONISHA,Younger,,,different,female,Younger,monolingual_HI
test_122_3,test_122,MAYA,Older,MONISHA,Younger,different,female,Older,code_switched
test_123_0,test_123,MAYA,Older,,,different,female,Older,code_switched
test_124_0,test_124,SAHIL,Younger,,,different,male,Younger,code_switched
test_124_1,test_124,MONISHA,Younger,SAHIL,Younger,same,female,Younger,code_switched
test_124_2,test_124,SAHIL,Younger,MONISHA,Younger,same,male,Younger,code_switched
test_127_0,test_127,SAHIL,Younger,,,different,male,Younger,code_switched
test_127_1,test_127,MAYA,Older,SAHIL,Younger,different,female,Older,monolingual_EN
test_127_2,test_127,ROSESH,Younger,MAYA,Older,different,male,Younger,monolingual_EN
test_127_3,test_127,MAYA,Older,ROSESH,Younger,different,female,Older,monolingual_HI
test_127_4,test_127,ROSESH,Younger,MAYA,Older,different,male,Younger,code_switched
test_127_5,test_127,MAYA,Older,ROSESH,Younger,different,female,Older,monolingual_EN
test_13_0,test_13,SAHIL,Younger,,,different,male,Younger,code_switched
test_13_2,test_13,SAHIL,Younger,SAHIL,Younger,same,male,Younger,monolingual_EN
test_13_3,test_13,MAYA,Older,SAHIL,Younger,different,female,Older,monolingual_HI
test_13_4,test_13,SAHIL,Younger,MAYA,Older,different,male,Younger,code_switched
test_130_0,test_130,SHARMAN,Younger,,,different,male,Younger,code_switched
test_130_1,test_130,INDRAVARDHAN,Older,SHARMAN,Younger,different,male,Older,code_switched
test_130_2,test_130,SHARMAN,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
test_130_3,test_130,INDRAVARDHAN,Older,SHARMAN,Younger,different,male,Older,code_switched
test_132_0,test_132,INDRAVARDHAN,Older,,,different,male,Older,code_switched
test_132_1,test_132,SAHIL,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
test_133_3,test_133,MAYA,Older,,,different,female,Older,code_switched
test_134_0,test_134,SAHIL,Younger,,,different,male,Younger,code_switched
test_134_1,test_134,ROSESH,Younger,SAHIL,Younger,same,male,Younger,code_switched
test_134_2,test_134,MAYA,Older,ROSESH,Younger,different,female,Older,code_switched
test_135_0,test_135,MONISHA,Younger,,,different,female,Younger,monolingual_HI
test_135_1,test_135,MAYA,Older,MONISHA,Younger,different,female,Older,code_switched
test_136_1,test_136,MAYA,Older,,,different,female,Older,code_switched
test_136_2,test_136,MAYA,Older,MAYA,Older,same,female,Older,monolingual_EN
test_136_3,test_136,ROSESH,Younger,MAYA,Older,different,male,Younger,monolingual_EN
test_136_4,test_136,DUSHYANT,Younger,ROSESH,Younger,same,male,Younger,code_switched
test_136_5,test_136,MAYA,Older,DUSHYANT,Younger,different,female,Older,code_switched
test_137_3,test_137,ROSESH,Younger,,,different,male,Younger,code_switched
test_137_4,test_137,SAHIL,Younger,ROSESH,Younger,same,male,Younger,code_switched
test_138_0,test_138,SAHIL,Younger,,,different,male,Younger,code_switched
test_138_1,test_138,ROSESH,Younger,SAHIL,Younger,same,male,Younger,code_switched
test_138_2,test_138,INDRAVARDHAN,Older,ROSESH,Younger,different,male,Older,code_switched
test_139_2,test_139,MAYA,Older,,,different,female,Older,code_switched
test_14_0,test_14,INDRAVARDHAN,Older,,,different,male,Older,code_switched
test_14_1,test_14,DUSHYANT,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
test_14_2,test_14,INDRAVARDHAN,Older,DUSHYANT,Younger,different,male,Older,code_switched
test_14_3,test_14,DUSHYANT,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
test_14_4,test_14,INDRAVARDHAN,Older,DUSHYANT,Younger,different,male,Older,code_switched
test_140_7,test_140,SAHIL,Younger,,,different,male,Younger,monolingual_HI
test_141_0,test_141,SAHIL,Younger,,,different,male,Younger,code_switched
test_141_1,test_141,MONISHA,Younger,SAHIL,Younger,same,female,Younger,code_switched
test_141_2,test_141,MAYA,Older,MONISHA,Younger,different,female,Older,code_switched
test_142_0,test_142,ILA,Older,,,different,female,Older,code_switched
test_143_1,test_143,AMAR TWANSHU,Younger,,,different,male,Younger,monolingual_HI
test_143_2,test_143,INDRAVARDHAN,Older,AMAR TWANSHU,Younger,different,male,Older,monolingual_HI
test_146_0,test_146,MONISHA,Younger,,,different,female,Younger,code_switched
test_146_1,test_146,ROSESH,Younger,MONISHA,Younger,same,male,Younger,monolingual_EN
test_146_2,test_146,MAYA,Older,ROSESH,Younger,different,female,Older,code_switched
test_148_2,test_148,ROSESH,Younger,,,different,male,Younger,monolingual_HI
test_148_3,test_148,SAHIL,Younger,ROSESH,Younger,same,male,Younger,code_switched
test_149_0,test_149,INDRAVARDHAN,Older,,,different,male,Older,code_switched
test_149_1,test_149,ROSESH,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
test_149_2,test_149,INDRAVARDHAN,Older,ROSESH,Younger,different,male,Older,code_switched
test_15_0,test_15,MAYA,Older,,,different,female,Older,code_switched
test_15_1,test_15,SAHIL,Younger,MAYA,Older,different,male,Younger,code_switched
test_15_2,test_15,MAYA,Older,SAHIL,Younger,different,female,Older,code_switched
test_15_3,test_15,MAYA,Older,MAYA,Older,same,female,Older,code_switched
test_150_2,test_150,SAHIL,Younger,,,different,male,Younger,code_switched
test_150_3,test_150,MONISHA,Younger,SAHIL,Younger,same,female,Younger,code_switched
test_150_5,test_150,INDRAVARDHAN,Older,MONISHA,Younger,different,male,Older,code_switched
test_152_4,test_152,AMAR TWANSHU,Younger,,,different,male,Younger,monolingual_EN
test_152_5,test_152,INDRAVARDHAN,Older,AMAR TWANSHU,Younger,different,male,Older,code_switched
test_153_0,test_153,INDRAVARDHAN,Older,,,different,male,Older,code_switched
test_153_1,test_153,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
test_153_2,test_153,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,code_switched
test_153_3,test_153,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
test_154_2,test_154,SARUPA,Older,,,different,female,Older,code_switched
test_154_3,test_154,SARUPA,Older,SARUPA,Older,same,female,Older,code_switched
test_154_4,test_154,MAYA AND INDRAVARDHAN,Older,SARUPA,Older,same,unknown,Older,monolingual_EN
test_155_0,test_155,MONISHA,Younger,,,different,female,Younger,code_switched
test_155_1,test_155,MAYA,Older,MONISHA,Younger,different,female,Older,code_switched
test_156_0,test_156,MONISHA,Younger,,,different,female,Younger,code_switched
test_156_1,test_156,SAHIL,Younger,MONISHA,Younger,same,male,Younger,code_switched
test_156_2,test_156,MONISHA,Younger,SAHIL,Younger,same,female,Younger,code_switched
test_156_3,test_156,SAHIL,Younger,MONISHA,Younger,same,male,Younger,code_switched
test_156_4,test_156,MONISHA,Younger,SAHIL,Younger,same,female,Younger,code_switched
test_156_5,test_156,SAHIL,Younger,MONISHA,Younger,same,male,Younger,monolingual_HI
test_156_6,test_156,MONISHA,Younger,SAHIL,Younger,same,female,Younger,monolingual_HI
test_156_7,test_156,SAHIL,Younger,MONISHA,Younger,same,male,Younger,monolingual_HI
test_156_8,test_156,MONISHA,Younger,SAHIL,Younger,same,female,Younger,code_switched
test_156_9,test_156,SAHIL,Younger,MONISHA,Younger,same,male,Younger,code_switched
test_158_0,test_158,INDRAVARDHAN,Older,,,different,male,Older,code_switched
test_158_1,test_158,SAHIL,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
test_158_2,test_158,INDRAVARDHAN,Older,SAHIL,Younger,different,male,Older,code_switched
test_158_3,test_158,SAHIL,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
test_158_4,test_158,INDRAVARDHAN,Older,SAHIL,Younger,different,male,Older,code_switched
test_159_0,test_159,RADHABAI,Older,,,different,female,Older,code_switched
test_159_1,test_159,RADHABAI,Older,RADHABAI,Older,same,female,Older,monolingual_HI
test_159_2,test_159,MAYA,Older,RADHABAI,Older,same,female,Older,code_switched
test_16_0,test_16,SAHIL,Younger,,,different,male,Younger,monolingual_EN
test_16_1,test_16,MAYA,Older,SAHIL,Younger,different,female,Older,code_switched
test_16_2,test_16,SAHIL,Younger,MAYA,Older,different,male,Younger,monolingual_EN
test_16_3,test_16,MAYA,Older,SAHIL,Younger,different,female,Older,code_switched
test_16_5,test_16,MAYA,Older,MAYA,Older,same,female,Older,code_switched
test_160_9,test_160,SIMPLE,Older,,,different,female,Older,code_switched
test_162_0,test_162,INDRAVARDHAN,Older,,,different,male,Older,monolingual_EN
test_162_2,test_162,INDRAVARDHAN,Older,INDRAVARDHAN,Older,same,male,Older,monolingual_HI
test_162_3,test_162,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,monolingual_HI
test_162_4,test_162,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,code_switched
test_162_5,test_162,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
test_162_6,test_162,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,code_switched
test_163_0,test_163,SAHIL,Younger,,,different,male,Younger,code_switched
test_163_2,test_163,INDRAVARDHAN,Older,SAHIL,Younger,different,male,Older,code_switched
test_165_0,test_165,MAYA,Older,,,different,female,Older,code_switched
test_165_1,test_165,MAYA,Older,MAYA,Older,same,female,Older,code_switched
test_165_2,test_165,MAYA,Older,MAYA,Older,same,female,Older,code_switched
test_166_0,test_166,MAYA,Older,,,different,female,Older,code_switched
test_166_1,test_166,SAHIL,Younger,MAYA,Older,different,male,Younger,monolingual_HI
test_166_2,test_166,MONISHA,Younger,SAHIL,Younger,same,female,Younger,monolingual_EN
test_166_3,test_166,SAHIL,Younger,MONISHA,Younger,same,male,Younger,monolingual_EN
test_166_4,test_166,MAYA,Older,SAHIL,Younger,different,female,Older,code_switched
test_168_5,test_168,INDRAVARDHAN,Older,,,different,male,Older,code_switched
test_169_0,test_169,MONISHA,Younger,,,different,female,Younger,code_switched
test_169_1,test_169,MONISHA,Younger,MONISHA,Younger,same,female,Younger,code_switched
test_169_2,test_169,MAYA,Older,MONISHA,Younger,different,female,Older,code_switched
test_17_0,test_17,ROSESH,Younger,,,different,male,Younger,code_switched
test_17_1,test_17,INDRAVARDHAN,Older,ROSESH,Younger,different,male,Older,monolingual_HI
test_170_0,test_170,KRISH,Younger,,,different,male,Younger,code_switched
test_170_1,test_170,EVERYONE,unknown,KRISH,Younger,unknown,unknown,unknown,monolingual_HI
test_170_2,test_170,SAHIL,Younger,EVERYONE,unknown,unknown,male,Younger,code_switched
test_171_0,test_171,ROSESH,Younger,,,different,male,Younger,code_switched
test_171_1,test_171,INDRAVARDHAN,Older,ROSESH,Younger,different,male,Older,monolingual_HI
test_172_0,test_172,ILA,Older,,,different,female,Older,code_switched
test_172_1,test_172,ILA,Older,ILA,Older,same,female,Older,code_switched
test_172_2,test_172,MAYA,Older,ILA,Older,same,female,Older,code_switched
test_172_3,test_172,MAYA,Older,MAYA,Older,same,female,Older,monolingual_HI
test_172_4,test_172,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,code_switched
test_172_5,test_172,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,monolingual_HI
test_173_0,test_173,MAYA,Older,,,different,female,Older,code_switched
test_173_1,test_173,MAYA,Older,MAYA,Older,same,female,Older,code_switched
test_173_2,test_173,MAYA,Older,MAYA,Older,same,female,Older,code_switched
test_173_3,test_173,SARITA,Older,MAYA,Older,same,female,Older,monolingual_EN
test_173_4,test_173,MAYA,Older,SARITA,Older,same,female,Older,code_switched
test_173_5,test_173,MAYA,Older,MAYA,Older,same,female,Older,code_switched
test_174_0,test_174,ROSESH,Younger,,,different,male,Younger,code_switched
test_174_1,test_174,MAYA,Older,ROSESH,Younger,different,female,Older,monolingual_HI
test_175_0,test_175,MAYA,Older,,,different,female,Older,code_switched
test_175_1,test_175,TANVIR,Younger,MAYA,Older,different,male,Younger,code_switched
test_176_3,test_176,BALDEV,Older,,,different,male,Older,code_switched
test_177_0,test_177,MAYA,Older,,,different,female,Older,code_switched
test_177_1,test_177,JAISHANKAR,Older,MAYA,Older,same,male,Older,monolingual_HI
test_179_0,test_179,SAHIL,Younger,,,different,male,Younger,code_switched
test_18_0,test_18,MAYA,Older,,,different,female,Older,code_switched
test_18_1,test_18,MAHESH,Older,MAYA,Older,same,male,Older,monolingual_HI
test_18_2,test_18,SAHIL,Younger,MAHESH,Older,different,male,Younger,code_switched
test_181_0,test_181,SAHIL,Younger,,,different,male,Younger,code_switched
test_181_1,test_181,INDRAVARDHAN,Older,SAHIL,Younger,different,male,Older,code_switched
test_182_0,test_182,DUSHYANT,Younger,,,different,male,Younger,code_switched
test_182_1,test_182,ROSESH,Younger,DUSHYANT,Younger,same,male,Younger,monolingual_EN
test_182_2,test_182,INDRAVARDHAN,Older,ROSESH,Younger,different,male,Older,code_switched
test_182_3,test_182,INDRAVARDHAN,Older,INDRAVARDHAN,Older,same,male,Older,code_switched
test_183_0,test_183,MAYA,Older,,,different,female,Older,code_switched
test_183_6,test_183,ROSESH,Younger,MAYA,Older,different,male,Younger,monolingual_EN
test_184_2,test_184,MAYA,Older,,,different,female,Older,monolingual_HI
test_185_0,test_185,INDRAVARDHAN,Older,,,different,male,Older,monolingual_EN
test_185_1,test_185,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
test_185_2,test_185,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,monolingual_HI
test_185_3,test_185,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
test_185_4,test_185,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,monolingual_HI
test_185_5,test_185,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,monolingual_HI
test_185_6,test_185,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,monolingual_HI
test_185_7,test_185,INDRAVARDHAN,Older,INDRAVARDHAN,Older,same,male,Older,monolingual_HI
test_185_8,test_185,INDRAVARDHAN,Older,INDRAVARDHAN,Older,same,male,Older,code_switched
test_185_9,test_185,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
test_185_10,test_185,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,code_switched
test_185_11,test_185,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
test_185_12,test_185,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,monolingual_HI
test_185_13,test_185,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
test_186_3,test_186,SONIYA,Younger,,,different,female,Younger,code_switched
test_186_4,test_186,MAYA,Older,SONIYA,Younger,different,female,Older,code_switched
test_187_0,test_187,MADHUSUDAN,Older,,,different,male,Older,code_switched
test_187_1,test_187,INDRAVARDHAN,Older,MADHUSUDAN,Older,same,male,Older,monolingual_HI
test_187_2,test_187,ILA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
test_187_3,test_187,INDRAVARDHAN,Older,ILA,Older,same,male,Older,code_switched
test_187_4,test_187,SAHIL,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
test_189_4,test_189,SAHIL,Younger,,,different,male,Younger,monolingual_HI
test_19_0,test_19,MAYA,Older,,,different,female,Older,code_switched
test_19_2,test_19,MAYA,Older,MAYA,Older,same,female,Older,code_switched
test_191_0,test_191,GURPREET,unknown,,,unknown,unknown,unknown,code_switched
test_191_1,test_191,SAHIL,Younger,GURPREET,unknown,unknown,male,Younger,code_switched
test_191_2,test_191,GURPREET,unknown,SAHIL,Younger,unknown,unknown,unknown,code_switched
test_191_3,test_191,SAHIL,Younger,GURPREET,unknown,unknown,male,Younger,code_switched
test_194_0,test_194,BALDEV,Older,,,different,male,Older,code_switched
test_194_1,test_194,INDRAVARDHAN,Older,BALDEV,Older,same,male,Older,monolingual_HI
test_195_0,test_195,MAYA,Older,,,different,female,Older,monolingual_EN
test_195_1,test_195,ROSESH,Younger,MAYA,Older,different,male,Younger,code_switched
test_195_2,test_195,MAYA,Older,ROSESH,Younger,different,female,Older,code_switched
test_196_0,test_196,MONISHA,Younger,,,different,female,Younger,code_switched
test_196_1,test_196,SAHIL,Younger,MONISHA,Younger,same,male,Younger,code_switched
test_196_2,test_196,MONISHA,Younger,SAHIL,Younger,same,female,Younger,code_switched
test_197_0,test_197,MAYA,Older,,,different,female,Older,code_switched
test_197_1,test_197,MONISHA,Younger,MAYA,Older,different,female,Younger,code_switched
test_197_2,test_197,MAYA,Older,MONISHA,Younger,different,female,Older,code_switched
test_198_0,test_198,MADHUSUDAN,Older,,,different,male,Older,code_switched
test_198_4,test_198,MAYA,Older,MADHUSUDAN,Older,same,female,Older,code_switched
test_199_4,test_199,KISMI,Younger,,,different,female,Younger,code_switched
test_199_5,test_199,SAHIL,Younger,KISMI,Younger,same,male,Younger,code_switched
test_20_0,test_20,SAHIL,Younger,,,different,male,Younger,code_switched
test_20_1,test_20,INDRAVARDHAN,Older,SAHIL,Younger,different,male,Older,code_switched
test_20_2,test_20,ROSESH,Younger,INDRAVARDHAN,Older,different,male,Younger,monolingual_HI
test_20_3,test_20,INDRAVARDHAN,Older,ROSESH,Younger,different,male,Older,code_switched
test_20_4,test_20,SAHIL,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
test_20_5,test_20,DUSHYANT,Younger,SAHIL,Younger,same,male,Younger,code_switched
test_20_6,test_20,INDRAVARDHAN,Older,DUSHYANT,Younger,different,male,Older,monolingual_EN
test_20_7,test_20,SAHIL,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
test_20_8,test_20,INDRAVARDHAN,Older,SAHIL,Younger,different,male,Older,code_switched
test_20_9,test_20,ROSESH,Younger,INDRAVARDHAN,Older,different,male,Younger,monolingual_HI
test_20_10,test_20,SAHIL,Younger,ROSESH,Younger,same,male,Younger,code_switched
test_20_11,test_20,ROSESH,Younger,SAHIL,Younger,same,male,Younger,monolingual_HI
test_20_12,test_20,DUSHYANT,Younger,ROSESH,Younger,same,male,Younger,code_switched
test_20_13,test_20,SAHIL,Younger,DUSHYANT,Younger,same,male,Younger,code_switched
test_200_1,test_200,MONISHA,Younger,,,different,female,Younger,code_switched
test_200_2,test_200,MAYA,Older,MONISHA,Younger,different,female,Older,code_switched
test_201_0,test_201,DHARAM PAAL SINGH,Older,,,different,male,Older,code_switched
test_201_1,test_201,INDRAVARDHAN,Older,DHARAM PAAL SINGH,Older,same,male,Older,code_switched
test_201_2,test_201,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
test_202_0,test_202,SAHIL,Younger,,,different,male,Younger,code_switched
test_203_0,test_203,ROSESH,Younger,,,different,male,Younger,code_switched
test_203_1,test_203,SAHIL,Younger,ROSESH,Younger,same,male,Younger,code_switched
test_205_0,test_205,INDRAVARDHAN,Older,,,different,male,Older,code_switched
test_205_1,test_205,DUSHYANT,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
test_205_2,test_205,DUSHYANT,Younger,DUSHYANT,Younger,same,male,Younger,code_switched
test_205_3,test_205,INDRAVARDHAN,Older,DUSHYANT,Younger,different,male,Older,code_switched
test_207_2,test_207,MAYA,Older,,,different,female,Older,code_switched
test_207_3,test_207,RAJ GOPAL SHARMA,Older,MAYA,Older,same,male,Older,code_switched
test_209_0,test_209,MONISHA,Younger,,,different,female,Younger,code_switched
test_209_1,test_209,SAHIL,Younger,MONISHA,Younger,same,male,Younger,monolingual_EN
test_209_2,test_209,SAHIL,Younger,SAHIL,Younger,same,male,Younger,code_switched
test_209_3,test_209,MONISHA,Younger,SAHIL,Younger,same,female,Younger,code_switched
test_209_4,test_209,SAHIL,Younger,MONISHA,Younger,same,male,Younger,code_switched
test_21_0,test_21,ROSESH,Younger,,,different,male,Younger,code_switched
test_21_1,test_21,SAHIL,Younger,ROSESH,Younger,same,male,Younger,code_switched
test_210_0,test_210,INDRAVARDHAN,Older,,,different,male,Older,code_switched
test_210_1,test_210,VITTHAL,Older,INDRAVARDHAN,Older,same,male,Older,code_switched
test_212_0,test_212,INDRAVARDHAN,Older,,,different,male,Older,code_switched
test_212_1,test_212,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
test_213_8,test_213,MAYA,Older,,,different,female,Older,code_switched
test_213_9,test_213,SAHIL,Younger,MAYA,Older,different,male,Younger,code_switched
test_213_10,test_213,MONISHA,Younger,SAHIL,Younger,same,female,Younger,code_switched
test_215_0,test_215,INDRAVARDHAN,Older,,,different,male,Older,code_switched
test_215_2,test_215,INDRAVARDHAN,Older,INDRAVARDHAN,Older,same,male,Older,monolingual_HI
test_215_3,test_215,SAHIL,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
test_215_4,test_215,INDRAVARDHAN,Older,SAHIL,Younger,different,male,Older,code_switched
test_216_0,test_216,SAHIL,Younger,,,different,male,Younger,code_switched
test_216_1,test_216,MAYA,Older,SAHIL,Younger,different,female,Older,code_switched
test_216_2,test_216,SAHIL,Younger,MAYA,Older,different,male,Younger,code_switched
test_216_3,test_216,MAYA,Older,SAHIL,Younger,different,female,Older,monolingual_HI
test_218_0,test_218,ROSESH,Younger,,,different,male,Younger,monolingual_HI
test_218_1,test_218,ROSESH,Younger,ROSESH,Younger,same,male,Younger,code_switched
test_218_2,test_218,SAHIL,Younger,ROSESH,Younger,same,male,Younger,code_switched
test_219_2,test_219,SHARMAN,Younger,,,different,male,Younger,code_switched
test_219_3,test_219,INDRAVARDHAN,Older,SHARMAN,Younger,different,male,Older,monolingual_EN
test_219_4,test_219,SHARMAN,Younger,INDRAVARDHAN,Older,different,male,Younger,monolingual_EN
test_219_5,test_219,INDRAVARDHAN,Older,SHARMAN,Younger,different,male,Older,code_switched
test_22_3,test_22,SAHIL,Younger,,,different,male,Younger,code_switched
test_22_6,test_22,SAHIL,Younger,SAHIL,Younger,same,male,Younger,code_switched
test_220_0,test_220,MONISHA,Younger,,,different,female,Younger,monolingual_HI
test_220_1,test_220,SARUPA,Older,MONISHA,Younger,different,female,Older,monolingual_EN
test_220_2,test_220,MAYA,Older,SARUPA,Older,same,female,Older,code_switched
test_222_0,test_222,MAYA,Older,,,different,female,Older,code_switched
test_222_2,test_222,MAYA,Older,MAYA,Older,same,female,Older,code_switched
test_222_3,test_222,ROSESH,Younger,MAYA,Older,different,male,Younger,code_switched
