utt_id,interaction_id,speaker,speaker_age_mode,prev_speaker,interlocutor_age_bucket,age_match,gender,age_bucket,condition
test_119_2,test_119,MONISHA,Younger,ROSESH,Younger,same,female,Younger,code_switched
test_122_2,test_122,MONISHA,Younger,,,different,female,Younger,monolingual_HI
test_122_3,test_122,MAYA,Older,MONISHA,Younger,different,female,Older,code_switched
test_124_0,test_124,SAHIL,Younger,,,different,male,Younger,code_switched
test_124_1,test_124,MONISHA,Younger,SAHIL,Younger,same,female,Younger,code_switched
test_124_2,test_124,SAHIL,Younger,MONISHA,Younger,same,male,Younger,code_switched
test_13_0,test_13,SAHIL,Younger,,,different,male,Younger,code_switched
test_13_2,test_13,SAHIL,Younger,SAHIL,Younger,same,male,Younger,monolingual_EN
test_13_3,test_13,MAYA,Older,SAHIL,Younger,different,female,Older,monolingual_HI
test_13_4,test_13,SAHIL,Younger,MAYA,Older,different,male,Younger,code_switched
test_130_0,test_130,SHARMAN,Younger,,,different,male,Younger,code_switched
test_130_1,test_130,INDRAVARDHAN,Older,SHARMAN,Younger,different,male,Older,code_switched
test_130_2,test_130,SHARMAN,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
test_130_3,test_130,INDRAVARDHAN,Older,SHARMAN,Younger,different,male,Older,code_switched
test_132_0,test_132,INDRAVARDHAN,Older,,,different,male,Older,code_switched
test_132_1,test_132,SAHIL,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
test_135_0,test_135,MONISHA,Younger,,,different,female,Younger,monolingual_HI
test_135_1,test_135,MAYA,Older,MONISHA,Younger,different,female,Older,code_switched
test_137_3,test_137,ROSESH,Younger,,,different,male,Younger,code_switched
test_137_4,test_137,SAHIL,Younger,ROSESH,Younger,same,male,Younger,code_switched
test_14_0,test_14,INDRAVARDHAN,Older,,,different,male,Older,code_switched
test_14_1,test_14,DUSHYANT,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
test_14_2,test_14,INDRAVARDHAN,Older,DUSHYANT,Younger,different,male,Older,code_switched
test_14_3,test_14,DUSHYANT,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
test_14_4,test_14,INDRAVARDHAN,Older,DUSHYANT,Younger,different,male,Older,code_switched
test_143_1,test_143,AMAR TWANSHU,Younger,,,different,male,Younger,monolingual_HI
test_143_2,test_143,INDRAVARDHAN,Older,AMAR TWANSHU,Younger,different,male,Older,monolingual_HI
test_148_2,test_148,ROSESH,Younger,,,different,male,Younger,monolingual_HI
test_148_3,test_148,SAHIL,Younger,ROSESH,Younger,same,male,Younger,code_switched
test_149_0,test_149,INDRAVARDHAN,Older,,,different,male,Older,code_switched
test_149_1,test_149,ROSESH,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
test_149_2,test_149,INDRAVARDHAN,Older,ROSESH,Younger,different,male,Older,code_switched
test_15_0,test_15,MAYA,Older,,,different,female,Older,code_switched
test_15_1,test_15,SAHIL,Younger,MAYA,Older,different,male,Younger,code_switched
test_15_2,test_15,MAYA,Older,SAHIL,Younger,different,female,Older,code_switched
test_15_3,test_15,MAYA,Older,MAYA,Older,same,female,Older,code_switched
test_152_4,test_152,AMAR TWANSHU,Younger,,,different,male,Younger,monolingual_EN
test_152_5,test_152,INDRAVARDHAN,Older,AMAR TWANSHU,Younger,different,male,Older,code_switched
test_153_0,test_153,INDRAVARDHAN,Older,,,different,male,Older,code_switched
test_153_1,test_153,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
test_153_2,test_153,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,code_switched
test_153_3,test_153,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
test_155_0,test_155,MONISHA,Younger,,,different,female,Younger,code_switched
test_155_1,test_155,MAYA,Older,MONISHA,Younger,different,female,Older,code_switched
test_156_0,test_156,MONISHA,Younger,,,different,female,Younger,code_switched
test_156_1,test_156,SAHIL,Younger,MONISHA,Younger,same,male,Younger,code_switched
test_156_2,test_156,MONISHA,Younger,SAHIL,Younger,same,female,Younger,code_switched
test_156_3,test_156,SAHIL,Younger,MONISHA,Younger,same,male,Younger,code_switched
test_156_4,test_156,MONISHA,Younger,SAHIL,Younger,same,female,Younger,code_switched
test_156_5,test_156,SAHIL,Younger,MONISHA,Younger,same,male,Younger,monolingual_HI
test_156_6,test_156,MONISHA,Younger,SAHIL,Younger,same,female,Younger,monolingual_HI
test_156_7,test_156,SAHIL,Younger,MONISHA,Younger,same,male,Younger,monolingual_HI
test_156_8,test_156,MONISHA,Younger,SAHIL,Younger,same,female,Younger,code_switched
test_156_9,test_156,SAHIL,Younger,MONISHA,Younger,same,male,Younger,code_switched
test_158_0,test_158,INDRAVARDHAN,Older,,,different,male,Older,code_switched
test_158_1,test_158,SAHIL,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
test_158_2,test_158,INDRAVARDHAN,Older,SAHIL,Younger,different,male,Older,code_switched
test_158_3,test_158,SAHIL,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
test_158_4,test_158,INDRAVARDHAN,Older,SAHIL,Younger,different,male,Older,code_switched
test_159_0,test_159,RADHABAI,Older,,,different,female,Older,code_switched
test_159_1,test_159,RADHABAI,Older,RADHABAI,Older,same,female,Older,monolingual_HI
test_159_2,test_159,MAYA,Older,RADHABAI,Older,same,female,Older,code_switched
test_16_0,test_16,SAHIL,Younger,,,different,male,Younger,monolingual_EN
test_16_1,test_16,MAYA,Older,SAHIL,Younger,different,female,Older,code_switched
test_16_2,test_16,SAHIL,Younger,MAYA,Older,different,male,Younger,monolingual_EN
test_16_3,test_16,MAYA,Older,SAHIL,Younger,different,female,Older,code_switched
test_16_5,test_16,MAYA,Older,MAYA,Older,same,female,Older,code_switched
test_162_0,test_162,INDRAVARDHAN,Older,,,different,male,Older,monolingual_EN
test_162_2,test_162,INDRAVARDHAN,Older,INDRAVARDHAN,Older,same,male,Older,monolingual_HI
test_162_3,test_162,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,monolingual_HI
test_162_4,test_162,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,code_switched
test_162_5,test_162,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
test_162_6,test_162,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,code_switched
test_163_0,test_163,SAHIL,Younger,,,different,male,Younger,code_switched
test_163_2,test_163,INDRAVARDHAN,Older,SAHIL,Younger,different,male,Older,code_switched
test_169_0,test_169,MONISHA,Younger,,,different,female,Younger,code_switched
test_169_1,test_169,MONISHA,Younger,MONISHA,Younger,same,female,Younger,code_switched
test_169_2,test_169,MAYA,Older,MONISHA,Younger,different,female,Older,code_switched
test_17_0,test_17,ROSESH,Younger,,,different,male,Younger,code_switched
test_17_1,test_17,INDRAVARDHAN,Older,ROSESH,Younger,different,male,Older,monolingual_HI
test_170_0,test_170,KRISH,Younger,,,different,male,Younger,code_switched
test_170_2,test_170,SAHIL,Younger,KRISH,Younger,same,male,Younger,code_switched
test_171_0,test_171,ROSESH,Younger,,,different,male,Younger,code_switched
test_171_1,test_171,INDRAVARDHAN,Older,ROSESH,Younger,different,male,Older,monolingual_HI
test_173_0,test_173,MAYA,Older,,,different,female,Older,code_switched
test_173_1,test_173,MAYA,Older,MAYA,Older,same,female,Older,code_switched
test_173_2,test_173,MAYA,Older,MAYA,Older,same,female,Older,code_switched
test_173_3,test_173,SARITA,Older,MAYA,Older,same,female,Older,monolingual_EN
test_173_4,test_173,MAYA,Older,SARITA,Older,same,female,Older,code_switched
test_173_5,test_173,MAYA,Older,MAYA,Older,same,female,Older,code_switched
test_174_0,test_174,ROSESH,Younger,,,different,male,Younger,code_switched
test_174_1,test_174,MAYA,Older,ROSESH,Younger,different,female,Older,monolingual_HI
test_175_0,test_175,MAYA,Older,,,different,female,Older,code_switched
test_175_1,test_175,TANVIR,Younger,MAYA,Older,different,male,Younger,code_switched
test_177_0,test_177,MAYA,Older,,,different,female,Older,code_switched
test_177_1,test_177,JAISHANKAR,Older,MAYA,Older,same,male,Older,monolingual_HI
test_181_0,test_181,SAHIL,Younger,,,different,male,Younger,code_switched
test_181_1,test_181,INDRAVARDHAN,Older,SAHIL,Younger,different,male,Older,code_switched
test_183_0,test_183,MAYA,Older,,,different,female,Older,code_switched
test_183_6,test_183,ROSESH,Younger,MAYA,Older,different,male,Younger,monolingual_EN
test_185_0,test_185,INDRAVARDHAN,Older,,,different,male,Older,monolingual_EN
test_185_1,test_185,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
test_185_2,test_185,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,monolingual_HI
test_185_3,test_185,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
test_185_4,test_185,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,monolingual_HI
test_185_5,test_185,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,monolingual_HI
test_185_6,test_185,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,monolingual_HI
test_185_7,test_185,INDRAVARDHAN,Older,INDRAVARDHAN,Older,same,male,Older,monolingual_HI
test_185_8,test_185,INDRAVARDHAN,Older,INDRAVARDHAN,Older,same,male,Older,code_switched
test_185_9,test_185,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
test_185_10,test_185,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,code_switched
test_185_11,test_185,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
test_185_12,test_185,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,monolingual_HI
test_185_13,test_185,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
test_186_3,test_186,SONIYA,Younger,,,different,female,Younger,code_switched
test_186_4,test_186,MAYA,Older,SONIYA,Younger,different,female,Older,code_switched
test_191_0,test_191,GURPREET,unknown,,,unknown,unknown,unknown,code_switched
test_191_1,test_191,SAHIL,Younger,GURPREET,unknown,unknown,male,Younger,code_switched
test_191_2,test_191,GURPREET,unknown,SAHIL,Younger,unknown,unknown,unknown,code_switched
test_191_3,test_191,SAHIL,Younger,GURPREET,unknown,unknown,male,Younger,code_switched
test_194_0,test_194,BALDEV,Older,,,different,male,Older,code_switched
test_194_1,test_194,INDRAVARDHAN,Older,BALDEV,Older,same,male,Older,monolingual_HI
test_195_0,test_195,MAYA,Older,,,different,female,Older,monolingual_EN
test_195_1,test_195,ROSESH,Younger,MAYA,Older,different,male,Younger,code_switched
test_195_2,test_195,MAYA,Older,ROSESH,Younger,different,female,Older,code_switched
test_196_0,test_196,MONISHA,Younger,,,different,female,Younger,code_switched
test_196_1,test_196,SAHIL,Younger,MONISHA,Younger,same,male,Younger,code_switched
test_196_2,test_196,MONISHA,Younger,SAHIL,Younger,same,female,Younger,code_switched
test_197_0,test_197,MAYA,Older,,,different,female,Older,code_switched
test_197_1,test_197,MONISHA,Younger,MAYA,Older,different,female,Younger,code_switched
test_197_2,test_197,MAYA,Older,MONISHA,Younger,different,female,Older,code_switched
test_198_0,test_198,MADHUSUDAN,Older,,,different,male,Older,code_switched
test_198_4,test_198,MAYA,Older,MADHUSUDAN,Older,same,female,Older,code_switched
test_199_4,test_199,KISMI,Younger,,,different,female,Younger,code_switched
test_199_5,test_199,SAHIL,Younger,KISMI,Younger,same,male,Younger,code_switched
test_200_1,test_200,MONISHA,Younger,,,different,female,Younger,code_switched
test_200_2,test_200,MAYA,Older,MONISHA,Younger,different,female,Older,code_switched
test_203_0,test_203,ROSESH,Younger,,,different,male,Younger,code_switched
test_203_1,test_203,SAHIL,Younger,ROSESH,Younger,same,male,Younger,code_switched
test_205_0,test_205,INDRAVARDHAN,Older,,,different,male,Older,code_switched
test_205_1,test_205,DUSHYANT,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
test_205_2,test_205,DUSHYANT,Younger,DUSHYANT,Younger,same,male,Younger,code_switched
test_205_3,test_205,INDRAVARDHAN,Older,DUSHYANT,Younger,different,male,Older,code_switched
test_207_2,test_207,MAYA,Older,,,different,female,Older,code_switched
test_207_3,test_207,RAJ GOPAL SHARMA,Older,MAYA,Older,same,male,Older,code_switched
test_209_0,test_209,MONISHA,Younger,,,different,female,Younger,code_switched
test_209_1,test_209,SAHIL,Younger,MONISHA,Younger,same,male,Younger,monolingual_EN
test_209_2,test_209,SAHIL,Younger,SAHIL,Younger,same,male,Younger,code_switched
test_209_3,test_209,MONISHA,Younger,SAHIL,Younger,same,female,Younger,code_switched
test_209_4,test_209,SAHIL,Younger,MONISHA,Younger,same,male,Younger,code_switched
test_21_0,test_21,ROSESH,Younger,,,different,male,Younger,code_switched
test_21_1,test_21,SAHIL,Younger,ROSESH,Younger,same,male,Younger,code_switched
test_210_0,test_210,INDRAVARDHAN,Older,,,different,male,Older,code_switched
test_210_1,test_210,VITTHAL,Older,INDRAVARDHAN,Older,same,male,Older,code_switched
test_212_0,test_212,INDRAVARDHAN,Older,,,different,male,Older,code_switched
test_212_1,test_212,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
test_215_0,test_215,INDRAVARDHAN,Older,,,different,male,Older,code_switched
test_215_2,test_215,INDRAVARDHAN,Older,INDRAVARDHAN,Older,same,male,Older,monolingual_HI
test_215_3,test_215,SAHIL,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
test_215_4,test_215,INDRAVARDHAN,Older,SAHIL,Younger,different,male,Older,code_switched
test_216_0,test_216,SAHIL,Younger,,,different,male,Younger,code_switched
test_216_1,test_216,MAYA,Older,SAHIL,Younger,different,female,Older,code_switched
test_216_2,test_216,SAHIL,Younger,MAYA,Older,different,male,Younger,code_switched
test_216_3,test_216,MAYA,Older,SAHIL,Younger,different,female,Older,monolingual_HI
test_218_0,test_218,ROSESH,Younger,,,different,male,Younger,monolingual_HI
test_218_1,test_218,ROSESH,Younger,ROSESH,Younger,same,male,Younger,code_switched
test_218_2,test_218,SAHIL,Younger,ROSESH,Younger,same,male,Younger,code_switched
test_219_2,test_219,SHARMAN,Younger,,,different,male,Younger,code_switched
test_219_3,test_219,INDRAVARDHAN,Older,SHARMAN,Younger,different,male,Older,monolingual_EN
test_219_4,test_219,SHARMAN,Younger,INDRAVARDHAN,Older,different,male,Younger,monolingual_EN
test_219_5,test_219,INDRAVARDHAN,Older,SHARMAN,Younger,different,male,Older,code_switched
test_222_0,test_222,MAYA,Older,,,different,female,Older,code_switched
test_222_2,test_222,MAYA,Older,MAYA,Older,same,female,Older,code_switched
test_222_3,test_222,ROSESH,Younger,MAYA,Older,different,male,Younger,code_switched
test_222_4,test_222,MAYA,Older,ROSESH,Younger,different,female,Older,code_switched
test_224_0,test_224,MONISHA,Younger,,,different,female,Younger,code_switched
test_224_1,test_224,INDRAVARDHAN,Older,MONISHA,Younger,different,male,Older,monolingual_HI
test_27_0,test_27,MONISHA,Younger,,,different,female,Younger,code_switched
test_27_1,test_27,MAYA,Older,MONISHA,Younger,different,female,Older,code_switched
test_3_0,test_3,INDRAVARDHAN,Older,,,different,male,Older,code_switched
test_3_1,test_3,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
test_30_0,test_30,INDRAVARDHAN,Older,,,different,male,Older,code_switched
test_30_1,test_30,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
test_34_0,test_34,ROSESH,Younger,,,different,male,Younger,code_switched
test_34_1,test_34,SAHIL,Younger,ROSESH,Younger,same,male,Younger,monolingual_EN
test_34_2,test_34,ROSESH,Younger,SAHIL,Younger,same,male,Younger,code_switched
test_34_3,test_34,SAHIL,Younger,ROSESH,Younger,same,male,Younger,code_switched
test_34_5,test_34,SAHIL,Younger,SAHIL,Younger,same,male,Younger,code_switched
test_37_0,test_37,ILA,Older,,,different,female,Older,code_switched
test_37_2,test_37,INDRAVARDHAN,Older,ILA,Older,same,male,Older,code_switched
test_39_0,test_39,MAYA,Older,,,different,female,Older,code_switched
test_39_1,test_39,DUSHYANT,Younger,MAYA,Older,different,male,Younger,code_switched
test_39_2,test_39,MAYA,Older,DUSHYANT,Younger,different,female,Older,monolingual_EN
test_4_1,test_4,ROSESH,Younger,,,different,male,Younger,code_switched
test_4_2,test_4,INDRAVARDHAN,Older,ROSESH,Younger,different,male,Older,code_switched
test_40_0,test_40,KOKI,Younger,,,different,female,Younger,monolingual_HI
test_40_1,test_40,INDRAVARDHAN,Older,KOKI,Younger,different,male,Older,code_switched
test_40_2,test_40,KOKI,Younger,INDRAVARDHAN,Older,different,female,Younger,code_switched
test_43_1,test_43,MAYA,Older,,,different,female,Older,monolingual_EN
test_43_2,test_43,ROSESH,Younger,MAYA,Older,different,male,Younger,code_switched
test_43_3,test_43,MAYA,Older,ROSESH,Younger,different,female,Older,code_switched
test_45_0,test_45,MAYA,Older,,,different,female,Older,code_switched
test_45_1,test_45,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,monolingual_EN
test_45_2,test_45,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
test_45_3,test_45,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,code_switched
test_48_0,test_48,MONISHA,Younger,,,different,female,Younger,code_switched
test_48_1,test_48,SAHIL,Younger,MONISHA,Younger,same,male,Younger,monolingual_HI
test_49_0,test_49,DUSHYANT,Younger,,,different,male,Younger,code_switched
test_49_1,test_49,INDRAVARDHAN,Older,DUSHYANT,Younger,different,male,Older,code_switched
test_52_0,test_52,ROSESH,Younger,,,different,male,Younger,code_switched
test_52_1,test_52,DUSHYANT,Younger,ROSESH,Younger,same,male,Younger,code_switched
test_53_5,test_53,MONISHA,Younger,,,different,female,Younger,code_switched
test_53_6,test_53,INDRAVARDHAN,Older,MONISHA,Younger,different,male,Older,code_switched
test_55_0,test_55,MONISHA,Younger,,,different,female,Younger,code_switched
test_55_1,test_55,MAYA,Older,MONISHA,Younger,different,female,Older,code_switched
test_57_0,test_57,MONISHA,Younger,,,different,female,Younger,code_switched
test_57_1,test_57,SAHIL,Younger,MONISHA,Younger,same,male,Younger,code_switched
test_6_0,test_6,INDRAVARDHAN,Older,,,different,male,Older,code_switched
test_6_1,test_6,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
test_60_0,test_60,BALDEV,Older,,,different,male,Older,code_switched
test_60_1,test_60,INDRAVARDHAN,Older,BALDEV,Older,same,male,Older,code_switched
test_65_0,test_65,MAYA,Older,,,different,female,Older,monolingual_HI
test_65_1,test_65,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,monolingual_HI
test_65_2,test_65,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,monolingual_HI
test_65_3,test_65,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,monolingual_HI
test_70_0,test_70,SIDDHARTH,Younger,,,different,male,Younger,code_switched
test_70_1,test_70,SIDDHARTH,Younger,SIDDHARTH,Younger,same,male,Younger,monolingual_HI
test_70_2,test_70,SIDDHARTH,Younger,SIDDHARTH,Younger,same,male,Younger,monolingual_EN
test_70_3,test_70,SIDDHARTH,Younger,SIDDHARTH,Younger,same,male,Younger,monolingual_EN
test_70_4,test_70,SIDDHARTH,Younger,SIDDHARTH,Younger,same,male,Younger,monolingual_EN
test_70_5,test_70,INDRAVARDHAN,Older,SIDDHARTH,Younger,different,male,Older,monolingual_HI
test_71_4,test_71,SAHIL,Younger,,,different,male,Younger,code_switched
test_71_5,test_71,SAHIL,Younger,SAHIL,Younger,same,male,Younger,code_switched
test_71_6,test_71,INDRAVARDHAN,Older,SAHIL,Younger,different,male,Older,monolingual_HI
test_79_0,test_79,MADHUSUDAN,Older,,,different,male,Older,code_switched
test_79_1,test_79,INDRAVARDHAN,Older,MADHUSUDAN,Older,same,male,Older,monolingual_HI
test_79_2,test_79,MADHUSUDAN,Older,INDRAVARDHAN,Older,same,male,Older,monolingual_HI
test_79_3,test_79,INDRAVARDHAN,Older,MADHUSUDAN,Older,same,male,Older,code_switched
test_80_0,test_80,MAYA,Older,,,different,female,Older,code_switched
test_80_1,test_80,ROSESH,Younger,MAYA,Older,different,male,Younger,code_switched
test_80_2,test_80,MAYA,Older,ROSESH,Younger,different,female,Older,code_switched
test_82_0,test_82,DUSHYANT,Younger,,,different,male,Younger,code_switched
test_82_1,test_82,MONISHA,Younger,DUSHYANT,Younger,same,female,Younger,monolingual_EN
test_82_2,test_82,DUSHYANT,Younger,MONISHA,Younger,same,male,Younger,code_switched
test_82_3,test_82,MONISHA,Younger,DUSHYANT,Younger,same,female,Younger,code_switched
test_85_1,test_85,MONISHA,Younger,,,different,female,Younger,code_switched
test_85_2,test_85,MAYA,Older,MONISHA,Younger,different,female,Older,monolingual_EN
test_92_0,test_92,SAHIL,Younger,,,different,male,Younger,code_switched
test_92_1,test_92,INDRAVARDHAN,Older,SAHIL,Younger,different,male,Older,code_switched
test_96_0,test_96,MAYA,Older,,,different,female,Older,code_switched
test_96_1,test_96,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,code_switched
test_98_2,test_98,SAHIL,Younger,,,different,male,Younger,monolingual_EN
test_98_3,test_98,NAGESH,Older,SAHIL,Younger,different,male,Older,monolingual_HI
train_1_0,train_1,VITTHAL,Older,,,different,male,Older,code_switched
train_1_1,train_1,RADHABAI,Older,VITTHAL,Older,same,female,Older,code_switched
train_1_2,train_1,VITTHAL,Older,RADHABAI,Older,same,male,Older,code_switched
train_1001_0,train_1001,MAYA,Older,,,different,female,Older,code_switched
train_1001_1,train_1001,MONISHA,Younger,MAYA,Older,different,female,Younger,code_switched
train_1002_1,train_1002,JUGALKISHORE,Older,,,different,male,Older,monolingual_HI
train_1002_2,train_1002,MONISHA,Younger,JUGALKISHORE,Older,different,female,Younger,code_switched
train_1003_0,train_1003,SAHIL,Younger,,,different,male,Younger,code_switched
train_1003_1,train_1003,MONISHA,Younger,SAHIL,Younger,same,female,Younger,code_switched
train_1003_2,train_1003,SAHIL,Younger,MONISHA,Younger,same,male,Younger,code_switched
train_1004_0,train_1004,ROSESH,Younger,,,different,male,Younger,code_switched
train_1004_1,train_1004,MONISHA,Younger,ROSESH,Younger,same,female,Younger,monolingual_HI
train_1006_0,train_1006,INDRAVARDHAN,Older,,,different,male,Older,monolingual_HI
train_1006_1,train_1006,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,code_switched
train_1006_2,train_1006,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,monolingual_HI
train_1007_0,train_1007,MAYA,Older,,,different,female,Older,monolingual_HI
train_1007_1,train_1007,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,code_switched
train_1009_2,train_1009,MAYA,Older,,,different,female,Older,code_switched
train_1009_4,train_1009,MAYA,Older,MAYA,Older,same,female,Older,code_switched
train_1009_5,train_1009,MONISHA,Younger,MAYA,Older,different,female,Younger,code_switched
train_1015_0,train_1015,ILA,Older,,,different,female,Older,code_switched
train_1015_2,train_1015,MAYA,Older,ILA,Older,same,female,Older,code_switched
train_1015_3,train_1015,ILA,Older,MAYA,Older,same,female,Older,monolingual_HI
train_1016_0,train_1016,SAHIL,Younger,,,different,male,Younger,monolingual_EN
train_1016_1,train_1016,MONISHA,Younger,SAHIL,Younger,same,female,Younger,monolingual_HI
train_1016_2,train_1016,SAHIL,Younger,MONISHA,Younger,same,male,Younger,code_switched
train_1016_3,train_1016,MONISHA,Younger,SAHIL,Younger,same,female,Younger,code_switched
train_1016_4,train_1016,MONISHA,Younger,MONISHA,Younger,same,female,Younger,code_switched
train_1016_5,train_1016,SAHIL,Younger,MONISHA,Younger,same,male,Younger,code_switched
train_1017_0,train_1017,INDRAVARDHAN,Older,,,different,male,Older,code_switched
train_1017_1,train_1017,MONISHA,Younger,INDRAVARDHAN,Older,different,female,Younger,code_switched
train_1018_0,train_1018,INDRAVARDHAN,Older,,,different,male,Older,monolingual_HI
train_1018_1,train_1018,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,monolingual_HI
train_1018_2,train_1018,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,monolingual_HI
train_1018_3,train_1018,MAYA,Older,INDRAVARDHAN,Older,same,female,Older,monolingual_HI
train_1018_4,train_1018,INDRAVARDHAN,Older,MAYA,Older,same,male,Older,code_switched
train_1020_0,train_1020,SAHIL,Younger,,,different,male,Younger,code_switched
train_1020_1,train_1020,MAYA,Older,SAHIL,Younger,different,female,Older,monolingual_EN
train_1020_2,train_1020,SAHIL,Younger,MAYA,Older,different,male,Younger,code_switched
train_1020_4,train_1020,SAHIL,Younger,SAHIL,Younger,same,male,Younger,code_switched
train_1021_0,train_1021,MAYA,Older,,,different,female,Older,code_switched
train_1021_1,train_1021,ROSESH,Younger,MAYA,Older,different,male,Younger,code_switched
train_1022_0,train_1022,JAISHANKAR,Older,,,different,male,Older,monolingual_HI
train_1022_1,train_1022,MADHUSUDAN,Older,JAISHANKAR,Older,same,male,Older,code_switched
train_1022_2,train_1022,JAISHANKAR,Older,MADHUSUDAN,Older,same,male,Older,code_switched
train_1023_0,train_1023,ROSESH,Younger,,,different,male,Younger,code_switched
train_1023_1,train_1023,SAHIL,Younger,ROSESH,Younger,same,male,Younger,code_switched
train_1025_0,train_1025,SAHIL,Younger,,,different,male,Younger,code_switched
train_1025_1,train_1025,MONISHA,Younger,SAHIL,Younger,same,female,Younger,code_switched
train_1025_2,train_1025,SAHIL,Younger,MONISHA,Younger,same,male,Younger,code_switched
train_1026_0,train_1026,INDRAVARDHAN,Older,,,different,male,Older,code_switched
train_1026_1,train_1026,SAHIL,Younger,INDRAVARDHAN,Older,different,male,Younger,code_switched
train_1026_2,train_1026,INDRAVARDHAN,Older,SAHIL,Younger,different,male,Older,code_switched
train_1028_2,train_1028,MONISHA,Younger,,,different,female,Younger,code_switched
train_1028_3,train_1028,SAHIL,Younger,MONISHA,Younger,same,male,Younger,code_switched
