id,begin,end,phone_goodness,phone_id,word_interval_id,utterance_id,workflow_id
6057,0.11,1.09,-39.681739807128906,3,4314,1204,3
6058,1.09,1.324,-39.925331115722656,2,4315,1204,3
6059,0.0,0.1,-58.85396194458008,2,4316,375,3
6060,0.1,0.23,-59.24539566040039,70,4317,375,3
6061,0.23,0.5969375,-47.23194122314453,5,4317,375,3
6062,0.0,0.19,-40.59415054321289,2,4318,1234,3
6063,0.19,0.83,-36.180763244628906,3,4319,1234,3
6064,0.83,1.069,-41.080684661865234,2,4320,1234,3
6065,0.0,0.08,-49.002681732177734,2,4321,416,3
6066,0.08,0.19,-61.76858139038086,70,4322,416,3
6067,0.19,0.26,-57.173927307128906,5,4322,416,3
6068,0.26,0.416,-56.33627700805664,2,4323,416,3
6069,0.0,0.12,-50.48658752441406,2,4324,1295,3
6070,0.12,0.25,-63.87898635864258,70,4325,1295,3
6071,0.25,0.42,-54.00748062133789,27,4325,1295,3
6072,0.42,0.47,-63.85886764526367,58,4325,1295,3
6073,0.47,0.649,-52.34112548828125,2,4326,1295,3
6074,0.0,0.33,-47.434566497802734,3,4327,1364,3
6075,0.33,0.5629375,-40.41382598876953,3,4328,1364,3
6076,0.0,0.54,-42.26139831542969,2,4329,1317,3
6077,0.54,0.86,-37.034481048583984,3,4330,1317,3
6078,0.86,2.3969375,-41.32258987426758,2,4331,1317,3
6079,0.0,0.03,-63.70721435546875,2,4332,139,3
6080,0.03,0.13,-64.46406555175781,70,4333,139,3
6081,0.13,0.19,-44.84328079223633,8,4333,139,3
6082,0.19,0.3629375,-45.732906341552734,2,4334,139,3
6083,0.0,0.04,-65.71188354492188,25,4335,464,3
6084,0.04,0.13,-50.93741989135742,27,4335,464,3
6085,0.13,0.21,-65.5359878540039,48,4335,464,3
6086,0.21,0.3799375,-61.776336669921875,2,4336,464,3
6087,0.0,0.03,-51.20273971557617,2,4337,496,3
6088,0.03,0.13,-66.6640853881836,70,4338,496,3
6089,0.13,0.38,-44.98722839355469,5,4338,496,3
6090,0.38,0.4669375,-56.07087326049805,2,4339,496,3
6091,0.0,0.32,-43.09834289550781,2,4340,1368,3
6092,0.32,0.35,-72.21903228759766,44,4341,1368,3
6093,0.35,0.61,-41.24533462524414,33,4341,1368,3
6094,0.61,0.65,-58.56728744506836,58,4341,1368,3
6095,0.65,0.82,-59.310550689697266,10,4341,1368,3
6096,0.82,1.13,-45.77925109863281,48,4341,1368,3
6097,1.13,1.2269375,-53.704322814941406,2,4342,1368,3
6098,0.0,0.03,-65.5718765258789,2,4343,145,3
6099,0.03,0.06,-56.567134857177734,70,4344,145,3
6100,0.06,0.11,-45.29961013793945,8,4344,145,3
6101,0.11,0.4159375,-45.81067657470703,2,4345,145,3
6102,0.0,0.68,-48.424522399902344,2,4346,162,3
6103,0.68,0.811,-59.71321105957031,3,4347,162,3
6104,0.0,0.07,-52.32302474975586,2,4348,564,3
6105,0.07,0.1,-72.91065216064453,57,4349,564,3
6106,0.1,0.17,-61.70364761352539,41,4349,564,3
6107,0.17,0.24,-76.16793060302734,60,4349,564,3
6108,0.24,0.46,-45.93691635131836,33,4349,564,3
6109,0.46,0.49,-52.8473014831543,48,4349,564,3
6110,0.49,0.754,-38.68620681762695,3,4350,564,3
6111,0.0,0.04,-44.390438079833984,2,4351,171,3
6112,0.04,0.11,-59.26382064819336,70,4352,171,3
6113,0.11,0.22,-41.801483154296875,8,4352,171,3
6114,0.22,0.5509375,-46.6115837097168,2,4353,171,3
6115,0.0,0.18,-49.00815963745117,2,4354,658,3
6116,0.18,0.31,-56.330196380615234,70,4355,658,3
6117,0.31,0.865,-45.51818084716797,5,4355,658,3
6118,0.0,0.03,-60.040435791015625,2,4356,226,3
6119,0.03,0.13,-65.94757080078125,52,4357,226,3
6120,0.13,0.2,-79.82776641845703,45,4357,226,3
6121,0.2,0.52,-50.49105453491211,33,4357,226,3
6122,0.52,0.58,-62.26576614379883,2,4358,226,3
6123,0.58,1.168,-53.959922790527344,3,4359,226,3
6124,0.0,0.03,-67.09036254882812,2,4360,237,3
6125,0.03,0.06,-59.281124114990234,70,4361,237,3
6126,0.06,0.1,-45.72198486328125,8,4361,237,3
6127,0.1,0.4429375,-50.77812957763672,2,4362,237,3
6128,0.0,0.53,-44.277523040771484,3,4363,937,3
6129,0.53,0.649,-48.69475173950195,2,4364,937,3
6130,0.0,0.4619375,-43.496070861816406,3,4365,271,3
6131,0.0,2.23,-40.11325454711914,2,4366,236,3
6132,2.23,3.32,-35.624759674072266,3,4367,236,3
6133,3.32,3.39,-50.99721145629883,3,4368,236,3
6134,3.39,4.287,-43.54567337036133,2,4369,236,3
6135,0.0,0.6459375,-56.261741638183594,3,4370,459,3
6136,0.0,0.05,-66.41700744628906,2,4371,950,3
6137,0.05,0.12,-71.6773910522461,70,4372,950,3
6138,0.12,0.44,-42.52202606201172,5,4372,950,3
6139,0.44,0.623,-52.76777648925781,2,4373,950,3
6140,0.0,0.05,-53.92708206176758,2,4374,585,3
6141,0.05,0.17,-52.11311721801758,70,4375,585,3
6142,0.17,0.3419375,-52.106353759765625,8,4375,585,3
6143,0.0,0.53,-51.73566818237305,3,4376,997,3
6144,0.53,0.5969375,-44.62080764770508,2,4377,997,3
6145,0.0,0.03,-71.35556030273438,2,4378,830,3
6146,0.03,0.06,-63.04499816894531,70,4379,830,3
6147,0.06,0.12,-44.381351470947266,8,4379,830,3
6148,0.12,0.2759375,-47.55702590942383,2,4380,830,3
6149,0.0,0.06,-48.21335983276367,2,4381,277,3
6150,0.06,0.09,-61.424713134765625,58,4382,277,3
6151,0.09,0.12,-55.4595947265625,27,4382,277,3
6152,0.12,0.24,-46.027896881103516,48,4382,277,3
6153,0.24,0.37,-52.86601257324219,60,4382,277,3
6154,0.37,0.61,-42.93977737426758,29,4382,277,3
6155,0.61,3.379,-40.790626525878906,2,4383,277,3
6156,0.0,0.13,-53.80112075805664,2,4384,1067,3
6157,0.13,0.23,-59.166107177734375,52,4385,1067,3
6158,0.23,0.32,-57.12945556640625,45,4385,1067,3
6159,0.32,0.41,-46.59739303588867,33,4385,1067,3
6160,0.41,1.038,-52.752906799316406,3,4386,1067,3
6161,0.0,0.26,-55.94047164916992,3,4387,852,3
6162,0.26,0.4149375,-48.3734130859375,2,4388,852,3
6163,0.0,0.03,-62.901004791259766,2,4389,974,3
6164,0.03,0.07,-61.66497802734375,70,4390,974,3
6165,0.07,0.11,-43.77885437011719,8,4390,974,3
6166,0.11,0.4159375,-47.8596305847168,2,4391,974,3
6167,0.0,0.2,-37.26233673095703,2,4392,29,3
6168,0.2,0.56,-41.06705856323242,3,4393,29,3
6169,0.56,1.76,-39.084415435791016,2,4394,29,3
6170,1.76,2.09,-48.65199279785156,3,4395,29,3
6171,2.09,2.3589375,-40.056453704833984,2,4396,29,3
6172,0.0,0.2,-44.377506256103516,2,4397,1259,3
6173,0.2,0.23,-57.70612716674805,25,4398,1259,3
6174,0.23,0.33,-42.922119140625,27,4398,1259,3
6175,0.33,0.51,-38.098567962646484,48,4398,1259,3
6176,0.51,0.5939375,-44.87672805786133,2,4399,1259,3
6177,0.0,0.83,-51.66019821166992,2,4400,1151,3
6178,0.83,0.91,-51.64149475097656,70,4401,1151,3
6179,0.91,1.44,-31.92838478088379,5,4401,1151,3
6180,1.44,2.085,-52.57734298706055,2,4402,1151,3
6181,0.0,0.33,-41.226539611816406,2,4403,307,3
6182,0.33,0.88,-44.145145416259766,3,4404,307,3
6183,0.88,1.0689375,-41.704383850097656,2,4405,307,3
6184,0.0,0.42,-43.499813079833984,2,4406,1184,3
6185,0.42,0.48,-56.49168395996094,70,4407,1184,3
6186,0.48,0.66,-53.92189407348633,5,4407,1184,3
6187,0.66,0.94,-80.63062286376953,2,4408,1184,3
6188,0.94,1.83,-68.827392578125,3,4409,1184,3
6189,1.83,2.42,-68.38695526123047,3,4410,1184,3
6190,2.42,3.4639375,-61.49577331542969,2,4411,1184,3
6191,0.0,0.34,-40.15956497192383,2,4412,309,3
6192,0.34,1.5099375,-37.090667724609375,3,4413,309,3
6193,0.0,0.4739375,-45.97695541381836,3,4414,1363,3
6194,0.0,0.04,-71.90592956542969,14,4415,1190,3
6195,0.04,0.16,-52.26091003417969,46,4415,1190,3
6196,0.16,0.28,-46.976619720458984,58,4415,1190,3
6197,0.28,0.65,-37.48630142211914,50,4415,1190,3
6198,0.65,1.2099375,-55.88264846801758,2,4416,1190,3
6199,0.0,0.53,-42.75070571899414,3,4417,320,3
6200,0.53,0.56,-76.06060791015625,2,4418,320,3
6201,0.56,1.03,-40.747039794921875,14,4419,320,3
6202,1.03,1.321,-56.60861587524414,57,4419,320,3
6203,0.0,0.12,-60.138946533203125,2,4420,1245,3
6204,0.12,0.15,-70.63542175292969,48,4421,1245,3
6205,0.15,0.31,-43.62030029296875,51,4421,1245,3
6206,0.31,0.75,-68.8024673461914,3,4422,1245,3
6207,0.75,1.28,-60.41929626464844,2,4423,1245,3
6208,1.28,1.4,-73.09285736083984,3,4424,1245,3
6209,1.4,1.612,-54.13760757446289,2,4425,1245,3
6210,0.0,0.09,-45.54324722290039,2,4426,1366,3
6211,0.09,0.12,-62.0320930480957,70,4427,1366,3
6212,0.12,0.27,-42.64839172363281,8,4427,1366,3
6213,0.27,0.351,-42.63747787475586,2,4428,1366,3
6214,0.0,0.19,-52.65533447265625,2,4429,13,3
6215,0.19,0.52,-48.76639938354492,3,4430,13,3
6216,0.52,1.84,-51.702674865722656,2,4431,13,3
6217,1.84,2.5,-72.52735137939453,3,4432,13,3
6218,2.5,2.747,-59.21786117553711,2,4433,13,3
6219,0.0,0.29,-40.45982360839844,2,4434,373,3
6220,0.29,1.02,-39.61511993408203,3,4435,373,3
6221,1.02,1.2899375,-40.181278228759766,2,4436,373,3
6222,0.0,0.04,-39.245811462402344,2,4437,14,3
6223,0.04,0.41,-41.70280456542969,3,4438,14,3
6224,0.41,0.44,-59.33205795288086,52,4439,14,3
6225,0.44,0.55,-54.56904602050781,45,4439,14,3
6226,0.55,0.58,-60.886539459228516,33,4439,14,3
6227,0.58,0.8309375,-44.396148681640625,2,4440,14,3
6228,0.0,0.03,-59.64453125,2,4441,1331,3
6229,0.03,0.11,-63.27362060546875,69,4442,1331,3
6230,0.11,0.16,-46.18174362182617,27,4442,1331,3
6231,0.16,0.23,-38.08334732055664,46,4442,1331,3
6232,0.23,0.38,-48.370750427246094,35,4442,1331,3
6233,0.38,0.47,-38.109275817871094,28,4442,1331,3
6234,0.47,0.58,-45.28296661376953,57,4442,1331,3
6235,0.58,0.72,-42.559242248535156,2,4443,1331,3
6236,0.0,0.09,-62.66227722167969,2,4444,39,3
6237,0.09,0.13,-69.52494812011719,70,4445,39,3
6238,0.13,0.29,-44.23639678955078,8,4445,39,3
6239,0.29,0.571,-55.533267974853516,2,4446,39,3
6240,0.0,0.6539375,-52.0016975402832,3,4447,244,3
6241,0.0,0.04,-53.216827392578125,2,4448,152,3
6242,0.04,0.07,-60.655460357666016,70,4449,152,3
6243,0.07,0.1,-56.68003845214844,8,4449,152,3
6244,0.1,0.26,-41.000770568847656,3,4450,152,3
6245,0.26,0.3609375,-43.25387191772461,2,4451,152,3
6246,0.0,0.12,-48.36167526245117,2,4452,429,3
6247,0.12,0.86,-35.30757141113281,3,4453,429,3
6248,0.86,1.2,-43.73822021484375,2,4454,429,3
6249,1.2,1.52,-48.858253479003906,3,4455,429,3
6250,1.52,1.6039375,-49.24174499511719,2,4456,429,3
6251,0.0,0.27,-43.0626220703125,3,4457,409,3
6252,0.27,1.0099375,-58.49267578125,2,4458,409,3
6253,0.0,0.07,-52.288917541503906,70,4459,520,3
6254,0.07,0.21,-49.39670181274414,27,4459,520,3
6255,0.21,0.41,-60.261993408203125,58,4459,520,3
6256,0.41,0.46,-76.3768539428711,2,4460,520,3
6257,0.46,0.9429375,-42.85004806518555,3,4461,520,3
6258,0.0,0.03,-47.47966384887695,2,4462,261,3
6259,0.03,0.08,-55.423240661621094,70,4463,261,3
6260,0.08,0.301,-44.58283996582031,8,4463,261,3
6261,0.0,0.3,-47.815284729003906,2,4464,410,3
6262,0.3,0.79,-47.223506927490234,3,4465,410,3
6263,0.79,0.85,-74.288818359375,2,4466,410,3
6264,0.85,1.33,-42.630409240722656,3,4467,410,3
6265,1.33,1.5699375,-50.48354721069336,2,4468,410,3
6266,0.0,0.07,-58.26130294799805,70,4469,457,3
6267,0.07,0.14,-36.85419464111328,66,4469,457,3
6268,0.14,0.17,-35.56767654418945,48,4469,457,3
6269,0.17,0.36,-37.19230270385742,41,4469,457,3
6270,0.36,0.668,-47.11688995361328,2,4470,457,3
6271,0.0,0.29,-39.58585739135742,2,4471,535,3
6272,0.29,0.7,-40.454017639160156,3,4472,535,3
6273,0.7,0.97,-36.676578521728516,3,4473,535,3
6274,0.97,1.1009375,-40.78103256225586,2,4474,535,3
6275,0.0,0.27,-70.58170318603516,2,4475,444,3
6276,0.27,1.14,-55.559329986572266,3,4476,444,3
6277,1.14,1.54,-59.34162521362305,2,4477,444,3
6278,1.54,1.66,-65.58690643310547,70,4478,444,3
6279,1.66,1.91,-42.169837951660156,5,4478,444,3
6280,1.91,2.17,-56.26161575317383,2,4479,444,3
6281,0.0,0.54,-53.011165618896484,3,4480,479,3
6282,0.54,0.66,-42.3687858581543,48,4481,479,3
6283,0.66,0.69,-54.92508316040039,51,4481,479,3
6284,0.69,0.894,-46.781394958496094,3,4482,479,3
6285,0.0,0.07,-53.63529586791992,2,4483,469,3
6286,0.07,0.15,-53.82478332519531,70,4484,469,3
6287,0.15,0.4,-33.18061828613281,5,4484,469,3
6288,0.4,0.8199375,-50.25675582885742,2,4485,469,3
6289,0.0,3.33,-37.5586051940918,2,4486,537,3
6290,3.33,4.49,-40.133460998535156,3,4487,537,3
6291,4.49,7.539,-40.28592300415039,2,4488,537,3
6292,0.0,0.25,-41.12644577026367,2,4489,568,3
6293,0.25,1.29,-33.75166702270508,3,4490,568,3
6294,1.29,1.4429375,-39.65593338012695,2,4491,568,3
6295,0.0,0.2929375,-41.50893783569336,3,4492,494,3
6296,0.0,0.72,-44.59587478637695,2,4493,482,3
6297,0.72,0.82,-53.5463981628418,52,4494,482,3
6298,0.82,0.85,-70.8497314453125,45,4494,482,3
6299,0.85,1.03,-44.31967544555664,33,4494,482,3
6300,1.03,1.23,-44.44684982299805,2,4495,482,3
6301,0.0,0.04,-49.0758056640625,3,4496,607,3
6302,0.04,0.411,-53.69872283935547,2,4497,607,3
6303,0.0,0.04,-52.8275260925293,2,4498,579,3
6304,0.04,0.1,-53.90681076049805,5,4499,579,3
6305,0.1,0.13,-53.26699447631836,57,4499,579,3
6306,0.13,0.23,-40.762428283691406,47,4499,579,3
6307,0.23,0.66,-39.53368377685547,41,4499,579,3
6308,0.66,0.738,-42.74929428100586,2,4500,579,3
6309,0.0,0.09,-41.211814880371094,2,4501,594,3
6310,0.09,0.14,-61.282554626464844,36,4502,594,3
6311,0.14,0.22,-48.5563850402832,27,4502,594,3
6312,0.22,0.28,-54.069149017333984,58,4502,594,3
6313,0.28,0.53,-48.495826721191406,3,4503,594,3
6314,0.53,0.6129375,-40.59752655029297,2,4504,594,3
6315,0.0,0.13,-55.14361572265625,2,4505,51,3
6316,0.13,0.77,-49.47101974487305,3,4506,51,3
6317,0.77,1.59,-51.55757522583008,2,4507,51,3
6318,1.59,1.68,-53.40314865112305,57,4508,51,3
6319,1.68,1.82,-47.40608596801758,41,4508,51,3
6320,1.82,2.05,-58.32804489135742,60,4508,51,3
6321,2.05,2.18,-37.32975769042969,20,4508,51,3
6322,2.18,2.25,-39.941490173339844,29,4508,51,3
6323,2.25,2.33,-45.451263427734375,47,4508,51,3
6324,2.33,2.36,-54.75141906738281,10,4508,51,3
6325,2.36,2.43,-70.49011993408203,48,4508,51,3
6326,2.43,2.46,-62.271663665771484,60,4508,51,3
6327,2.46,2.5009375,-55.83053970336914,2,4509,51,3
6328,0.0,0.27,-44.22444152832031,3,4510,741,3
6329,0.27,0.377,-40.67538070678711,2,4511,741,3
6330,0.0,0.05,-50.89032745361328,3,4512,646,3
6331,0.05,0.08,-47.05219650268555,10,4513,646,3
6332,0.08,0.9,-33.45001220703125,48,4513,646,3
6333,0.9,0.93,-43.477596282958984,24,4513,646,3
6334,0.93,2.9659375,-40.74530029296875,2,4514,646,3
6335,0.0,0.63,-53.81864547729492,2,4515,689,3
6336,0.63,0.69,-53.7855110168457,45,4516,689,3
6337,0.69,0.74,-58.07404327392578,5,4516,689,3
6338,0.74,0.83,-48.39745330810547,47,4516,689,3
6339,0.83,1.56,-53.31339645385742,3,4517,689,3
6340,1.56,2.17,-53.089073181152344,2,4518,689,3
6341,2.17,2.48,-52.978759765625,3,4519,689,3
6342,2.48,2.5419375,-51.17177963256836,2,4520,689,3
6343,0.0,0.11,-50.53448486328125,3,4521,806,3
6344,0.11,0.5349375,-47.31219482421875,2,4522,806,3
6345,0.0,0.36,-39.64695358276367,3,4523,704,3
6346,0.36,0.5059375,-40.60438919067383,2,4524,704,3
6347,0.0,0.36,-53.20536422729492,2,4525,747,3
6348,0.36,0.39,-66.41244506835938,51,4526,747,3
6349,0.39,0.62,-55.0462646484375,45,4526,747,3
6350,0.62,0.9,-40.59960174560547,33,4526,747,3
6351,0.9,0.989,-54.08553695678711,2,4527,747,3
6352,0.0,0.31,-38.56775665283203,2,4528,810,3
6353,0.31,0.72,-46.82988739013672,3,4529,810,3
6354,0.72,1.0379375,-45.524940490722656,2,4530,810,3
6355,0.0,0.05,-39.8172607421875,2,4531,801,3
6356,0.05,0.3,-40.5257453918457,3,4532,801,3
6357,0.3,0.375,-38.64788055419922,2,4533,801,3
6358,0.0,0.22,-43.89232635498047,2,4534,876,3
6359,0.22,0.59,-37.5771369934082,3,4535,876,3
6360,0.59,0.7549375,-36.15255355834961,2,4536,876,3
6361,0.0,0.12,-46.82822799682617,2,4537,796,3
6362,0.12,0.42,-47.840885162353516,3,4538,796,3
6363,0.42,0.51,-57.66834259033203,58,4539,796,3
6364,0.51,0.63,-40.080265045166016,8,4539,796,3
6365,0.63,0.67,-47.559051513671875,46,4539,796,3
6366,0.67,0.76,-34.529136657714844,29,4539,796,3
6367,0.76,1.01,-42.02959060668945,41,4539,796,3
6368,1.01,1.0399375,-57.22593307495117,2,4540,796,3
6369,0.0,0.06,-49.39601135253906,2,4541,1054,3
6370,0.06,0.67,-43.04994583129883,3,4542,1054,3
6371,0.67,0.9259375,-51.444644927978516,2,4543,1054,3
6372,0.0,0.16,-41.02499008178711,2,4544,92,3
6373,0.16,1.26,-35.194026947021484,3,4545,92,3
6374,1.26,1.6619375,-39.69759750366211,2,4546,92,3
6375,0.0,0.47,-49.41065979003906,2,4547,1073,3
6376,0.47,1.01,-49.836917877197266,3,4548,1073,3
6377,1.01,3.4089375,-54.430198669433594,2,4549,1073,3
6378,0.0,0.65,-43.92916488647461,3,4550,835,3
6379,0.65,0.78,-64.07991790771484,45,4551,835,3
6380,0.78,1.01,-45.08332443237305,33,4551,835,3
6381,1.01,1.2,-39.21101379394531,48,4551,835,3
6382,1.2,1.5,-29.137977600097656,38,4551,835,3
6383,1.5,1.77,-35.10773468017578,49,4551,835,3
6384,1.77,1.908,-61.75919723510742,2,4552,835,3
6385,0.0,0.17,-37.276161193847656,2,4553,979,3
6386,0.17,0.54,-33.47055435180664,3,4554,979,3
6387,0.54,0.92,-40.57779312133789,3,4555,979,3
6388,0.92,2.59,-40.75297546386719,2,4556,979,3
6389,2.59,3.53,-41.686405181884766,3,4557,979,3
6390,3.53,3.8369375,-43.97439956665039,2,4558,979,3
6391,0.0,0.61,-55.121910095214844,2,4559,108,3
6392,0.61,0.66,-66.82893371582031,57,4560,108,3
6393,0.66,0.82,-43.19126892089844,42,4560,108,3
6394,0.82,0.86,-61.280555725097656,46,4560,108,3
6395,0.86,0.89,-57.141170501708984,41,4560,108,3
6396,0.89,0.94,-58.1232795715332,3,4561,108,3
6397,0.94,1.458,-47.81450653076172,2,4562,108,3
6398,0.0,0.19,-56.05552291870117,3,4563,944,3
6399,0.19,0.37,-53.05258560180664,2,4564,944,3
6400,0.37,0.875,-64.8825454711914,3,4565,944,3
6401,0.0,0.45,-42.0930290222168,3,4566,992,3
6402,0.45,0.566,-40.931217193603516,2,4567,992,3
6403,0.0,1.16,-52.05380630493164,2,4568,1111,3
6404,1.16,1.29,-60.69535446166992,3,4569,1111,3
6405,1.29,1.32,-56.35978698730469,39,4570,1111,3
6406,1.32,1.36,-62.68540954589844,48,4570,1111,3
6407,1.36,1.43,-65.01951599121094,60,4570,1111,3
6408,1.43,1.47,-43.660743713378906,57,4570,1111,3
6409,1.47,1.53,-41.6834831237793,10,4570,1111,3
6410,1.53,1.58,-51.07612991333008,58,4570,1111,3
6411,1.58,1.64,-63.67926025390625,60,4570,1111,3
6412,1.64,1.73,-47.15177917480469,38,4570,1111,3
6413,1.73,1.77,-48.411495208740234,49,4570,1111,3
6414,1.77,2.16,-56.26473617553711,3,4571,1111,3
6415,2.16,2.7659375,-49.78447723388672,3,4572,1111,3
6416,0.0,1.72,-51.32676696777344,3,4573,1044,3
6417,1.72,2.28,-52.72777557373047,2,4574,1044,3
6418,2.28,2.31,-78.70218658447266,70,4575,1044,3
6419,2.31,2.34,-59.91648483276367,8,4575,1044,3
6420,2.34,2.54,-52.81581497192383,3,4576,1044,3
6421,2.54,2.805,-47.27285385131836,2,4577,1044,3
6422,0.0,0.18,-45.00374984741211,3,4578,11,3
6423,0.18,0.36,-50.7606086730957,2,4579,11,3
6424,0.36,0.44,-66.28300476074219,51,4580,11,3
6425,0.44,0.52,-66.51300048828125,45,4580,11,3
6426,0.52,0.63,-59.06248474121094,33,4580,11,3
6427,0.63,0.8659375,-44.201202392578125,2,4581,11,3
6428,0.0,0.56,-41.43450164794922,3,4582,107,3
6429,0.56,0.624,-42.92539978027344,2,4583,107,3
6430,0.0,1.3,-55.978424072265625,2,4584,1131,3
6431,1.3,2.4,-53.291648864746094,3,4585,1131,3
6432,2.4,5.07,-55.891883850097656,37,4586,1131,3
6433,5.07,5.18,-56.68400955200195,69,4586,1131,3
6434,5.18,5.37,-49.950286865234375,20,4586,1131,3
6435,5.37,5.61,-58.875274658203125,3,4587,1131,3
6436,5.61,7.5359375,-58.23120880126953,3,4588,1131,3
6437,0.0,0.16,-35.16011047363281,2,4589,115,3
6438,0.16,0.49,-46.40496063232422,3,4590,115,3
6439,0.49,0.5889375,-37.28746795654297,2,4591,115,3
6440,0.0,0.34,-44.021419525146484,3,4592,1194,3
6441,0.34,0.442,-43.69792938232422,2,4593,1194,3
6442,0.0,0.14,-41.705936431884766,2,4594,1322,3
6443,0.14,0.31,-61.385276794433594,3,4595,1322,3
6444,0.31,0.774,-39.63654327392578,2,4596,1322,3
6445,0.0,0.35,-55.36757278442383,2,4597,1167,3
6446,0.35,0.39,-64.42840576171875,25,4598,1167,3
6447,0.39,0.5,-39.08511734008789,27,4598,1167,3
6448,0.5,0.65,-45.198341369628906,48,4598,1167,3
6449,0.65,0.9439375,-53.617130279541016,2,4599,1167,3
6450,0.0,0.23,-46.63740158081055,2,4600,1223,3
6451,0.23,0.64,-45.34263610839844,3,4601,1223,3
6452,0.64,0.7539375,-40.10911560058594,2,4602,1223,3
6453,0.0,0.33,-68.97957611083984,2,4603,117,3
6454,0.33,0.64,-55.417091369628906,3,4604,117,3
6455,0.64,1.14,-55.85564422607422,2,4605,117,3
6456,1.14,1.59,-46.713802337646484,3,4606,117,3
6457,1.59,1.7579375,-57.76236343383789,2,4607,117,3
6458,0.0,0.09,-40.142250061035156,2,4608,1330,3
6459,0.09,0.31,-51.924583435058594,3,4609,1330,3
6460,0.31,0.465,-46.166404724121094,2,4610,1330,3
6461,0.0,0.07,-40.25798797607422,2,4611,1239,3
6462,0.07,0.15,-63.857059478759766,70,4612,1239,3
6463,0.15,0.18,-81.9459457397461,8,4612,1239,3
6464,0.18,0.39,-77.63887023925781,2,4613,1239,3
6465,0.39,0.66,-56.9132080078125,3,4614,1239,3
6466,0.66,1.54,-54.57906723022461,2,4615,1239,3
6467,1.54,1.862,-54.509002685546875,3,4616,1239,3
6468,0.0,0.32,-53.98078155517578,2,4617,1175,3
6469,0.32,0.92,-40.64269256591797,3,4618,1175,3
6470,0.92,1.094,-54.822540283203125,2,4619,1175,3
6471,0.0,2.64,-44.84427261352539,2,4620,15,3
6472,2.64,3.29,-41.15725326538086,3,4621,15,3
6473,3.29,3.38,-55.46464538574219,3,4622,15,3
6474,3.38,3.8049375,-36.66252899169922,2,4623,15,3
