id,begin,end,utterance_id,word_id,pronunciation_id,workflow_id
4415,0.0,0.65,1190,4236,4516,3
4416,0.65,1.2099375,1190,1,1,3
4417,0.0,0.53,320,199862,208653,3
4418,0.53,0.56,320,1,1,3
4419,0.56,1.321,320,126001,131488,3
4420,0.0,0.12,1245,1,1,3
4421,0.12,0.31,1245,122227,127568,3
4422,0.31,0.75,1245,199862,208653,3
4423,0.75,1.28,1245,1,1,3
4424,1.28,1.4,1245,199862,208653,3
4425,1.4,1.612,1245,1,1,3
4426,0.0,0.09,1366,1,1,3
4427,0.09,0.27,1366,198058,206808,3
4428,0.27,0.351,1366,1,1,3
4429,0.0,0.19,13,1,1,3
4430,0.19,0.52,13,199862,208653,3
4431,0.52,1.84,13,1,1,3
4432,1.84,2.5,13,199862,208653,3
4433,2.5,2.747,13,1,1,3
4434,0.0,0.29,373,1,1,3
4435,0.29,1.02,373,199862,208653,3
4436,1.02,1.2899375,373,1,1,3
4437,0.0,0.04,14,1,1,3
4438,0.04,0.41,14,199862,208653,3
4439,0.41,0.58,14,125032,130479,3
4440,0.58,0.8309375,14,1,1,3
4441,0.0,0.03,1331,1,1,3
4442,0.03,0.58,1331,193480,201874,3
4443,0.58,0.72,1331,1,1,3
4444,0.0,0.09,39,1,1,3
4445,0.09,0.29,39,198058,206808,3
4446,0.29,0.571,39,1,1,3
4447,0.0,0.6539375,244,199862,208653,3
4448,0.0,0.04,152,1,1,3
4449,0.04,0.1,152,198058,206808,3
4450,0.1,0.26,152,199862,208653,3
4451,0.26,0.3609375,152,1,1,3
4452,0.0,0.12,429,1,1,3
4453,0.12,0.86,429,199862,208653,3
4454,0.86,1.2,429,1,1,3
4455,1.2,1.52,429,199862,208653,3
4456,1.52,1.6039375,429,1,1,3
4457,0.0,0.27,409,199862,208653,3
4458,0.27,1.0099375,409,1,1,3
4459,0.0,0.41,520,198246,207001,3
4460,0.41,0.46,520,1,1,3
4461,0.46,0.9429375,520,199862,208653,3
4462,0.0,0.03,261,1,1,3
4463,0.03,0.301,261,198058,206808,3
4464,0.0,0.3,410,1,1,3
4465,0.3,0.79,410,199862,208653,3
4466,0.79,0.85,410,1,1,3
4467,0.85,1.33,410,199862,208653,3
4468,1.33,1.5699375,410,1,1,3
4469,0.0,0.36,457,185045,193093,3
4470,0.36,0.668,457,1,1,3
4471,0.0,0.29,535,1,1,3
4472,0.29,0.7,535,199862,208653,3
4473,0.7,0.97,535,199862,208653,3
4474,0.97,1.1009375,535,1,1,3
4475,0.0,0.27,444,1,1,3
4476,0.27,1.14,444,199862,208653,3
4477,1.14,1.54,444,1,1,3
4478,1.54,1.91,444,197715,206459,3
4479,1.91,2.17,444,1,1,3
4480,0.0,0.54,479,199862,208653,3
4481,0.54,0.69,479,122227,127568,3
4482,0.69,0.894,479,199862,208653,3
4483,0.0,0.07,469,1,1,3
4484,0.07,0.4,469,197715,206459,3
4485,0.4,0.8199375,469,1,1,3
4486,0.0,3.33,537,1,1,3
4487,3.33,4.49,537,199862,208653,3
4488,4.49,7.539,537,1,1,3
4489,0.0,0.25,568,1,1,3
4490,0.25,1.29,568,199862,208653,3
4491,1.29,1.4429375,568,1,1,3
4492,0.0,0.2929375,494,199862,208653,3
4493,0.0,0.72,482,1,1,3
4494,0.72,1.03,482,125032,130479,3
4495,1.03,1.23,482,1,1,3
4496,0.0,0.04,607,199862,208653,3
4497,0.04,0.411,607,1,1,3
4498,0.0,0.04,579,1,1,3
4499,0.04,0.66,579,8070,8549,3
4500,0.66,0.738,579,1,1,3
4501,0.0,0.09,594,1,1,3
4502,0.09,0.28,594,74972,78591,3
4503,0.28,0.53,594,199862,208653,3
4504,0.53,0.6129375,594,1,1,3
4505,0.0,0.13,51,1,1,3
4506,0.13,0.77,51,199862,208653,3
4507,0.77,1.59,51,1,1,3
4508,1.59,2.46,51,148001,154810,3
4509,2.46,2.5009375,51,1,1,3
4510,0.0,0.27,741,199862,208653,3
4511,0.27,0.377,741,1,1,3
4512,0.0,0.05,646,199862,208653,3
4513,0.05,0.93,646,5414,5768,3
4514,0.93,2.9659375,646,1,1,3
4515,0.0,0.63,689,1,1,3
4516,0.63,0.83,689,34957,36409,3
4517,0.83,1.56,689,199862,208653,3
4518,1.56,2.17,689,1,1,3
4519,2.17,2.48,689,199862,208653,3
4520,2.48,2.5419375,689,1,1,3
4521,0.0,0.11,806,199862,208653,3
4522,0.11,0.5349375,806,1,1,3
4523,0.0,0.36,704,199862,208653,3
4524,0.36,0.5059375,704,1,1,3
4525,0.0,0.36,747,1,1,3
4526,0.36,0.9,747,125022,130469,3
4527,0.9,0.989,747,1,1,3
4528,0.0,0.31,810,1,1,3
4529,0.31,0.72,810,199862,208653,3
4530,0.72,1.0379375,810,1,1,3
4531,0.0,0.05,801,1,1,3
4532,0.05,0.3,801,199862,208653,3
4533,0.3,0.375,801,1,1,3
4534,0.0,0.22,876,1,1,3
4535,0.22,0.59,876,199862,208653,3
4536,0.59,0.7549375,876,1,1,3
4537,0.0,0.12,796,1,1,3
4538,0.12,0.42,796,199862,208653,3
4539,0.42,1.01,796,153084,160060,3
4540,1.01,1.0399375,796,1,1,3
4541,0.0,0.06,1054,1,1,3
4542,0.06,0.67,1054,199862,208653,3
4543,0.67,0.9259375,1054,1,1,3
4544,0.0,0.16,92,1,1,3
4545,0.16,1.26,92,199862,208653,3
4546,1.26,1.6619375,92,1,1,3
4547,0.0,0.47,1073,1,1,3
4548,0.47,1.01,1073,199862,208653,3
4549,1.01,3.4089375,1073,1,1,3
4550,0.0,0.65,835,199862,208653,3
4551,0.65,1.77,835,26056,27206,3
4552,1.77,1.908,835,1,1,3
4553,0.0,0.17,979,1,1,3
4554,0.17,0.54,979,199862,208653,3
4555,0.54,0.92,979,199862,208653,3
4556,0.92,2.59,979,1,1,3
4557,2.59,3.53,979,199862,208653,3
4558,3.53,3.8369375,979,1,1,3
4559,0.0,0.61,108,1,1,3
4560,0.61,0.89,108,144953,151315,3
4561,0.89,0.94,108,199862,208653,3
4562,0.94,1.458,108,1,1,3
4563,0.0,0.19,944,199862,208653,3
4564,0.19,0.37,944,1,1,3
4565,0.37,0.875,944,199862,208653,3
4566,0.0,0.45,992,199862,208653,3
4567,0.45,0.566,992,1,1,3
4568,0.0,1.16,1111,1,1,3
4569,1.16,1.29,1111,199862,208653,3
4570,1.29,1.77,1111,88314,92560,3
4571,1.77,2.16,1111,199862,208653,3
4572,2.16,2.7659375,1111,199862,208653,3
4573,0.0,1.72,1044,199862,208653,3
4574,1.72,2.28,1044,1,1,3
4575,2.28,2.34,1044,198058,206808,3
4576,2.34,2.54,1044,199862,208653,3
4577,2.54,2.805,1044,1,1,3
4578,0.0,0.18,11,199862,208653,3
4579,0.18,0.36,11,1,1,3
4580,0.36,0.63,11,125022,130469,3
4581,0.63,0.8659375,11,1,1,3
4582,0.0,0.56,107,199862,208653,3
4583,0.56,0.624,107,1,1,3
4584,0.0,1.3,1131,1,1,3
4585,1.3,2.4,1131,199862,208653,3
4586,2.4,5.37,1131,194782,203431,3
4587,5.37,5.61,1131,199862,208653,3
4588,5.61,7.5359375,1131,199862,208653,3
4589,0.0,0.16,115,1,1,3
4590,0.16,0.49,115,199862,208653,3
4591,0.49,0.5889375,115,1,1,3
4592,0.0,0.34,1194,199862,208653,3
4593,0.34,0.442,1194,1,1,3
4594,0.0,0.14,1322,1,1,3
4595,0.14,0.31,1322,199862,208653,3
4596,0.31,0.774,1322,1,1,3
4597,0.0,0.35,1167,1,1,3
4598,0.35,0.65,1167,175884,183644,3
4599,0.65,0.9439375,1167,1,1,3
4600,0.0,0.23,1223,1,1,3
4601,0.23,0.64,1223,199862,208653,3
4602,0.64,0.7539375,1223,1,1,3
4603,0.0,0.33,117,1,1,3
4604,0.33,0.64,117,199862,208653,3
4605,0.64,1.14,117,1,1,3
4606,1.14,1.59,117,199862,208653,3
4607,1.59,1.7579375,117,1,1,3
4608,0.0,0.09,1330,1,1,3
4609,0.09,0.31,1330,199862,208653,3
4610,0.31,0.465,1330,1,1,3
4611,0.0,0.07,1239,1,1,3
4612,0.07,0.18,1239,198058,206808,3
4613,0.18,0.39,1239,1,1,3
4614,0.39,0.66,1239,199862,208653,3
4615,0.66,1.54,1239,1,1,3
4616,1.54,1.862,1239,199862,208653,3
4617,0.0,0.32,1175,1,1,3
4618,0.32,0.92,1175,199862,208653,3
4619,0.92,1.094,1175,1,1,3
4620,0.0,2.64,15,1,1,3
4621,2.64,3.29,15,199862,208653,3
4622,3.29,3.38,15,199862,208653,3
4623,3.38,3.8049375,15,1,1,3
4624,0.0,0.19,1253,199862,208653,3
4625,0.19,0.25,1253,198058,206808,3
4626,0.25,0.55,1253,199862,208653,3
4627,0.55,0.7269375,1253,1,1,3
4628,0.0,0.3949375,1177,199862,208653,3
4629,0.0,0.47,321,1,1,3
4630,0.47,0.69,321,199862,208653,3
4631,0.69,1.073,321,1,1,3
4632,0.0,0.09,127,1,1,3
4633,0.09,0.56,127,199862,208653,3
4634,0.56,0.649,127,1,1,3
4635,0.0,0.23,394,1,1,3
4636,0.23,0.61,394,23289,24345,3
4637,0.61,0.7889375,394,199862,208653,3
4638,0.0,0.61,1196,1,1,3
4639,0.61,0.96,1196,163805,171111,3
4640,0.96,1.458,1196,1,1,3
4641,0.0,0.03,1281,1,1,3
4642,0.03,0.2,1281,199862,208653,3
4643,0.2,0.88,1281,1,1,3
4644,0.88,1.34,1281,144953,151316,3
4645,1.34,1.37,1281,1,1,3
4646,1.37,1.83,1281,199862,208653,3
4647,1.83,2.44,1281,1,1,3
4648,2.44,3.1749375,1281,199862,208653,3
4649,0.0,0.13,42,1,1,3
4650,0.13,0.71,42,199862,208653,3
4651,0.71,1.2479375,42,1,1,3
4652,0.0,0.22,1211,1,1,3
4653,0.22,0.8979375,1211,199862,208653,3
4654,0.0,0.06,450,1,1,3
4655,0.06,0.5969375,450,175884,183644,3
4656,0.0,0.03,1305,1,1,3
4657,0.03,0.259,1305,199862,208653,3
4658,0.0,0.66,1217,1,1,3
4659,0.66,0.97,1217,24372,25457,3
4660,0.97,1.3099375,1217,1,1,3
4661,0.0,0.34,1349,199862,208653,3
4662,0.34,0.442,1349,1,1,3
4663,0.0,0.05,487,1,1,3
4664,0.05,0.23,487,25895,27037,3
4665,0.23,1.0199375,487,1,1,3
4666,0.0,0.35,1357,101994,106721,3
4667,0.35,0.9989375,1357,1,1,3
4668,0.0,0.1,1219,1,1,3
4669,0.1,0.38,1219,24372,25457,3
4670,0.38,0.9519375,1219,1,1,3
4671,0.0,0.24,519,1,1,3
4672,0.24,0.75,519,160055,167263,3
4673,0.75,0.86,519,199862,208653,3
4674,0.86,0.94,519,1,1,3
4675,0.0,0.18,142,199862,208653,3
4676,0.18,0.24,142,198058,206808,3
4677,0.24,0.546,142,199862,208653,3
4678,0.0,0.05,532,1,1,3
4679,0.05,0.2,532,183015,191013,3
4680,0.2,0.24,532,1,1,3
4681,0.24,0.31,532,143053,149338,3
4682,0.31,0.34,532,52623,55063,3
4683,0.34,0.4,532,24669,25759,3
4684,0.4,0.76,532,1,1,3
4685,0.76,0.788,532,8,10,3
4686,0.0,0.45,1289,1,1,3
4687,0.45,0.5,1289,199862,208653,3
4688,0.5,0.93,1289,1,1,3
4689,0.93,1.73,1289,199862,208653,3
4690,1.73,2.334,1289,1,1,3
4691,0.0,0.14,16,1,1,3
4692,0.14,0.5449375,16,199862,208653,3
4693,0.0,0.27,627,1,1,3
4694,0.27,0.46,627,84689,88644,3
4695,0.46,0.557,627,1,1,3
4696,0.0,0.41,1358,1,1,3
4697,0.41,0.85,1358,65229,68518,3
4698,0.85,1.2889375,1358,1,1,3
4699,0.0,0.18,738,1,1,3
4700,0.18,1.12,738,5839,6211,3
4701,1.12,1.273,738,199862,208653,3
4702,0.0,0.21,178,125032,130479,3
4703,0.21,0.72,178,199862,208653,3
4704,0.72,0.8859375,178,1,1,3
4705,0.0,0.47,17,199862,208653,3
4706,0.47,1.01,17,1,1,3
4707,1.01,1.18,17,199862,208653,3
4708,1.18,1.73,17,1,1,3
4709,1.73,2.21,17,199862,208653,3
4710,2.21,2.384,17,1,1,3
4711,0.0,0.41,751,1,1,3
4712,0.41,0.7,751,129756,135384,3
4713,0.7,1.63,751,199862,208653,3
4714,1.63,2.22,751,1,1,3
4715,0.0,0.8129375,177,65465,68764,3
4716,0.0,0.1,181,1,1,3
4717,0.1,0.92,181,58325,61227,3
4718,0.92,0.961,181,1,1,3
4719,0.0,0.77,812,1,1,3
4720,0.77,1.45,812,199891,208679,3
4721,1.45,2.16,812,1,1,3
4722,0.0,0.8,18,1,1,3
4723,0.8,1.2,18,199862,208653,3
4724,1.2,1.6749375,18,1,1,3
4725,0.0,0.23,235,1,1,3
4726,0.23,0.519,235,199862,208653,3
4727,0.0,0.2,196,1,1,3
4728,0.2,0.51,196,24372,25457,3
4729,0.51,0.785,196,1,1,3
4730,0.0,0.1,856,1,1,3
4731,0.1,0.552,856,199862,208653,3
4732,0.0,0.13,27,1,1,3
4733,0.13,0.363,27,199862,208653,3
4734,0.0,0.1,256,1,1,3
4735,0.1,1.06,256,69488,72931,3
4736,1.06,1.0939375,256,1,1,3
4737,0.0,0.04,861,1,1,3
4738,0.04,0.4359375,861,122958,128311,3
4739,0.0,0.06,344,1,1,3
4740,0.06,0.7019375,344,199862,208653,3
4741,0.0,0.66,315,1,1,3
4742,0.66,0.9,315,199862,208653,3
4743,0.9,1.43,315,1,1,3
4744,1.43,1.95,315,199862,208653,3
4745,1.95,2.6399375,315,2194,2381,3
4746,0.0,0.14,954,199862,208653,3
4747,0.14,0.17,954,199862,208653,3
4748,0.17,0.602,954,1,1,3
4749,0.0,0.11,346,1,1,3
4750,0.11,0.29,346,199862,208653,3
4751,0.29,0.65,346,160055,167263,3
4752,0.65,0.87,346,199862,208653,3
4753,0.87,1.0899375,346,1,1,3
4754,0.0,0.08,989,1,1,3
4755,0.08,1.0389375,989,199894,208682,3
4756,0.0,0.04,351,1,1,3
4757,0.04,0.48,351,197005,205729,3
4758,0.48,0.547,351,1,1,3
4759,0.0,0.15,1023,1,1,3
4760,0.15,0.25,1023,197750,206494,3
4761,0.25,0.5,1023,199862,208653,3
4762,0.5,0.6259375,1023,1,1,3
4763,0.0,0.05,356,1,1,3
4764,0.05,0.41,356,199862,208653,3
4765,0.41,1.5,356,1,1,3
4766,1.5,2.389,356,199862,208653,3
4767,0.0,0.22,369,1,1,3
4768,0.22,0.49,369,199862,208653,3
4769,0.49,0.8129375,369,1,1,3
4770,0.0,0.5969375,378,199862,208653,3
4771,0.0,0.06,1060,1,1,3
4772,0.06,0.5649375,1060,85055,89031,3
4773,0.0,0.43,423,1,1,3
4774,0.43,1.19,423,1223,1318,3
4775,1.19,1.3709375,423,1,1,3
4776,0.0,0.598,415,199862,208653,3
4777,0.0,0.18,1100,1,1,3
4778,0.18,0.55,1100,197750,206494,3
4779,0.55,1.1489375,1100,1,1,3
4780,0.0,0.33,458,1,1,3
4781,0.33,2.11,458,199862,208653,3
4782,2.11,6.19,458,1,1,3
4783,6.19,6.66,458,199862,208653,3
4784,6.66,8.0,458,1,1,3
4785,8.0,8.37,458,199862,208653,3
4786,8.37,13.54,458,1,1,3
4787,13.54,14.11,458,125032,130479,3
4788,14.11,14.68,458,1,1,3
4789,14.68,15.84,458,199862,208653,3
4790,15.84,15.951,458,1,1,3
4791,0.0,0.17,521,1,1,3
4792,0.17,0.493,521,199862,208653,3
4793,0.0,0.53,512,1,1,3
4794,0.53,0.87,512,24372,25457,3
4795,0.87,1.039,512,1,1,3
4796,0.0,0.59,548,199862,208653,3
4797,0.59,0.6749375,548,1,1,3
4798,0.0,1.312,1126,199862,208653,3
4799,0.0,0.04,119,1,1,3
4800,0.04,1.03,119,199862,208653,3
4801,1.03,1.45,119,1,1,3
4802,1.45,1.54,119,199862,208653,3
4803,1.54,1.8369375,119,1,1,3
4804,0.0,0.727,562,199862,208653,3
4805,0.0,0.88,53,1,1,3
4806,0.88,1.4,53,199862,208653,3
4807,1.4,1.9919375,53,1,1,3
4808,0.0,0.4939375,577,199862,208653,3
4809,0.0,0.17,1225,1,1,3
4810,0.17,0.82,1225,199862,208653,3
4811,0.82,1.38,1225,1,1,3
4812,1.38,2.09,1225,199862,208653,3
4813,2.09,2.301,1225,1,1,3
4814,0.0,0.76,572,1,1,3
4815,0.76,1.094,572,199862,208653,3
4816,0.0,0.11,1277,1,1,3
4817,0.11,0.61,1277,199862,208653,3
4818,0.61,0.728,1277,1,1,3
4819,0.0,0.32,698,199862,208653,3
4820,0.32,0.3669375,698,1,1,3
4821,0.0,0.16,1324,1,1,3
4822,0.16,0.45,1324,197750,206494,3
4823,0.45,0.7809375,1324,1,1,3
4824,0.0,0.28,580,1,1,3
4825,0.28,0.68,580,199862,208653,3
4826,0.68,4.9689375,580,1,1,3
4827,0.0,0.5709375,709,199862,208653,3
4828,0.0,0.42,155,199862,208653,3
4829,0.42,0.68,155,1,1,3
4830,0.68,1.08,155,125032,130479,3
4831,1.08,1.1719375,155,1,1,3
4832,0.0,0.27,581,1,1,3
4833,0.27,0.87,581,101994,106721,3
4834,0.87,0.982,581,1,1,3
4835,0.0,0.519,712,199862,208653,3
4836,0.0,0.39,592,1,1,3
4837,0.39,0.67,592,175884,183644,3
4838,0.67,0.911,592,1,1,3
4839,0.0,0.12,169,1,1,3
4840,0.12,0.38,169,182874,190869,3
4841,0.38,0.706,169,1,1,3
4842,0.0,0.03,726,1,1,3
4843,0.03,0.43,726,175884,183644,3
4844,0.43,1.705,726,199862,208653,3
4845,0.0,0.12,637,1,1,3
4846,0.12,1.18,637,199862,208653,3
4847,1.18,2.877,637,1,1,3
4848,0.0,0.13,748,1,1,3
4849,0.13,0.28,748,196728,205444,3
4850,0.28,0.8,748,199862,208653,3
4851,0.8,0.925,748,1,1,3
4852,0.0,0.09,645,1,1,3
4853,0.09,0.56,645,199862,208653,3
4854,0.56,0.673,645,1,1,3
4855,0.0,0.6,191,1,1,3
4856,0.6,1.01,191,14210,15018,3
4857,1.01,1.2159375,191,1,1,3
4858,0.0,0.4979375,673,199862,208653,3
4859,0.0,0.71,20,199862,208653,3
4860,0.71,1.2809375,20,199862,208653,3
4861,0.0,0.5489375,749,199862,208653,3
4862,0.0,0.1,759,1,1,3
4863,0.1,0.47,759,199862,208653,3
4864,0.47,0.5219375,759,1,1,3
4865,0.0,0.54,68,1,1,3
4866,0.54,1.12,68,199862,208653,3
4867,1.12,1.84,68,1,1,3
4868,1.84,2.82,68,9342,9874,3
4869,2.82,3.338,68,1,1,3
4870,0.0,0.09,232,1,1,3
4871,0.09,0.594,232,199862,208653,3
4872,0.0,0.753,804,199862,208653,3
4873,0.0,0.31,687,1,1,3
4874,0.31,0.48,687,198058,206808,3
4875,0.48,0.954,687,1,1,3
4876,0.0,0.21,250,1,1,3
4877,0.21,0.58,250,197750,206494,3
4878,0.58,0.7249375,250,1,1,3
4879,0.0,0.46,82,199862,208653,3
4880,0.46,0.572,82,1,1,3
4881,0.0,0.15,697,1,1,3
4882,0.15,0.9819375,697,199862,208653,3
4883,0.0,0.03,255,1,1,3
4884,0.03,0.81,255,149474,156363,3
4885,0.81,0.8589375,255,1,1,3
4886,0.0,0.39,827,199862,208653,3
4887,0.0,0.4719375,281,199862,208653,3
4888,0.0,0.2,851,1,1,3
4889,0.2,0.47,851,199862,208653,3
4890,0.47,2.19,851,1,1,3
4891,2.19,2.23,851,199862,208653,3
4892,2.23,3.67,851,1,1,3
4893,0.0,1.0119375,838,199862,208653,3
4894,0.0,0.05,285,1,1,3
4895,0.05,0.38,285,199886,208674,3
4896,0.38,0.5509375,285,1,1,3
4897,0.0,0.59,892,1,1,3
4898,0.59,0.77,892,198058,206808,3
4899,0.77,1.85,892,1,1,3
4900,1.85,2.98,892,199862,208653,3
4901,2.98,3.1469375,892,1,1,3
4902,0.0,0.42,858,1,1,3
4903,0.42,1.03,858,199862,208653,3
4904,1.03,1.38,858,1,1,3
4905,1.38,1.65,858,199862,208653,3
4906,1.65,1.9439375,858,1,1,3
4907,0.0,0.96,919,199862,208653,3
4908,0.96,1.25,919,1,1,3
4909,0.0,0.05,990,1,1,3
4910,0.05,0.59,990,163805,171111,3
4911,0.59,0.622,990,1,1,3
4912,0.0,0.394,873,199862,208653,3
4913,0.0,0.06,312,1,1,3
4914,0.06,0.61,312,163805,171111,3
4915,0.61,0.7609375,312,1,1,3
4916,0.0,0.06,899,1,1,3
4917,0.06,0.16,899,199862,208653,3
4918,0.16,0.4,899,199862,208653,3
4919,0.4,0.571,899,1,1,3
4920,0.0,0.32,1029,1,1,3
4921,0.32,0.937,1029,199862,208653,3
4922,0.0,0.24,376,1,1,3
4923,0.24,0.45,376,197750,206494,3
4924,0.45,1.3269375,376,1,1,3
4925,0.0,0.4,907,199862,208653,3
4926,0.4,0.5199375,907,1,1,3
4927,0.0,0.23,1034,1,1,3
4928,0.23,0.46,1034,125032,130479,3
4929,0.46,0.4929375,1034,1,1,3
4930,0.0,0.13,940,1,1,3
4931,0.13,0.2,940,198058,206808,3
4932,0.2,0.55,940,199862,208653,3
4933,0.55,0.7529375,940,1,1,3
4934,0.0,0.18,395,1,1,3
4935,0.18,0.51,395,199862,208653,3
4936,0.51,0.92,395,1,1,3
4937,0.92,1.23,395,199862,208653,3
4938,1.23,1.375,395,1,1,3
4939,0.0,0.26,1036,1,1,3
4940,0.26,0.51,1036,199862,208653,3
4941,0.51,0.6789375,1036,1,1,3
4942,0.0,0.75,413,199862,208653,3
4943,0.0,0.27,949,1,1,3
4944,0.27,0.753,949,199862,208653,3
4945,0.0,0.84,1075,199862,208653,3
4946,0.84,0.9739375,1075,1,1,3
