utt_id,file_id,speaker,speaker_gender_mode,prev_speaker,interlocutor_gender,gender_match,lang,condition
test_185_5,test_185_5,MAYA,female,INDRAVARDHAN,male,different,HI,monolingual_HI
test_185_6,test_185_6,INDRAVARDHAN,male,MAYA,female,different,HI,monolingual_HI
test_185_7,test_185_7,INDRAVARDHAN,male,INDRAVARDHAN,male,same,HI,monolingual_HI
test_185_8,test_185_8,INDRAVARDHAN,male,INDRAVARDHAN,male,same,CS,code_switched
test_185_9,test_185_9,MAYA,female,INDRAVARDHAN,male,different,CS,code_switched
test_185_10,test_185_10,INDRAVARDHAN,male,MAYA,female,different,CS,code_switched
test_185_11,test_185_11,MAYA,female,INDRAVARDHAN,male,different,CS,code_switched
test_185_12,test_185_12,INDRAVARDHAN,male,MAYA,female,different,HI,monolingual_HI
test_185_13,test_185_13,MAYA,female,INDRAVARDHAN,male,different,CS,code_switched
test_186_3,test_186_3,SONIYA,female,,,unknown,CS,code_switched
test_186_4,test_186_4,MAYA,female,SONIYA,female,same,CS,code_switched
test_191_0,test_191_0,GURPREET,unknown,,,unknown,CS,code_switched
test_191_1,test_191_1,SAHIL,male,GURPREET,unknown,unknown,CS,code_switched
test_191_2,test_191_2,GURPREET,unknown,SAHIL,male,unknown,CS,code_switched
test_191_3,test_191_3,SAHIL,male,GURPREET,unknown,unknown,CS,code_switched
test_194_0,test_194_0,BALDEV,male,,,unknown,CS,code_switched
test_194_1,test_194_1,INDRAVARDHAN,male,BALDEV,male,same,HI,monolingual_HI
test_195_0,test_195_0,MAYA,female,,,unknown,EN,monolingual_EN
test_195_1,test_195_1,ROSESH,male,MAYA,female,different,CS,code_switched
test_195_2,test_195_2,MAYA,female,ROSESH,male,different,CS,code_switched
test_196_0,test_196_0,MONISHA,female,,,unknown,CS,code_switched
test_196_1,test_196_1,SAHIL,male,MONISHA,female,different,CS,code_switched
test_196_2,test_196_2,MONISHA,female,SAHIL,male,different,CS,code_switched
test_197_0,test_197_0,MAYA,female,,,unknown,CS,code_switched
test_197_1,test_197_1,MONISHA,female,MAYA,female,same,CS,code_switched
test_197_2,test_197_2,MAYA,female,MONISHA,female,same,CS,code_switched
test_198_0,test_198_0,MADHUSUDAN,male,,,unknown,CS,code_switched
test_198_4,test_198_4,MAYA,female,MADHUSUDAN,male,different,CS,code_switched
test_199_4,test_199_4,KISMI,female,,,unknown,CS,code_switched
test_199_5,test_199_5,SAHIL,male,KISMI,female,different,CS,code_switched
test_200_1,test_200_1,MONISHA,female,,,unknown,CS,code_switched
test_200_2,test_200_2,MAYA,female,MONISHA,female,same,CS,code_switched
test_203_0,test_203_0,ROSESH,male,,,unknown,CS,code_switched
test_203_1,test_203_1,SAHIL,male,ROSESH,male,same,CS,code_switched
test_205_0,test_205_0,INDRAVARDHAN,male,,,unknown,CS,code_switched
test_205_1,test_205_1,DUSHYANT,male,INDRAVARDHAN,male,same,CS,code_switched
test_205_2,test_205_2,DUSHYANT,male,DUSHYANT,male,same,CS,code_switched
test_205_3,test_205_3,INDRAVARDHAN,male,DUSHYANT,male,same,CS,code_switched
test_207_2,test_207_2,MAYA,female,,,unknown,CS,code_switched
test_207_3,test_207_3,RAJ GOPAL SHARMA,male,MAYA,female,different,CS,code_switched
test_209_0,test_209_0,MONISHA,female,,,unknown,CS,code_switched
test_209_1,test_209_1,SAHIL,male,MONISHA,female,different,EN,monolingual_EN
test_209_2,test_209_2,SAHIL,male,SAHIL,male,same,CS,code_switched
test_209_3,test_209_3,MONISHA,female,SAHIL,male,different,CS,code_switched
test_209_4,test_209_4,SAHIL,male,MONISHA,female,different,CS,code_switched
test_21_0,test_21_0,ROSESH,male,,,unknown,CS,code_switched
test_21_1,test_21_1,SAHIL,male,ROSESH,male,same,CS,code_switched
test_210_0,test_210_0,INDRAVARDHAN,male,,,unknown,CS,code_switched
test_210_1,test_210_1,VITTHAL,male,INDRAVARDHAN,male,same,CS,code_switched
test_212_0,test_212_0,INDRAVARDHAN,male,,,unknown,CS,code_switched
test_212_1,test_212_1,MAYA,female,INDRAVARDHAN,male,different,CS,code_switched
test_215_0,test_215_0,INDRAVARDHAN,male,,,unknown,CS,code_switched
test_215_2,test_215_2,INDRAVARDHAN,male,INDRAVARDHAN,male,same,HI,monolingual_HI
test_215_3,test_215_3,SAHIL,male,INDRAVARDHAN,male,same,CS,code_switched
test_215_4,test_215_4,INDRAVARDHAN,male,SAHIL,male,same,CS,code_switched
test_216_0,test_216_0,SAHIL,male,,,unknown,CS,code_switched
test_216_1,test_216_1,MAYA,female,SAHIL,male,different,CS,code_switched
test_216_2,test_216_2,SAHIL,male,MAYA,female,different,CS,code_switched
test_216_3,test_216_3,MAYA,female,SAHIL,male,different,HI,monolingual_HI
test_218_0,test_218_0,ROSESH,male,,,unknown,HI,monolingual_HI
test_218_1,test_218_1,ROSESH,male,ROSESH,male,same,CS,code_switched
test_218_2,test_218_2,SAHIL,male,ROSESH,male,same,CS,code_switched
test_219_2,test_219_2,SHARMAN,male,,,unknown,CS,code_switched
test_219_3,test_219_3,INDRAVARDHAN,male,SHARMAN,male,same,EN,monolingual_EN
test_219_4,test_219_4,SHARMAN,male,INDRAVARDHAN,male,same,EN,monolingual_EN
test_219_5,test_219_5,INDRAVARDHAN,male,SHARMAN,male,same,CS,code_switched
test_222_0,test_222_0,MAYA,female,,,unknown,CS,code_switched
test_222_2,test_222_2,MAYA,female,MAYA,female,same,CS,code_switched
test_222_3,test_222_3,ROSESH,male,MAYA,female,different,CS,code_switched
test_222_4,test_222_4,MAYA,female,ROSESH,male,different,CS,code_switched
test_224_0,test_224_0,MONISHA,female,,,unknown,CS,code_switched
test_224_1,test_224_1,INDRAVARDHAN,male,MONISHA,female,different,HI,monolingual_HI
test_27_0,test_27_0,MONISHA,female,,,unknown,CS,code_switched
test_27_1,test_27_1,MAYA,female,MONISHA,female,same,CS,code_switched
test_3_0,test_3_0,INDRAVARDHAN,male,,,unknown,CS,code_switched
test_3_1,test_3_1,MAYA,female,INDRAVARDHAN,male,different,CS,code_switched
test_30_0,test_30_0,INDRAVARDHAN,male,,,unknown,CS,code_switched
test_30_1,test_30_1,MAYA,female,INDRAVARDHAN,male,different,CS,code_switched
test_34_0,test_34_0,ROSESH,male,,,unknown,CS,code_switched
test_34_1,test_34_1,SAHIL,male,ROSESH,male,same,EN,monolingual_EN
test_34_2,test_34_2,ROSESH,male,SAHIL,male,same,CS,code_switched
test_34_3,test_34_3,SAHIL,male,ROSESH,male,same,CS,code_switched
test_34_5,test_34_5,SAHIL,male,SAHIL,male,same,CS,code_switched
test_37_0,test_37_0,ILA,female,,,unknown,CS,code_switched
test_37_2,test_37_2,INDRAVARDHAN,male,ILA,female,different,CS,code_switched
test_39_0,test_39_0,MAYA,female,,,unknown,CS,code_switched
test_39_1,test_39_1,DUSHYANT,male,MAYA,female,different,CS,code_switched
test_39_2,test_39_2,MAYA,female,DUSHYANT,male,different,EN,monolingual_EN
test_4_1,test_4_1,ROSESH,male,,,unknown,CS,code_switched
test_4_2,test_4_2,INDRAVARDHAN,male,ROSESH,male,same,CS,code_switched
test_40_0,test_40_0,KOKI,female,,,unknown,HI,monolingual_HI
test_40_1,test_40_1,INDRAVARDHAN,male,KOKI,female,different,CS,code_switched
test_40_2,test_40_2,KOKI,female,INDRAVARDHAN,male,different,CS,code_switched
test_43_1,test_43_1,MAYA,female,,,unknown,EN,monolingual_EN
test_43_2,test_43_2,ROSESH,male,MAYA,female,different,CS,code_switched
test_43_3,test_43_3,MAYA,female,ROSESH,male,different,CS,code_switched
test_45_0,test_45_0,MAYA,female,,,unknown,CS,code_switched
test_45_1,test_45_1,INDRAVARDHAN,male,MAYA,female,different,EN,monolingual_EN
test_45_2,test_45_2,MAYA,female,INDRAVARDHAN,male,different,CS,code_switched
test_45_3,test_45_3,INDRAVARDHAN,male,MAYA,female,different,CS,code_switched
test_48_0,test_48_0,MONISHA,female,,,unknown,CS,code_switched
test_48_1,test_48_1,SAHIL,male,MONISHA,female,different,HI,monolingual_HI
test_49_0,test_49_0,DUSHYANT,male,,,unknown,CS,code_switched
test_49_1,test_49_1,INDRAVARDHAN,male,DUSHYANT,male,same,CS,code_switched
test_52_0,test_52_0,ROSESH,male,,,unknown,CS,code_switched
test_52_1,test_52_1,DUSHYANT,male,ROSESH,male,same,CS,code_switched
test_53_5,test_53_5,MONISHA,female,,,unknown,CS,code_switched
test_53_6,test_53_6,INDRAVARDHAN,male,MONISHA,female,different,CS,code_switched
test_55_0,test_55_0,MONISHA,female,,,unknown,CS,code_switched
test_55_1,test_55_1,MAYA,female,MONISHA,female,same,CS,code_switched
test_57_0,test_57_0,MONISHA,female,,,unknown,CS,code_switched
test_57_1,test_57_1,SAHIL,male,MONISHA,female,different,CS,code_switched
test_6_0,test_6_0,INDRAVARDHAN,male,,,unknown,CS,code_switched
test_6_1,test_6_1,MAYA,female,INDRAVARDHAN,male,different,CS,code_switched
test_60_0,test_60_0,BALDEV,male,,,unknown,CS,code_switched
test_60_1,test_60_1,INDRAVARDHAN,male,BALDEV,male,same,CS,code_switched
test_65_0,test_65_0,MAYA,female,,,unknown,HI,monolingual_HI
test_65_1,test_65_1,INDRAVARDHAN,male,MAYA,female,different,HI,monolingual_HI
test_65_2,test_65_2,MAYA,female,INDRAVARDHAN,male,different,HI,monolingual_HI
test_65_3,test_65_3,INDRAVARDHAN,male,MAYA,female,different,HI,monolingual_HI
test_70_0,test_70_0,SIDDHARTH,male,,,unknown,CS,code_switched
test_70_1,test_70_1,SIDDHARTH,male,SIDDHARTH,male,same,HI,monolingual_HI
test_70_2,test_70_2,SIDDHARTH,male,SIDDHARTH,male,same,EN,monolingual_EN
test_70_3,test_70_3,SIDDHARTH,male,SIDDHARTH,male,same,EN,monolingual_EN
test_70_4,test_70_4,SIDDHARTH,male,SIDDHARTH,male,same,EN,monolingual_EN
test_70_5,test_70_5,INDRAVARDHAN,male,SIDDHARTH,male,same,HI,monolingual_HI
test_71_4,test_71_4,SAHIL,male,,,unknown,CS,code_switched
test_71_5,test_71_5,SAHIL,male,SAHIL,male,same,CS,code_switched
test_71_6,test_71_6,INDRAVARDHAN,male,SAHIL,male,same,HI,monolingual_HI
test_79_0,test_79_0,MADHUSUDAN,male,,,unknown,CS,code_switched
test_79_1,test_79_1,INDRAVARDHAN,male,MADHUSUDAN,male,same,HI,monolingual_HI
test_79_2,test_79_2,MADHUSUDAN,male,INDRAVARDHAN,male,same,HI,monolingual_HI
test_79_3,test_79_3,INDRAVARDHAN,male,MADHUSUDAN,male,same,CS,code_switched
test_80_0,test_80_0,MAYA,female,,,unknown,CS,code_switched
test_80_1,test_80_1,ROSESH,male,MAYA,female,different,CS,code_switched
test_80_2,test_80_2,MAYA,female,ROSESH,male,different,CS,code_switched
test_82_0,test_82_0,DUSHYANT,male,,,unknown,CS,code_switched
test_82_1,test_82_1,MONISHA,female,DUSHYANT,male,different,EN,monolingual_EN
test_82_2,test_82_2,DUSHYANT,male,MONISHA,female,different,CS,code_switched
test_82_3,test_82_3,MONISHA,female,DUSHYANT,male,different,CS,code_switched
test_85_1,test_85_1,MONISHA,female,,,unknown,CS,code_switched
test_85_2,test_85_2,MAYA,female,MONISHA,female,same,EN,monolingual_EN
test_92_0,test_92_0,SAHIL,male,,,unknown,CS,code_switched
test_92_1,test_92_1,INDRAVARDHAN,male,SAHIL,male,same,CS,code_switched
test_96_0,test_96_0,MAYA,female,,,unknown,CS,code_switched
test_96_1,test_96_1,INDRAVARDHAN,male,MAYA,female,different,CS,code_switched
test_98_2,test_98_2,SAHIL,male,,,unknown,EN,monolingual_EN
test_98_3,test_98_3,NAGESH,male,SAHIL,male,same,HI,monolingual_HI
train_1_0,train_1_0,VITTHAL,male,,,unknown,CS,code_switched
train_1_1,train_1_1,RADHABAI,female,VITTHAL,male,different,CS,code_switched
train_1_2,train_1_2,VITTHAL,male,RADHABAI,female,different,CS,code_switched
train_1001_0,train_1001_0,MAYA,female,,,unknown,CS,code_switched
train_1001_1,train_1001_1,MONISHA,female,MAYA,female,same,CS,code_switched
train_1002_1,train_1002_1,JUGALKISHORE,male,,,unknown,HI,monolingual_HI
train_1002_2,train_1002_2,MONISHA,female,JUGALKISHORE,male,different,CS,code_switched
train_1003_0,train_1003_0,SAHIL,male,,,unknown,CS,code_switched
train_1003_1,train_1003_1,MONISHA,female,SAHIL,male,different,CS,code_switched
train_1003_2,train_1003_2,SAHIL,male,MONISHA,female,different,CS,code_switched
train_1004_0,train_1004_0,ROSESH,male,,,unknown,CS,code_switched
train_1004_1,train_1004_1,MONISHA,female,ROSESH,male,different,HI,monolingual_HI
train_1006_0,train_1006_0,INDRAVARDHAN,male,,,unknown,HI,monolingual_HI
train_1006_1,train_1006_1,MAYA,female,INDRAVARDHAN,male,different,CS,code_switched
train_1006_2,train_1006_2,INDRAVARDHAN,male,MAYA,female,different,HI,monolingual_HI
train_1007_0,train_1007_0,MAYA,female,,,unknown,HI,monolingual_HI
train_1007_1,train_1007_1,INDRAVARDHAN,male,MAYA,female,different,CS,code_switched
train_1009_2,train_1009_2,MAYA,female,,,unknown,CS,code_switched
train_1009_4,train_1009_4,MAYA,female,MAYA,female,same,CS,code_switched
train_1009_5,train_1009_5,MONISHA,female,MAYA,female,same,CS,code_switched
train_1015_0,train_1015_0,ILA,female,,,unknown,CS,code_switched
train_1015_2,train_1015_2,MAYA,female,ILA,female,same,CS,code_switched
train_1015_3,train_1015_3,ILA,female,MAYA,female,same,HI,monolingual_HI
train_1016_0,train_1016_0,SAHIL,male,,,unknown,EN,monolingual_EN
train_1016_1,train_1016_1,MONISHA,female,SAHIL,male,different,HI,monolingual_HI
train_1016_2,train_1016_2,SAHIL,male,MONISHA,female,different,CS,code_switched
train_1016_3,train_1016_3,MONISHA,female,SAHIL,male,different,CS,code_switched
train_1016_4,train_1016_4,MONISHA,female,MONISHA,female,same,CS,code_switched
train_1016_5,train_1016_5,SAHIL,male,MONISHA,female,different,CS,code_switched
train_1017_0,train_1017_0,INDRAVARDHAN,male,,,unknown,CS,code_switched
train_1017_1,train_1017_1,MONISHA,female,INDRAVARDHAN,male,different,CS,code_switched
train_1018_0,train_1018_0,INDRAVARDHAN,male,,,unknown,HI,monolingual_HI
train_1018_1,train_1018_1,MAYA,female,INDRAVARDHAN,male,different,HI,monolingual_HI
train_1018_2,train_1018_2,INDRAVARDHAN,male,MAYA,female,different,HI,monolingual_HI
train_1018_3,train_1018_3,MAYA,female,INDRAVARDHAN,male,different,HI,monolingual_HI
train_1018_4,train_1018_4,INDRAVARDHAN,male,MAYA,female,different,CS,code_switched
train_1020_0,train_1020_0,SAHIL,male,,,unknown,CS,code_switched
train_1020_1,train_1020_1,MAYA,female,SAHIL,male,different,EN,monolingual_EN
train_1020_2,train_1020_2,SAHIL,male,MAYA,female,different,CS,code_switched
train_1020_4,train_1020_4,SAHIL,male,SAHIL,male,same,CS,code_switched
train_1021_0,train_1021_0,MAYA,female,,,unknown,CS,code_switched
train_1021_1,train_1021_1,ROSESH,male,MAYA,female,different,CS,code_switched
train_1022_0,train_1022_0,JAISHANKAR,male,,,unknown,HI,monolingual_HI
train_1022_1,train_1022_1,MADHUSUDAN,male,JAISHANKAR,male,same,CS,code_switched
train_1022_2,train_1022_2,JAISHANKAR,male,MADHUSUDAN,male,same,CS,code_switched
train_1023_0,train_1023_0,ROSESH,male,,,unknown,CS,code_switched
train_1023_1,train_1023_1,SAHIL,male,ROSESH,male,same,CS,code_switched
train_1025_0,train_1025_0,SAHIL,male,,,unknown,CS,code_switched
train_1025_1,train_1025_1,MONISHA,female,SAHIL,male,different,CS,code_switched
train_1025_2,train_1025_2,SAHIL,male,MONISHA,female,different,CS,code_switched
train_1026_0,train_1026_0,INDRAVARDHAN,male,,,unknown,CS,code_switched
train_1026_1,train_1026_1,SAHIL,male,INDRAVARDHAN,male,same,CS,code_switched
train_1026_2,train_1026_2,INDRAVARDHAN,male,SAHIL,male,same,CS,code_switched
train_1028_2,train_1028_2,MONISHA,female,,,unknown,CS,code_switched
train_1028_3,train_1028_3,SAHIL,male,MONISHA,female,different,CS,code_switched
train_1029_2,train_1029_2,INDRAVARDHAN,male,,,unknown,CS,code_switched
train_1029_3,train_1029_3,MAYA,female,INDRAVARDHAN,male,different,CS,code_switched
train_103_0,train_103_0,MONISHA,female,,,unknown,CS,code_switched
train_103_1,train_103_1,MAYA,female,MONISHA,female,same,CS,code_switched
train_1030_0,train_1030_0,MONISHA,female,,,unknown,CS,code_switched
train_1030_1,train_1030_1,SAHIL,male,MONISHA,female,different,HI,monolingual_HI
train_1031_0,train_1031_0,INDRAVARDHAN,male,,,unknown,HI,monolingual_HI
train_1031_1,train_1031_1,MONISHA,female,INDRAVARDHAN,male,different,CS,code_switched
train_1032_0,train_1032_0,SARUPA,female,,,unknown,CS,code_switched
train_1032_1,train_1032_1,INDRAVARDHAN,male,SARUPA,female,different,CS,code_switched
train_1032_2,train_1032_2,INDRAVARDHAN,male,INDRAVARDHAN,male,same,CS,code_switched
train_1033_0,train_1033_0,SAHIL,male,,,unknown,CS,code_switched
train_1033_1,train_1033_1,DUSHYANT,male,SAHIL,male,same,CS,code_switched
train_1036_0,train_1036_0,INDRAVARDHAN,male,,,unknown,CS,code_switched
train_1036_1,train_1036_1,INDRAVARDHAN,male,INDRAVARDHAN,male,same,CS,code_switched
train_1036_2,train_1036_2,SAHIL,male,INDRAVARDHAN,male,same,CS,code_switched
train_1036_3,train_1036_3,SAHIL,male,SAHIL,male,same,HI,monolingual_HI
train_1036_4,train_1036_4,SAHIL,male,SAHIL,male,same,HI,monolingual_HI
train_1039_0,train_1039_0,ROSESH,male,,,unknown,CS,code_switched
