utt_id,interaction_id,speaker,speaker_age_mode,prev_speaker,interlocutor_age_bucket,age_match,gender,age_bucket,condition
UI01FAZ_0107_2.610_11.919,-1,1,25+,22,19-24,different,female,25+,monolingual_ZH
UI24MAZ_0104_2.725_3.779,-1,24,25+,1,25+,same,male,25+,monolingual_ZH
NI45FBP_0101_2.730_10.420,-1,45,19-24,24,25+,different,female,19-24,monolingual_ZH
UI29FAZ_0103_2.744_7.251,-1,29,25+,45,19-24,different,female,25+,code_switched
UI10FAZ_0104_2.751_43.125,-1,10,19-24,29,25+,different,female,25+,monolingual_ZH
NI02FAX_0101_2.807_4.221,-1,2,19-24,10,19-24,same,female,19-24,monolingual_EN
NI36MBQ_0101_2.807_4.261,-1,36,19-24,2,19-24,same,male,19-24,monolingual_EN
NI13MBQ_0101_2.824_5.242,-1,13,25+,36,19-24,different,male,19-24,code_switched
UI07FAZ_0104_2.880_5.137,-1,7,19-24,13,25+,different,female,25+,code_switched
NI03FBX_0101_2.989_6.910,-1,3,19-24,7,19-24,same,female,19-24,monolingual_EN
NI07FBQ_0101_3.066_8.261,-1,7,19-24,3,19-24,same,female,19-24,code_switched
UI26MAZ_0102_3.072_10.857,-1,26,19-24,7,19-24,same,male,25+,code_switched
UI24MAZ_0105_3.076_16.757,-1,24,25+,26,19-24,different,male,25+,code_switched
UI08MAZ_0101_3.134_5.119,-1,8,19-24,24,25+,different,male,19-24,code_switched
NI61FBP_0101_3.231_3.659,-1,61,19-24,8,19-24,same,female,19-24,monolingual_ZH
UI08MAZ_0102_3.249_3.872,-1,8,19-24,61,19-24,same,male,19-24,monolingual_ZH
UI14MAZ_0101_3.280_11.044,-1,14,19-24,8,19-24,same,male,25+,code_switched
UI24MAZ_0102_3.287_6.273,-1,24,25+,14,19-24,different,male,25+,code_switched
UI18MAZ_0105_3.287_10.838,-1,18,19-24,24,25+,different,male,25+,code_switched
NI29MBP_0101_3.290_6.320,-1,29,25+,18,19-24,different,male,19-24,code_switched
UI17FAZ_0105_3.450_7.881,-1,17,25+,29,25+,same,female,25+,code_switched
NI46FBQ_0101_3.470_4.353,-1,46,19-24,17,25+,different,female,19-24,monolingual_EN
UI15FAZ_0101_3.514_3.999,-1,15,25+,46,19-24,different,female,25+,monolingual_EN
NI27MBQ_0101_3.566_4.673,-1,27,19-24,15,25+,different,male,19-24,monolingual_ZH
NI05MBQ_0101_3.694_4.854,-1,5,19-24,27,19-24,same,male,19-24,monolingual_EN
NI67MBQ_0101_3.740_6.370,-1,67,19-24,5,19-24,same,male,19-24,monolingual_ZH
UI15FAZ_0105_3.755_6.871,-1,15,25+,67,19-24,different,female,25+,monolingual_ZH
NI35FBP_0101_3.760_9.310,-1,35,19-24,15,25+,different,female,19-24,monolingual_EN
NI60MBP_0101_3.770_5.480,-1,60,19-24,35,19-24,same,male,19-24,monolingual_ZH
UI02FAZ_0104_3.779_6.507,-1,2,19-24,60,19-24,same,female,19-24,code_switched
NI40FBQ_0101_3.814_6.477,-1,40,19-24,2,19-24,same,female,19-24,monolingual_EN
UI29FAZ_0104_3.880_7.440,-1,29,25+,40,19-24,different,female,25+,code_switched
UI22MAZ_0104_3.886_4.759,-1,22,19-24,29,25+,different,male,19-24,monolingual_ZH
UI16MAZ_0102_3.939_10.246,-1,16,25+,22,19-24,different,male,25+,monolingual_ZH
NI10FBP_0101_3.946_4.687,-1,10,19-24,16,25+,different,female,19-24,monolingual_EN
UI15FAZ_0101_3.999_4.836,-1,15,25+,10,19-24,different,female,25+,code_switched
NI42FBQ_0101_4.019_4.913,-1,42,19-24,15,25+,different,female,19-24,monolingual_EN
UI12FAZ_0101_4.084_11.728,-1,12,25+,42,19-24,different,female,25+,code_switched
NI65MBP_0101_4.106_7.159,-1,65,19-24,12,25+,different,male,19-24,code_switched
UI20MAZ_0104_4.176_7.349,-1,20,19-24,65,19-24,same,male,19-24,monolingual_ZH
NI02FAX_0101_4.221_8.030,-1,2,19-24,20,19-24,same,female,19-24,monolingual_ZH
NI01MAX_0101_4.243_4.762,-1,1,25+,2,19-24,different,male,25+,monolingual_ZH
NI43FBP_0101_4.250_14.950,-1,43,19-24,1,25+,different,female,19-24,code_switched
NI62MBQ_0101_4.261_6.313,-1,62,19-24,43,19-24,same,male,19-24,monolingual_ZH
NI14MBP_0101_4.270_6.009,-1,14,19-24,62,19-24,same,male,19-24,monolingual_ZH
UI23FAZ_0101_4.283_12.723,-1,23,19-24,14,19-24,same,female,19-24,code_switched
UI17FAZ_0101_4.297_6.026,-1,17,25+,23,19-24,different,female,25+,monolingual_ZH
NI44MBQ_0101_4.370_10.500,-1,44,19-24,17,25+,different,male,19-24,code_switched
NI52MBQ_0201_4.391_6.840,-1,52,19-24,44,19-24,same,male,19-24,monolingual_ZH
UI02FAZ_0103_4.459_9.911,-1,2,19-24,52,19-24,same,female,19-24,code_switched
UI24MAZ_0103_4.470_11.864,-1,24,25+,2,19-24,different,male,25+,code_switched
UI24MAZ_0104_4.516_8.770,-1,24,25+,24,25+,same,male,25+,code_switched
NI26FBP_0101_4.539_7.336,-1,26,19-24,24,25+,different,female,19-24,monolingual_ZH
NI22FBP_0101_4.547_6.260,-1,22,19-24,26,19-24,same,female,19-24,monolingual_EN
UI12FAZ_0103_4.563_7.897,-1,12,25+,22,19-24,different,female,25+,code_switched
NI59FBQ_0101_4.671_5.678,-1,59,19-24,12,25+,different,female,19-24,monolingual_EN
NI61FBP_0101_4.731_10.310,-1,61,19-24,59,19-24,same,female,19-24,code_switched
UI02FAZ_0102_4.735_14.535,-1,2,19-24,61,19-24,same,female,19-24,monolingual_ZH
UI22MAZ_0102_4.745_9.654,-1,22,19-24,2,19-24,same,male,19-24,code_switched
NI50FBQ_0101_4.750_7.170,-1,50,19-24,22,19-24,same,female,19-24,code_switched
UI27FAZ_0101_4.762_8.203,-1,27,19-24,50,19-24,same,female,25+,code_switched
UI17FAZ_0103_4.843_8.008,-1,17,25+,27,19-24,different,female,25+,monolingual_ZH
UI07FAZ_0104_5.137_7.731,-1,7,19-24,17,25+,different,female,25+,code_switched
UI13FAZ_0104_5.192_9.467,-1,13,25+,7,19-24,different,female,25+,code_switched
NI36MBQ_0101_5.400_7.467,-1,36,19-24,13,25+,different,male,19-24,monolingual_EN
UI21MAZ_0104_5.545_10.734,-1,21,19-24,36,19-24,same,male,19-24,monolingual_ZH
NI21MBQ_0101_5.557_8.940,-1,21,19-24,21,19-24,same,male,19-24,monolingual_ZH
UI02FAZ_0101_5.616_6.871,-1,2,19-24,21,19-24,same,female,19-24,monolingual_ZH
UI02FAZ_0105_5.639_9.160,-1,2,19-24,2,19-24,same,female,19-24,monolingual_ZH
NI28MBP_0101_5.650_7.130,-1,28,19-24,2,19-24,same,male,19-24,monolingual_EN
UI15FAZ_0101_5.731_11.363,-1,15,25+,28,19-24,different,female,25+,code_switched
NI60MBP_0101_5.782_6.670,-1,60,19-24,15,25+,different,male,19-24,monolingual_ZH
UI14MAZ_0102_5.859_9.160,-1,14,19-24,60,19-24,same,male,25+,monolingual_ZH
UI19MAZ_0101_5.872_9.463,-1,19,19-24,14,19-24,same,male,19-24,code_switched
NI33MBP_0101_5.924_8.324,-1,33,19-24,19,19-24,same,male,19-24,monolingual_EN
UI22MAZ_0103_6.015_7.919,-1,22,19-24,33,19-24,same,male,19-24,monolingual_ZH
UI19MAZ_0103_6.097_7.451,-1,19,19-24,22,19-24,same,male,19-24,monolingual_ZH
UI22MAZ_0104_6.236_6.909,-1,22,19-24,19,19-24,same,male,19-24,monolingual_EN
UI19MAZ_0102_6.247_10.241,-1,19,19-24,22,19-24,same,male,19-24,code_switched
UI05MAZ_0102_6.261_8.986,-1,5,19-24,19,19-24,same,male,19-24,monolingual_ZH
UI01FAZ_0105_6.273_8.422,-1,1,25+,5,19-24,different,female,25+,monolingual_ZH
NI34FBQ_0101_6.287_9.299,-1,34,19-24,1,25+,different,female,19-24,monolingual_EN
NI63MBP_0101_6.287_10.078,-1,63,19-24,34,19-24,same,male,19-24,monolingual_ZH
UI21MAZ_0101_6.318_14.523,-1,21,19-24,63,19-24,same,male,19-24,monolingual_ZH
NI29MBP_0101_6.320_7.760,-1,29,25+,21,19-24,different,male,19-24,monolingual_ZH
NI59FBQ_0101_6.390_11.070,-1,59,19-24,29,25+,different,female,19-24,code_switched
NI12MAP_0101_6.407_9.102,-1,12,25+,59,19-24,different,male,25+,code_switched
NI08FBP_0201_6.440_9.610,-1,8,19-24,12,25+,different,female,19-24,code_switched
UI23FAZ_0102_6.469_7.446,-1,23,19-24,8,19-24,same,female,19-24,monolingual_EN
NI22FBP_0101_6.480_7.370,-1,22,19-24,23,19-24,same,female,19-24,code_switched
UI06MAZ_0105_6.495_12.649,-1,6,19-24,22,19-24,same,male,19-24,code_switched
UI02FAZ_0104_6.507_9.191,-1,2,19-24,6,19-24,same,female,19-24,monolingual_ZH
NI04FBX_0101_6.521_8.339,-1,4,19-24,2,19-24,same,female,19-24,monolingual_ZH
UI21MAZ_0103_6.584_10.306,-1,21,19-24,4,19-24,same,male,19-24,code_switched
NI60MBP_0101_6.670_9.660,-1,60,19-24,21,19-24,same,male,19-24,code_switched
NI52MBQ_0201_6.840_8.650,-1,52,19-24,60,19-24,same,male,19-24,code_switched
UI02FAZ_0101_6.871_9.322,-1,2,19-24,52,19-24,same,female,19-24,code_switched
UI15FAZ_0105_6.871_13.706,-1,15,25+,2,19-24,different,female,25+,code_switched
NI03FBX_0101_6.910_8.494,-1,3,19-24,15,25+,different,female,19-24,monolingual_ZH
UI22MAZ_0105_6.915_9.353,-1,22,19-24,3,19-24,same,male,19-24,monolingual_ZH
UI12FAZ_0102_6.920_8.098,-1,12,25+,22,19-24,different,female,25+,monolingual_ZH
UI25FAZ_0103_7.086_9.610,-1,25,19-24,12,25+,different,female,19-24,code_switched
NI49MBP_0101_7.120_10.720,-1,49,19-24,25,19-24,same,male,19-24,code_switched
NI62MBQ_0101_7.144_9.498,-1,62,19-24,49,19-24,same,male,19-24,monolingual_ZH
NI65MBP_0101_7.159_10.078,-1,65,19-24,62,19-24,same,male,19-24,monolingual_EN
NI50FBQ_0101_7.170_8.676,-1,50,19-24,65,19-24,same,female,19-24,monolingual_EN
UI20MAZ_0101_7.274_9.862,-1,20,19-24,50,19-24,same,male,19-24,code_switched
UI16MAZ_0101_7.310_16.191,-1,16,25+,20,19-24,different,male,25+,code_switched
NI05MBQ_0101_7.434_12.394,-1,5,19-24,16,25+,different,male,19-24,code_switched
UI29FAZ_0104_7.440_11.560,-1,29,25+,5,19-24,different,female,25+,monolingual_ZH
UI23FAZ_0102_7.446_10.364,-1,23,19-24,29,25+,different,female,19-24,code_switched
NI46FBQ_0101_7.460_8.370,-1,46,19-24,23,19-24,same,female,19-24,monolingual_ZH
NI22FBP_0101_7.460_9.855,-1,22,19-24,46,19-24,same,female,19-24,code_switched
NI39FBP_0101_7.490_12.825,-1,39,19-24,22,19-24,same,female,19-24,monolingual_EN
UI14MAZ_0103_7.523_15.238,-1,14,19-24,39,19-24,same,male,25+,code_switched
UI15FAZ_0102_7.539_18.539,-1,15,25+,14,19-24,different,female,25+,code_switched
UI27FAZ_0104_7.560_13.856,-1,27,19-24,15,25+,different,female,25+,code_switched
NI47MBP_0101_7.715_15.210,-1,47,19-24,27,19-24,same,male,19-24,code_switched
UI07FAZ_0104_7.731_11.655,-1,7,19-24,47,19-24,same,female,25+,code_switched
NI29MBP_0101_7.760_9.280,-1,29,25+,7,19-24,different,male,19-24,monolingual_ZH
UI08MAZ_0101_7.767_12.208,-1,8,19-24,29,25+,different,male,19-24,code_switched
NI53FBP_0101_7.839_17.801,-1,53,19-24,8,19-24,same,female,19-24,monolingual_EN
NI41MBP_0101_7.840_10.460,-1,41,19-24,53,19-24,same,male,19-24,monolingual_EN
UI16MAZ_0105_7.851_16.715,-1,16,25+,41,19-24,different,male,25+,code_switched
UI23FAZ_0104_7.876_11.218,-1,23,19-24,16,25+,different,female,19-24,code_switched
UI25FAZ_0104_7.883_9.906,-1,25,19-24,23,19-24,same,female,19-24,monolingual_EN
UI12FAZ_0103_7.897_10.928,-1,12,25+,25,19-24,different,female,25+,code_switched
NI36MBQ_0101_7.921_10.080,-1,36,19-24,12,25+,different,male,19-24,monolingual_EN
UI12FAZ_0102_8.098_13.278,-1,12,25+,36,19-24,different,female,25+,code_switched
UI19MAZ_0103_8.134_9.679,-1,19,19-24,12,25+,different,male,19-24,monolingual_ZH
NI31FBP_0101_8.150_12.390,-1,31,19-24,19,19-24,same,female,19-24,monolingual_EN
NI42FBQ_0101_8.240_20.990,-1,42,19-24,31,19-24,same,female,19-24,code_switched
NI37MBP_0101_8.246_9.483,-1,37,19-24,42,19-24,same,male,19-24,monolingual_EN
NI07FBQ_0101_8.261_10.570,-1,7,19-24,37,19-24,same,female,19-24,monolingual_EN
UI17FAZ_0103_8.317_11.852,-1,17,25+,7,19-24,different,female,25+,monolingual_ZH
UI10FAZ_0102_8.317_14.698,-1,10,19-24,17,25+,different,female,25+,code_switched
NI32FBQ_0101_8.330_11.730,-1,32,19-24,10,19-24,same,female,19-24,code_switched
UI29FAZ_0101_8.334_9.212,-1,29,25+,32,19-24,different,female,25+,monolingual_ZH
NI28MBP_0101_8.350_9.460,-1,28,19-24,29,25+,different,male,19-24,monolingual_EN
UI17FAZ_0105_8.403_9.349,-1,17,25+,28,19-24,different,female,25+,monolingual_EN
NI14MBP_0101_8.449_12.119,-1,14,19-24,17,25+,different,male,19-24,monolingual_EN
UI20MAZ_0104_8.489_14.283,-1,20,19-24,14,19-24,same,male,19-24,code_switched
NI46FBQ_0101_8.500_11.260,-1,46,19-24,20,19-24,same,female,19-24,code_switched
UI15FAZ_0103_8.550_15.540,-1,15,25+,46,19-24,different,female,25+,code_switched
UI18MAZ_0101_8.570_12.074,-1,18,19-24,15,25+,different,male,25+,code_switched
NI52MBQ_0201_8.650_15.856,-1,52,19-24,18,19-24,same,male,19-24,code_switched
UI24MAZ_0101_8.660_16.037,-1,24,25+,52,19-24,different,male,25+,code_switched
UI12FAZ_0104_8.693_9.448,-1,12,25+,24,25+,same,female,25+,monolingual_EN
NI64FBQ_0101_8.702_11.818,-1,64,19-24,12,25+,different,female,19-24,code_switched
NI03FBX_0101_8.728_9.144,-1,3,19-24,64,19-24,same,female,19-24,monolingual_EN
UI17FAZ_0104_8.816_12.165,-1,17,25+,3,19-24,different,female,25+,monolingual_ZH
UI13FAZ_0102_8.844_13.682,-1,13,25+,17,25+,same,female,25+,monolingual_ZH
UI22MAZ_0101_8.913_13.392,-1,22,19-24,13,25+,different,male,19-24,code_switched
NI21MBQ_0101_8.940_11.080,-1,21,19-24,22,19-24,same,male,19-24,code_switched
UI18MAZ_0103_9.025_12.880,-1,18,19-24,21,19-24,same,male,25+,code_switched
NI33MBP_0101_9.074_12.474,-1,33,19-24,18,19-24,same,male,19-24,code_switched
UI24MAZ_0102_9.117_13.243,-1,24,25+,33,19-24,different,male,25+,code_switched
NI01MAX_0101_9.141_12.753,-1,1,25+,24,25+,same,male,25+,code_switched
UI02FAZ_0105_9.160_14.318,-1,2,19-24,1,25+,different,female,19-24,monolingual_ZH
UI22MAZ_0103_9.174_10.748,-1,22,19-24,2,19-24,same,male,19-24,monolingual_EN
UI02FAZ_0104_9.191_14.088,-1,2,19-24,22,19-24,same,female,19-24,code_switched
UI29FAZ_0101_9.212_10.438,-1,29,25+,2,19-24,different,female,25+,monolingual_ZH
UI06MAZ_0101_9.215_11.720,-1,6,19-24,29,25+,different,male,19-24,monolingual_ZH
NI29MBP_0101_9.280_10.504,-1,29,25+,6,19-24,different,male,19-24,monolingual_ZH
UI22MAZ_0104_9.294_10.585,-1,22,19-24,29,25+,different,male,19-24,monolingual_EN
UI02FAZ_0101_9.322_12.851,-1,2,19-24,22,19-24,same,female,19-24,code_switched
NI51MBP_0101_9.351_16.190,-1,51,19-24,2,19-24,same,male,19-24,code_switched
NI10FBP_0101_9.412_10.296,-1,10,19-24,51,19-24,same,female,19-24,monolingual_EN
UI24MAZ_0104_9.433_16.429,-1,24,25+,10,19-24,different,male,25+,code_switched
UI27FAZ_0101_9.470_13.717,-1,27,19-24,24,25+,different,female,25+,code_switched
UI16MAZ_0104_9.484_10.268,-1,16,25+,27,19-24,different,male,25+,monolingual_ZH
NI40FBQ_0101_9.509_15.511,-1,40,19-24,16,25+,different,female,19-24,monolingual_EN
NI04FBX_0101_9.529_13.909,-1,4,19-24,40,19-24,same,female,19-24,code_switched
NI57FBQ_0101_9.531_14.400,-1,57,19-24,4,19-24,same,female,19-24,code_switched
UI14MAZ_0102_9.540_14.619,-1,14,19-24,57,19-24,same,male,25+,code_switched
UI17FAZ_0105_9.556_11.155,-1,17,25+,14,19-24,different,female,25+,monolingual_ZH
UI25FAZ_0103_9.610_21.718,-1,25,19-24,17,25+,different,female,19-24,code_switched
NI02FAX_0101_9.704_12.414,-1,2,19-24,25,19-24,same,female,19-24,monolingual_ZH
UI05MAZ_0102_9.715_15.211,-1,5,19-24,2,19-24,same,male,19-24,monolingual_ZH
NI60MBP_0101_9.720_11.270,-1,60,19-24,5,19-24,same,male,19-24,code_switched
